genes	logFC	logCPM	F	PValue	FDR
ENSGMOG00000007864	0.0686862364481499	6.03643800543437	0.719004909523509	0.415971023342262	0.812325269753441
ENSGMOG00000012826	-0.116855231133069	1.94228681966822	0.718920234124436	0.415997568388151	0.812325269753441
ENSGMOG00000000369	-0.0785093481829756	4.30805505116923	0.718197176962748	0.416224351577857	0.812325269753441
ENSGMOG00000005300	-0.134725509552839	4.20717580378536	0.718114479245446	0.416250301929947	0.812325269753441
ENSGMOG00000009866	0.162633454930389	0.251370061932598	0.718056264125271	0.416268571256181	0.812325269753441
ENSGMOG00000018260	0.110956776055399	3.01984153303298	0.718049504117219	0.416270692795121	0.812325269753441
ENSGMOG00000002811	0.0740586664494546	5.55190066212673	0.717852636797662	0.416332484602273	0.812325269753441
ENSGMOG00000012997	0.0729032495654624	8.42900228711478	0.717815105985361	0.416344266270528	0.812325269753441
ENSGMOG00000017134	-0.106602679770516	2.87101399036501	0.717683776391146	0.416385497451977	0.812325269753441
ENSGMOG00000011564	-0.165817241830691	0.163953151395022	0.717602828696548	0.416410914401094	0.812325269753441
ENSGMOG00000008181	0.058575463372319	6.57448177770139	0.717364185950381	0.416485860862226	0.812325269753441
ENSGMOG00000005865	0.0550616618925351	7.09120132134524	0.717312265137673	0.416502169613615	0.812325269753441
ENSGMOG00000010985	0.0660887556589099	5.68132319639086	0.717297606137664	0.416506774310738	0.812325269753441
ENSGMOG00000009890	0.243844558830567	1.48472086434705	0.7166622301221	0.416706437674074	0.812613770810653
ENSGMOG00000014468	-0.0859077457926975	2.45387130649157	0.716252237680814	0.416835357056479	0.812764260450535
ENSGMOG00000018186	0.0823918318150227	3.82844942630881	0.716026695231302	0.416906304668976	0.812801690805727
ENSGMOG00000006169	-0.153982629300335	2.33440237204166	0.715798616681187	0.416978069762594	0.812840705435186
ENSGMOG00000011282	-0.0615917713991727	6.06312145219188	0.715453958396861	0.417086554394887	0.812916870594325
ENSGMOG00000013483	-0.181668961057391	0.343238650176507	0.715345639030257	0.417120658354748	0.812916870594325
ENSGMOG00000010317	0.0925151068244916	2.36005878362226	0.714850365669753	0.417276650434527	0.813119984084948
ENSGMOG00000000296	-0.129938700371128	1.35773604565805	0.714548829488852	0.417371668633301	0.813151960418856
ENSGMOG00000017969	0.167718344225017	1.26817226620728	0.714469707854681	0.417396606704241	0.813151960418856
ENSGMOG00000013397	-0.150486680898303	0.631494323081963	0.714025888177487	0.417536537052336	0.813287349748231
ENSGMOG00000011519	-0.0877101964306933	2.978467182643	0.713920844598085	0.417569666902441	0.813287349748231
ENSGMOG00000017485	-0.0860676340690193	3.66885301871352	0.71337364923439	0.417742315981633	0.813522729672353
ENSGMOG00000008902	0.0651340932327142	4.39229652210169	0.713093339901486	0.417830802589592	0.81359417127103
ENSGMOG00000003660	0.0782444807296773	5.72305050467155	0.712881699143711	0.417897632213482	0.813623430215067
ENSGMOG00000000643	-0.0952693713326341	3.19557358180591	0.71185924120728	0.418220735027917	0.814125313180998
ENSGMOG00000005794	-0.106468623199778	3.47035496210917	0.711737974575731	0.418259082647235	0.814125313180998
ENSGMOG00000007492	-0.150910872007771	1.32373609260055	0.711082345050249	0.418466507473872	0.814184658071758
ENSGMOG00000020393	-0.162579376753753	0.8288351027446	0.710982932459256	0.418497973581357	0.814184658071758
ENSGMOG00000012099	-0.159492930940543	0.643588242829853	0.710912134536444	0.418520384884387	0.814184658071758
ENSGMOG00000003666	0.0619925327559965	6.13241779608295	0.71083184160021	0.418545804199651	0.814184658071758
ENSGMOG00000017173	-0.0660370781042242	4.44549423304508	0.710822484454874	0.418548766666966	0.814184658071758
ENSGMOG00000014148	0.065417296120607	3.991678861493	0.709822246367007	0.418865636152548	0.814700146304881
ENSGMOG00000011662	-0.0706841811489726	6.883820544665	0.708825446064403	0.419181800767442	0.814934324026029
ENSGMOG00000008202	-0.129018494325012	1.49335007557144	0.708600301322459	0.419253265241829	0.814934324026029
ENSGMOG00000009136	0.100796359900749	11.795955098282	0.70840989905272	0.419313717219234	0.814934324026029
ENSGMOG00000016407	-0.251767741593423	0.328554052809638	0.708309251855858	0.419345677981268	0.814934324026029
ENSGMOG00000001766	0.0618653551783212	6.6880539990991	0.708275016511981	0.419356550391937	0.814934324026029
ENSGMOG00000007031	-0.123547527618559	3.57474748762183	0.707988839593068	0.419447451798472	0.814934324026029
ENSGMOG00000001520	0.151727796494571	0.752414114088471	0.707905639976714	0.419473885327144	0.814934324026029
ENSGMOG00000007077	0.0568953527358196	5.33770246713825	0.707869882352012	0.419485246783032	0.814934324026029
ENSGMOG00000016085	-0.0872723396488	3.41289052473204	0.707816961029156	0.419502062659364	0.814934324026029
ENSGMOG00000017797	0.246165901536851	0.120905391413959	0.707609653555019	0.419567945559308	0.814934324026029
ENSGMOG00000004946	-0.0741837358187655	5.59844295142188	0.707579104203285	0.419577655638153	0.814934324026029
ENSGMOG00000013724	0.134839356157152	0.971611724333605	0.707481514529194	0.419608676836782	0.814934324026029
ENSGMOG00000005862	-0.0749886691620735	10.5590888920022	0.707056515052096	0.419743816111508	0.815095991079048
ENSGMOG00000008905	0.129239366752103	1.74510920136457	0.706881837771405	0.419799379476777	0.815103109662783
ENSGMOG00000015975	-0.106974845194561	2.80883315594024	0.7062411284485	0.42000328517155	0.815231699202293
ENSGMOG00000013479	0.0554594132057507	6.27775268216599	0.706182825958091	0.420021847855967	0.815231699202293
ENSGMOG00000018885	0.223738555801215	-0.170765362198411	0.706000502479362	0.42007990559293	0.815231699202293
ENSGMOG00000000255	0.0769124156672361	4.44214051372081	0.705585944333983	0.420211962560704	0.815231699202293
ENSGMOG00000005346	0.176815755458146	2.65276607275387	0.705576080448765	0.42021510550365	0.815231699202293
ENSGMOG00000011029	-0.252423464826674	0.184552904002323	0.705539014480944	0.420226916221282	0.815231699202293
ENSGMOG00000007390	-0.0543926439946783	5.2419254975752	0.705532642356887	0.420228946691823	0.815231699202293
ENSGMOG00000008013	-0.23899130593607	0.190061157048586	0.705268429352169	0.420313151808369	0.815294351278529
ENSGMOG00000003290	0.0604663142446182	6.3602910297194	0.704546932175679	0.420543232747547	0.815598565372732
ENSGMOG00000015409	-0.0932301966805758	4.62619240392181	0.704159032289153	0.420667015548277	0.815598565372732
ENSGMOG00000017196	-0.0575615482007198	6.48474985822719	0.703890782067717	0.420752651293683	0.815598565372732
ENSGMOG00000012643	0.109517139478477	2.80430527399045	0.703770172334973	0.420791163703314	0.815598565372732
ENSGMOG00000013026	-0.0895721163784533	4.15959451407598	0.70372612902957	0.420805228776819	0.815598565372732
ENSGMOG00000015425	0.0928011859383474	5.66223283939622	0.703645198753753	0.420831075550619	0.815598565372732
ENSGMOG00000016660	0.054491771793472	7.63492330914151	0.703438552896916	0.420897083839506	0.815598565372732
ENSGMOG00000001901	0.131120795207849	0.865611042430209	0.703180661195157	0.420979484872173	0.815598565372732
ENSGMOG00000019333	-0.172139191923666	0.466816484632041	0.703062926166302	0.421017111982741	0.815598565372732
ENSGMOG00000004360	-0.194031478551284	0.55414828814031	0.702859328456358	0.421082192879794	0.815598565372732
ENSGMOG00000004558	0.17600039650236	0.638052220158597	0.702644946390824	0.421150738590137	0.815598565372732
ENSGMOG00000001212	0.0559582105753081	6.43000970567034	0.702595419887353	0.421166576567228	0.815598565372732
ENSGMOG00000012669	0.120840098595443	1.46242686800236	0.702504458585562	0.421195667395735	0.815598565372732
ENSGMOG00000005331	0.218758972724069	0.0695340649728455	0.702500315579367	0.421196992470281	0.815598565372732
ENSGMOG00000017923	0.086087556038722	9.32872714903499	0.701839560627627	0.421408410551805	0.815666097407745
ENSGMOG00000015984	-0.0912009548147375	2.88597559809328	0.701788563835694	0.421424734831058	0.815666097407745
ENSGMOG00000014090	0.0983463612014267	4.46649054936632	0.701698881121728	0.421453445106499	0.815666097407745
ENSGMOG00000019218	-0.0570292835968948	6.90600706764488	0.701629593852244	0.421475628316664	0.815666097407745
ENSGMOG00000004097	-0.0761098788635528	3.34233831517304	0.701579914803319	0.42149153486319	0.815666097407745
ENSGMOG00000019373	0.110295013195916	2.2189291006468	0.700555857175782	0.421819640036429	0.816116434256449
ENSGMOG00000006441	0.172465322640242	0.340515657431804	0.700500708170295	0.421837321325095	0.816116434256449
ENSGMOG00000017959	0.0596373779818757	8.70726338212284	0.700367199214358	0.421880130506056	0.816116434256449
ENSGMOG00000004316	0.0573220833474263	5.26605196656842	0.700174258276338	0.421942008743507	0.816135614448956
ENSGMOG00000011259	0.230646235570991	0.395172157301501	0.699832964378808	0.422051501282157	0.816246875894294
ENSGMOG00000017433	0.0665360657197615	6.51743035586866	0.699048561744093	0.422303324248668	0.816582167170854
ENSGMOG00000008259	0.099526517113619	2.43975498062139	0.698727240979652	0.42240655049652	0.816582167170854
ENSGMOG00000016681	-0.209532827346192	0.213744978565886	0.698694650883745	0.422417022540591	0.816582167170854
ENSGMOG00000018997	-0.0601249118155027	4.56906254191166	0.698528064548052	0.422470557610781	0.816582167170854
ENSGMOG00000011804	-0.175021482926607	0.252198685367925	0.698125598323283	0.422599941559414	0.816582167170854
ENSGMOG00000005414	-0.666518837980896	0.335059852266906	0.698044106731952	0.422626147093371	0.816582167170854
ENSGMOG00000003994	0.10731727921317	4.05101665563249	0.697847805573562	0.422689283125814	0.816582167170854
ENSGMOG00000008803	-0.109762086211128	5.09896363851259	0.697808800144202	0.422701830196687	0.816582167170854
ENSGMOG00000012343	-0.16002526938706	2.06940307728632	0.697663268762216	0.422748649316953	0.816582167170854
ENSGMOG00000019423	0.0721730715022507	3.90535638029264	0.697513095746639	0.422796970495132	0.816582167170854
ENSGMOG00000013280	-0.10909226873602	2.43017438837487	0.69750603709594	0.42279924197725	0.816582167170854
ENSGMOG00000003104	-0.0978634822011167	2.2083817367723	0.697352146741902	0.422848768980043	0.816582167170854
ENSGMOG00000016768	0.0815331828332186	4.41066009500682	0.696402030985733	0.423154755539604	0.817072607635237
ENSGMOG00000001804	-0.377700148280243	0.622065996343932	0.696072973568503	0.423260812609764	0.817176929667973
ENSGMOG00000015843	0.056045183463449	5.98880341890179	0.695870160987585	0.4233262016779	0.81720271921744
ENSGMOG00000013915	0.0578418139466012	5.07446821113171	0.695522845807574	0.423438217988524	0.817318502117213
ENSGMOG00000008219	0.0748573591172512	6.11899359003277	0.695115883224344	0.423569532861932	0.817452371801555
ENSGMOG00000009407	0.0803624534373192	3.44848464288927	0.694563417114268	0.423747902956792	0.817452371801555
ENSGMOG00000005613	0.248204798112478	0.0235481461842415	0.694537286343466	0.423756342590943	0.817452371801555
ENSGMOG00000017333	-0.06211047667021	6.44640282402511	0.694400875282105	0.423800404625134	0.817452371801555
ENSGMOG00000012101	0.131061945405531	1.68497959526157	0.694361572143138	0.423813101278953	0.817452371801555
ENSGMOG00000008417	-0.169046504520543	0.278026434792824	0.694332104996412	0.423822620875809	0.817452371801555
ENSGMOG00000019222	0.0939339766345587	3.87044633465174	0.69417144386954	0.423874529824923	0.817452371801555
ENSGMOG00000011754	-0.0592879224014246	6.52336111114098	0.693900024629519	0.423962247654301	0.817452371801555
ENSGMOG00000005225	-0.0622576807709031	7.54321716791616	0.69385748689282	0.423975997752162	0.817452371801555
ENSGMOG00000016939	0.0701027509220762	3.55584212563013	0.693418864870555	0.42411782212354	0.817625446700911
ENSGMOG00000008451	-0.211478768600726	1.03902789113914	0.69316026600032	0.424201473684288	0.817686345813136
ENSGMOG00000015925	-0.065083411817469	3.99076381178052	0.692646094249852	0.424367877382079	0.817906722562638
ENSGMOG00000005679	-0.0875862584689129	3.58527308850686	0.691963985315575	0.424588794616255	0.818232099170908
ENSGMOG00000010919	-0.0965471169982777	2.27531795359529	0.691608589278734	0.424703971953413	0.818341901130305
ENSGMOG00000009406	0.154388615373276	0.407768382199855	0.691466670120887	0.424749979499188	0.818341901130305
ENSGMOG00000004702	0.15160144633136	0.955067301958694	0.690812217952048	0.424962245267495	0.818588004440094
ENSGMOG00000013946	-0.0810948244889283	4.20271329054985	0.690651978958245	0.425014243577772	0.818588004440094
ENSGMOG00000017605	0.221803716661307	0.0119422231459148	0.690488142649143	0.425067419901732	0.818588004440094
ENSGMOG00000010341	-0.101323545025736	2.26004037665322	0.690360037933005	0.425109006345023	0.818588004440094
ENSGMOG00000019941	-0.0919989119910802	3.72467225327349	0.690269771010115	0.425138313524631	0.818588004440094
ENSGMOG00000018718	-0.0913765706987494	5.4699443633211	0.689834277711092	0.425279752236601	0.818657954251764
ENSGMOG00000008978	0.0717540827815316	5.21071194064902	0.6896239038059	0.425348104428936	0.818657954251764
ENSGMOG00000006141	-0.0655497071927136	4.64938014106056	0.689560260880401	0.425368786044075	0.818657954251764
ENSGMOG00000006560	-0.0858750635314064	3.60178441753278	0.689378307288256	0.425427923284063	0.818657954251764
ENSGMOG00000004928	-0.164592716037355	0.837715882705519	0.6893557308367	0.425435261849159	0.818657954251764
ENSGMOG00000007474	-0.0824051639121159	3.03952364330798	0.688880758709442	0.425589701050185	0.818854813756487
ENSGMOG00000016771	0.0621727222797092	5.26425230241814	0.688516017131605	0.425708360085122	0.818982790727209
ENSGMOG00000014242	-0.1398241989968	1.8588606909814	0.687951974823645	0.425891962096669	0.81904456494219
ENSGMOG00000006428	0.101618771149276	2.03913445829409	0.687937596281774	0.425896644151105	0.81904456494219
ENSGMOG00000009516	0.0937568208552538	2.93544107416791	0.687936761603436	0.425896915948228	0.81904456494219
ENSGMOG00000016011	-0.14292019598357	1.43122179575127	0.68773349711454	0.425963113547195	0.819071579501989
ENSGMOG00000017327	0.0558025888246916	4.86777169192698	0.687525986176585	0.426030711329797	0.81908486780251
ENSGMOG00000014942	0.0756527959065046	7.3718413526791	0.687021745405315	0.426195043025847	0.81908486780251
ENSGMOG00000012463	0.0791413107460382	4.46037582505319	0.686950135850994	0.426218388873725	0.81908486780251
ENSGMOG00000000148	0.122502682316391	1.58742631308703	0.68672376398046	0.426292203347294	0.81908486780251
ENSGMOG00000009783	-0.06471331441113	4.50379604581003	0.686690189318789	0.426303153012558	0.81908486780251
ENSGMOG00000016146	0.064722110717109	6.81596306518416	0.68655004224495	0.426348863947829	0.81908486780251
ENSGMOG00000016049	0.146784377151145	1.38701989846138	0.686462982988651	0.426377263555219	0.81908486780251
ENSGMOG00000000181	-0.0676688872922555	5.50154311123492	0.686432424255603	0.426387232850715	0.81908486780251
ENSGMOG00000013286	0.0968094834787916	4.36377925256645	0.686254572128845	0.426445261763819	0.819096157669382
ENSGMOG00000003648	0.109117602146476	1.95077371431467	0.685820947248573	0.426586797019623	0.819267820248251
ENSGMOG00000000960	0.0780207996880817	6.13785914274898	0.684796917501005	0.42692134369045	0.819705350408737
ENSGMOG00000000453	-0.134422356939842	1.35490608166121	0.684732646133786	0.42694235512495	0.819705350408737
ENSGMOG00000001053	0.0688835546990421	5.98536281033196	0.684521541788931	0.427011380658522	0.819705350408737
ENSGMOG00000013130	-0.123092621808823	2.05210097402716	0.68448485493654	0.427023378138564	0.819705350408737
ENSGMOG00000012314	0.0560018184335613	5.66944320399349	0.683599183199327	0.42731318042915	0.820049635485203
ENSGMOG00000014733	0.0759160563631372	8.39401660664995	0.683483814407928	0.427350954007825	0.820049635485203
ENSGMOG00000003845	-0.114128197661004	2.4249660007112	0.683318428922554	0.427405113321523	0.820049635485203
ENSGMOG00000002337	0.0667390597004075	3.85629821191383	0.683168719497779	0.427454148772748	0.820049635485203
ENSGMOG00000011681	0.0780560207374463	8.35813343936863	0.683039055396628	0.427496626023974	0.820049635485203
ENSGMOG00000003244	0.0810843869506545	3.05643112389414	0.682915467184652	0.427537119238611	0.820049635485203
ENSGMOG00000000463	-0.0790010010482394	3.17686855709849	0.682761712696976	0.427587505030984	0.820049635485203
ENSGMOG00000017498	0.0786377872885086	6.54503476986434	0.68266124863843	0.427620432613257	0.820049635485203
ENSGMOG00000008205	0.0702992487212542	8.50698012854198	0.682362118304334	0.427718498463081	0.820103086523931
ENSGMOG00000009043	-0.0793054205584719	3.13907307130076	0.682257707238755	0.427752736839682	0.820103086523931
ENSGMOG00000004738	0.15705136130834	0.93685501122957	0.681655923499495	0.427950160147597	0.820369938761946
ENSGMOG00000007971	0.180521779028853	0.18050192988902	0.681416334675785	0.428028801783743	0.820369938761946
ENSGMOG00000016930	-0.0824512470914543	3.38139207054023	0.681355963648415	0.428048621428381	0.820369938761946
ENSGMOG00000010087	-0.0623731459847981	5.65661116752031	0.681077611513576	0.428140023006144	0.820432234195909
ENSGMOG00000012241	0.0775442148820431	6.38664816068459	0.680809882526709	0.428227966277145	0.820432234195909
ENSGMOG00000018098	0.0761361198258755	3.03094843296993	0.680779840626126	0.428237836236983	0.820432234195909
ENSGMOG00000015778	0.146499700337715	3.00975065235546	0.680047314794262	0.428478614806988	0.820606487743473
ENSGMOG00000006862	0.115084282929349	1.52757171358107	0.679831366746843	0.42854963822325	0.820606487743473
ENSGMOG00000015863	0.078012194271423	4.52245414165394	0.679603919521491	0.428624464355053	0.820606487743473
ENSGMOG00000006833	-0.166776873835677	1.00384993106841	0.679506860891048	0.428656401414113	0.820606487743473
ENSGMOG00000008267	0.0617383072650459	8.88787551389278	0.679453020238853	0.428674119306209	0.820606487743473
ENSGMOG00000020109	0.100387030949053	2.73006133263855	0.679400256090922	0.428691484099621	0.820606487743473
ENSGMOG00000000224	0.0687769715674811	4.27299683075727	0.679351425620039	0.428707555332559	0.820606487743473
ENSGMOG00000015898	-0.0772121990926856	3.88813057958855	0.679232275868672	0.428746774380678	0.820606487743473
ENSGMOG00000018229	0.0825451156207036	6.96994792284395	0.678788309065856	0.428892960919966	0.820786261022175
ENSGMOG00000014421	0.0748875518581844	5.54515071493987	0.6784996897129	0.428988039217343	0.820868194925389
ENSGMOG00000017438	0.107004421866069	2.2867311819366	0.67805158643264	0.429135723518336	0.820909139610123
ENSGMOG00000008004	0.238069928034984	-0.128745678276843	0.677935294279706	0.429174064221124	0.820909139610123
ENSGMOG00000004529	-0.158749051856188	0.881435174248179	0.677905110493231	0.429184016515445	0.820909139610123
ENSGMOG00000014334	-0.0663391908925375	5.09649381440649	0.677800518135981	0.429218505951759	0.820909139610123
ENSGMOG00000016114	0.117352687970567	1.3566939896163	0.677631247021366	0.429274332848496	0.820915946879152
ENSGMOG00000019153	0.156428246265943	0.771440485841367	0.677415114210157	0.429345632297999	0.820952337578813
ENSGMOG00000002454	-0.121130845278939	1.64383911530272	0.676778212358847	0.429555850402943	0.821129447386036
ENSGMOG00000004472	-0.0782495414975298	2.74811105622774	0.676732669489304	0.429570888875816	0.821129447386036
ENSGMOG00000007040	-0.223040277517417	3.38404762844216	0.676659347898572	0.429595101819118	0.821129447386036
ENSGMOG00000006396	0.0898792394746293	6.97248026204095	0.67610823512788	0.429777166718517	0.82137748606486
ENSGMOG00000010622	-0.0694265919386558	7.65016421565194	0.67525873658807	0.430058052632834	0.821770721867623
ENSGMOG00000014398	0.182107389039158	0.997381725267042	0.675117719725101	0.4301047087208	0.821770721867623
ENSGMOG00000008365	0.0598227759246336	5.44752568190521	0.674639616166595	0.43026295301957	0.821770721867623
ENSGMOG00000002623	0.112464155766879	3.19644344889723	0.674506519514795	0.430307022701612	0.821770721867623
ENSGMOG00000013705	-0.239106459857007	0.828471586142305	0.674430294577709	0.43033226488761	0.821770721867623
ENSGMOG00000009864	0.0845581303093834	6.22221556531973	0.674357152693069	0.430356488381515	0.821770721867623
ENSGMOG00000000959	-0.0709397772138644	4.00888973516949	0.674016055831884	0.430469483944987	0.821770721867623
ENSGMOG00000018240	-0.188020453449145	0.339600229377552	0.67399586351381	0.430476174596935	0.821770721867623
ENSGMOG00000009497	0.0714104109614663	6.62550252192477	0.673615022752779	0.430602396624486	0.821770721867623
ENSGMOG00000004209	0.161406878524888	0.912950322307206	0.673592695795638	0.430609798321841	0.821770721867623
ENSGMOG00000015585	-0.10682152056726	2.48019710225878	0.673341388846324	0.430693124411008	0.821770721867623
ENSGMOG00000006055	0.0847994881676627	5.92939999024957	0.673119486402667	0.430766722716002	0.821770721867623
ENSGMOG00000001200	0.0725518881132618	4.43733017793412	0.673085598539935	0.430777964099634	0.821770721867623
ENSGMOG00000003133	0.097771797720214	4.95019388025591	0.67303173798912	0.430795831869463	0.821770721867623
ENSGMOG00000006581	0.155999899095294	1.85689085556884	0.672951246216231	0.430822536572499	0.821770721867623
ENSGMOG00000005340	0.0624467668411637	6.03111896230257	0.672939430202492	0.430826456991302	0.821770721867623
ENSGMOG00000006045	-0.0668356604186598	5.38023595819678	0.672800976372804	0.430872398738054	0.821770721867623
ENSGMOG00000009820	0.0859515406342587	3.04771718751128	0.672583347040318	0.430944628678051	0.821788485485565
ENSGMOG00000008268	0.14576105839504	0.897154070700791	0.672457640343828	0.430986359031236	0.821788485485565
ENSGMOG00000007249	0.0767334816870933	7.31385969623914	0.672059343775144	0.431118623576513	0.821835368299745
ENSGMOG00000010497	0.0586302601135091	5.21992924079751	0.671902397662405	0.431170759759874	0.821835368299745
ENSGMOG00000020273	-0.109613427519622	1.87716197680459	0.671844830466556	0.431189885682875	0.821835368299745
ENSGMOG00000017924	-0.0820644282960628	2.61275688743333	0.671641743742106	0.43125736957873	0.821835368299745
ENSGMOG00000013216	-0.0675760564439819	7.56551259747622	0.671491983601227	0.431307144588973	0.821835368299745
ENSGMOG00000001390	0.0978396076537087	1.96270071755564	0.671438557216015	0.43132490391537	0.821835368299745
ENSGMOG00000006133	-0.103252554974201	2.83821937869796	0.670722117789243	0.431563169239409	0.822021478969123
ENSGMOG00000012002	-0.23896660539818	0.282902193840748	0.670713214620521	0.431566131508243	0.822021478969123
ENSGMOG00000016639	0.05195949866009	6.16904489983895	0.670672751706149	0.431579594777753	0.822021478969123
ENSGMOG00000012395	0.0612364008524534	8.53968354967433	0.670300587791017	0.431703457498906	0.822067041043968
ENSGMOG00000012088	-0.0821818364691047	3.49441491027623	0.67013846762145	0.431757432132934	0.822067041043968
ENSGMOG00000011076	-0.0795922295036012	4.03926005743174	0.670129137489367	0.43176053874772	0.822067041043968
ENSGMOG00000002871	-0.0659146284541104	4.28624580787761	0.669940705883445	0.431823287852228	0.822086855637223
ENSGMOG00000008359	-0.0613822715732025	11.8658672261948	0.669643352790156	0.431922338957647	0.822131983067306
ENSGMOG00000000621	-0.183975415826571	0.763654759090789	0.669387270458705	0.432007672176795	0.822131983067306
ENSGMOG00000014505	0.167583956233844	1.27752919823375	0.669248894635557	0.432053794039686	0.822131983067306
ENSGMOG00000015758	0.108772690779851	2.14455366982011	0.669206995452194	0.43206776099025	0.822131983067306
ENSGMOG00000001680	-0.0850103949334177	3.95899955910655	0.669084142987212	0.432108717701554	0.822131983067306
ENSGMOG00000010435	-0.0586115222008957	5.10545869629007	0.668872656401853	0.432179238251846	0.822164615157032
ENSGMOG00000001298	-0.151557460575689	0.215345743497702	0.668718771363071	0.432230563310303	0.822164615157032
ENSGMOG00000006278	-0.0812967282209797	6.45309364779821	0.668108518581799	0.432434198311265	0.822341288290456
ENSGMOG00000013927	-0.0861489729969076	6.83188804844537	0.66805997084135	0.432450404930087	0.822341288290456
ENSGMOG00000008836	-0.127857232272931	1.89477758038108	0.667969768659987	0.432480519628115	0.822341288290456
ENSGMOG00000008948	0.0548418358925945	7.41275714484722	0.667621854771343	0.432596705544651	0.822462638576962
ENSGMOG00000009965	-0.223959550492403	-0.087577729796033	0.666993337572358	0.432806728603153	0.822680916766536
ENSGMOG00000005612	0.0855945733345435	5.02426658483069	0.666964780775519	0.43281627500585	0.822680916766536
ENSGMOG00000002973	0.0518962951167524	6.42828399926562	0.666783394641133	0.432876919589404	0.822692605447439
ENSGMOG00000013607	0.0563310601672815	5.80050693983455	0.666633080721483	0.43292718604502	0.822692605447439
ENSGMOG00000013195	0.091668020840477	4.029691294916	0.66608947354075	0.433109053485865	0.822873322396651
ENSGMOG00000000094	0.135683599144739	0.611784610337771	0.665935233544663	0.433160678311397	0.822873322396651
ENSGMOG00000006167	-0.137484151330458	1.45664614373169	0.665844306998415	0.433191116562499	0.822873322396651
ENSGMOG00000013822	0.135770466307063	1.06452806771445	0.665722629872914	0.433231854253018	0.822873322396651
ENSGMOG00000015334	0.105840352886817	7.21305770859965	0.6648541766977	0.433522796141511	0.823236948129406
ENSGMOG00000010245	0.0658410170542753	6.3830032815515	0.664838266442864	0.433528129248588	0.823236948129406
ENSGMOG00000000694	-0.0929051768449983	2.10236450864941	0.664481958505785	0.433647591618954	0.823282234864713
ENSGMOG00000013188	-0.0927141021523195	3.5567242521948	0.664313874839926	0.433703965185497	0.823282234864713
ENSGMOG00000014206	0.0628541423513565	5.43456389042407	0.664241969112201	0.433728085311402	0.823282234864713
ENSGMOG00000009391	0.0536222587710832	5.9066064085826	0.664141915100067	0.433761651184611	0.823282234864713
ENSGMOG00000003008	0.0745529166302704	10.3635813070339	0.663781247058942	0.433882682570715	0.823353724451224
ENSGMOG00000016797	-0.188000739239025	0.827185622945917	0.663613062826756	0.43393914002807	0.823353724451224
ENSGMOG00000016815	0.0658641486361254	5.62732256913846	0.663561100969126	0.433956585445514	0.823353724451224
ENSGMOG00000009915	0.0813744147847713	5.54026502782081	0.663153025603832	0.434093630656864	0.823492695018597
ENSGMOG00000001421	0.119674324217704	8.64870006453152	0.66280602729193	0.434210220037662	0.823492695018597
ENSGMOG00000006881	0.0783871303516424	5.27171358851972	0.662770770626211	0.434222068944065	0.823492695018597
ENSGMOG00000017369	-0.0696179184160385	11.7868121680883	0.662694757502377	0.434247616908149	0.823492695018597
ENSGMOG00000019424	0.0634829560238579	5.87209727371226	0.662453418263428	0.434328747227144	0.823492695018597
ENSGMOG00000000359	-0.164938287855445	0.241321319877505	0.662406800085208	0.434344421592644	0.823492695018597
ENSGMOG00000018577	-0.0882410865081766	4.48411554459673	0.66204958451712	0.43446455850532	0.823621044765789
ENSGMOG00000001364	0.0689053641869953	3.82875145104387	0.661853150811576	0.434530645327759	0.823646912324135
ENSGMOG00000006109	0.0889292204639122	3.3168970959457	0.661541852814904	0.434635410113999	0.823648168134788
ENSGMOG00000017059	-0.0587981108928777	6.26959891824089	0.661539532640337	0.434636191105381	0.823648168134788
ENSGMOG00000001803	-0.0713970878942021	5.51516111173852	0.661015374085872	0.434812686608195	0.823883225463665
ENSGMOG00000011593	-0.0722878275089395	5.63103844566521	0.660347056753355	0.435037894237704	0.824130308243269
ENSGMOG00000009668	-0.0530554629463812	5.51527970771031	0.660163039947861	0.435099937324363	0.824130308243269
ENSGMOG00000013480	-0.059671791939192	5.13171459505978	0.660146674762919	0.435105455712163	0.824130308243269
ENSGMOG00000011797	-0.101681714746897	5.20768024400843	0.660004353413595	0.43515345173184	0.824130308243269
ENSGMOG00000020447	-0.0572886096429676	12.2842469944908	0.65985019738956	0.435205448654634	0.824130308243269
ENSGMOG00000016036	-0.0665469464828501	5.82634131231567	0.659557389062024	0.435304241198856	0.824139382447696
ENSGMOG00000010035	-0.0863527712479815	3.44530593421664	0.659524955772675	0.43531518634828	0.824139382447696
ENSGMOG00000007999	-0.103719079661473	3.05945965376255	0.659192770857236	0.435427313676818	0.824235287766182
ENSGMOG00000004232	0.0694740781988841	8.81448222746799	0.659063971227082	0.435470802106442	0.824235287766182
ENSGMOG00000001215	-0.081420989045541	4.70734301855047	0.658638700434163	0.435614442971879	0.824389607848229
ENSGMOG00000004598	-0.0770828093208665	4.8678723509938	0.658511824224935	0.435657312182625	0.824389607848229
ENSGMOG00000000929	0.180052191403596	0.00752918314101875	0.658301769490466	0.435728301182635	0.824424611296768
ENSGMOG00000011747	0.19694199566718	0.0788536370381127	0.658089589428092	0.4358000277563	0.824461001679168
ENSGMOG00000008770	-0.085872713897498	2.901760294379	0.657690919832448	0.435934848847143	0.824533385570979
