genes	logFC	logCPM	F	PValue	FDR
ENSGMOG00000016022	-0.429342701050359	0.798567064785518	4.93810030051055	0.0500652110941633	0.4089535643739
ENSGMOG00000003646	-0.190106748285171	3.7982701938441	4.93787053549705	0.0500696241830258	0.4089535643739
ENSGMOG00000018056	-0.212023191160288	4.11857144380728	4.93686347699897	0.0500889723564346	0.4089535643739
ENSGMOG00000005902	0.227017587879828	4.54377006991093	4.93643526399157	0.050097202206506	0.4089535643739
ENSGMOG00000015187	-0.449581867985714	2.98974639318917	4.9304290335246	0.0502128114270784	0.40961858507852
ENSGMOG00000004331	-0.492787669652554	0.379092526990372	4.929494516085	0.0502308286553693	0.40961858507852
ENSGMOG00000013676	-0.184475747898608	3.99213988012227	4.92530147953549	0.0503117669713202	0.4098265723312
ENSGMOG00000001416	0.179168294964535	6.09164171058512	4.9240467754675	0.0503360176850221	0.4098265723312
ENSGMOG00000018841	-0.23319296286496	4.38006243433201	4.92270353887681	0.0503619954498477	0.4098265723312
ENSGMOG00000011830	-0.180838458761082	4.09019366953468	4.92179457911044	0.0503795837792345	0.4098265723312
ENSGMOG00000006608	-0.276071916351704	1.72853720512791	4.92142165973491	0.0503868019337545	0.4098265723312
ENSGMOG00000005778	0.170837193820211	4.08172890192902	4.91918382392879	0.0504301437300806	0.409960958017034
ENSGMOG00000006291	-0.545971854051439	0.721842949429015	4.91787424266415	0.0504555285780547	0.409960958017034
ENSGMOG00000011406	0.18260002440429	3.95664913463883	4.90980111129034	0.0506123646726495	0.411022647129593
ENSGMOG00000006317	-0.550329615026991	0.0999245499716897	4.90818534562535	0.0506438258870357	0.411065596579733
ENSGMOG00000011341	-0.149897717584968	6.81346428567497	4.89846726563716	0.050833557927746	0.412368830326644
ENSGMOG00000017232	0.166155788760677	4.05412983403928	4.89447060362025	0.0509118404824373	0.412368830326644
ENSGMOG00000011151	0.204495645337828	3.58287045821588	4.89415118041437	0.0509181034068073	0.412368830326644
ENSGMOG00000012445	-0.611578977545383	0.185793723638283	4.89311278009874	0.0509384698397467	0.412368830326644
ENSGMOG00000005087	0.502003171317027	-0.0262568928486936	4.89189390496547	0.0509623887410928	0.412368830326644
ENSGMOG00000010931	0.243425710910179	4.97126262453139	4.89001828513545	0.0509992223877747	0.412368830326644
ENSGMOG00000014728	-0.244387717524104	7.49268338062149	4.88955624932638	0.0510083009210321	0.412368830326644
ENSGMOG00000004979	-0.375926732024598	0.705365214798309	4.8892443786826	0.0510144299837431	0.412368830326644
ENSGMOG00000001508	0.165123806358633	4.72506240142183	4.88629591700331	0.0510724195841986	0.412625217072749
ENSGMOG00000012270	0.549134099114005	0.436945188328138	4.88150875732399	0.0511667447775378	0.41299807632428
ENSGMOG00000009486	0.164003605734001	5.28651703337563	4.88128488639132	0.0511711611184929	0.41299807632428
ENSGMOG00000003682	0.230960805303961	4.70489852196853	4.87733922494433	0.0512490747711135	0.413414467568109
ENSGMOG00000008227	0.514913768453363	-0.00683293606950783	4.87570142752523	0.0512814585995207	0.413463341254657
ENSGMOG00000015295	-0.236893349811521	4.54014065269854	4.873480768081	0.0513254073930053	0.413507962297477
ENSGMOG00000006111	-0.239012863987249	4.05372157798105	4.87276166668893	0.0513396489545448	0.413507962297477
ENSGMOG00000012521	-0.166947022314133	5.75588967062	4.86881717990563	0.0514178545884357	0.413786419804886
ENSGMOG00000020415	-0.273579089145628	3.31663285271048	4.86836078690642	0.0514269127377522	0.413786419804886
ENSGMOG00000010131	0.154524904693507	4.606576443484	4.86473625052455	0.0514989194892533	0.414086418751403
ENSGMOG00000009356	-0.422625516846999	0.848622663440701	4.86383077468051	0.0515169274315702	0.414086418751403
ENSGMOG00000000112	0.162935289352449	4.41944435341111	4.86137607496965	0.0515657849872263	0.414267119697891
ENSGMOG00000003836	-0.168340598807132	5.75036276107349	4.85981679245054	0.0515968500111385	0.414304768034223
ENSGMOG00000013345	0.236471725340731	5.25721594312585	4.85633204388269	0.0516663585480674	0.414485608160429
ENSGMOG00000007382	-0.168407446200979	5.32008480253491	4.85604184970904	0.0516721520933478	0.414485608160429
ENSGMOG00000006162	-0.61034281420725	-0.00744228837581129	4.85464835699002	0.0516999834250685	0.414497161650907
ENSGMOG00000008915	-0.196429309436062	3.52783037799914	4.85129171621771	0.05176709909422	0.414823499170316
ENSGMOG00000001549	0.246480179772622	4.91240121851846	4.84089891934372	0.0519755818547171	0.415989247976932
ENSGMOG00000009120	-0.169766402528614	5.06816007269632	4.8406741018202	0.0519801031526953	0.415989247976932
ENSGMOG00000009832	0.528428945212144	0.22048094234319	4.84008094177309	0.0519920344950157	0.415989247976932
ENSGMOG00000017237	0.586534442274679	0.905097050094081	4.83314717992248	0.0521317561628513	0.416894787318606
ENSGMOG00000014461	-0.441094162046563	0.355975086599177	4.82587091351494	0.0522788760833679	0.41785853830299
ENSGMOG00000014463	-0.499683356636337	0.184406516472554	4.82260165016692	0.0523451439046043	0.417987631773007
ENSGMOG00000012689	0.382306694742946	0.743601361304632	4.82244835903358	0.0523482536417614	0.417987631773007
ENSGMOG00000014034	-0.307124511818297	1.74787905970041	4.81669163336874	0.0524652018621841	0.41870856730054
ENSGMOG00000016637	0.19375536993458	3.44308247404188	4.81526259798662	0.0524942825297073	0.418727882890596
ENSGMOG00000020277	-0.182505288745922	4.56897141999604	4.8018709100066	0.0527677664562177	0.420695459732915
ENSGMOG00000002575	-0.293601971996306	2.53967850618147	4.80022654506276	0.0528014681291207	0.420695459732915
ENSGMOG00000013544	-0.416256521621008	1.17545464953753	4.79925917769482	0.0528213069268629	0.420695459732915
ENSGMOG00000007378	-0.14920459135375	5.74988902408003	4.79595439217803	0.0528891507132449	0.420937878773016
ENSGMOG00000002679	0.420148982936677	0.689628041937181	4.79350791795658	0.05293944327015	0.420937878773016
ENSGMOG00000018705	-0.181577691319491	4.71797534616423	4.79288822520901	0.0529521917214691	0.420937878773016
ENSGMOG00000015772	-0.442907265518585	1.56498583626378	4.79255984732107	0.0529589487110326	0.420937878773016
ENSGMOG00000016924	-0.294437347001491	3.52863042980727	4.78736658213562	0.0530659509183458	0.421532964617669
ENSGMOG00000008937	-0.202551924127601	5.69437726223585	4.78609716448846	0.0530921464497741	0.421532964617669
ENSGMOG00000004541	0.161859763656385	5.80537405583204	4.78481689638452	0.0531185819920043	0.421532964617669
ENSGMOG00000009506	0.331100549529071	1.67485156639925	4.78316179445364	0.0531527812537681	0.421532964617669
ENSGMOG00000006377	-0.189197945585992	3.75148038894484	4.78242509118712	0.0531680124097544	0.421532964617669
ENSGMOG00000004983	-0.200529465993844	3.7597891201425	4.77602472073688	0.0533005645248348	0.422370669236658
ENSGMOG00000003305	-0.195232445010872	4.53421945057983	4.77401043471641	0.0533423645530203	0.422488743151657
ENSGMOG00000007403	0.190496231066819	6.30302748429399	4.7717310507659	0.0533897144534539	0.422650632664288
ENSGMOG00000004193	0.203476485509389	3.32826732822569	4.76098842090009	0.053613569248412	0.423743181464492
ENSGMOG00000019546	0.340342198756343	2.60314544650858	4.75877190002147	0.0536599006076662	0.423743181464492
ENSGMOG00000002931	-0.410141531604849	1.18557685441607	4.75808894260238	0.0536741862092614	0.423743181464492
ENSGMOG00000004170	-0.266881360016159	2.9326614887808	4.75794396677544	0.0536772193087815	0.423743181464492
ENSGMOG00000012981	0.205260186663251	4.19465632200601	4.75470779984376	0.0537449793930947	0.423743181464492
ENSGMOG00000014124	0.450656813387276	0.992032499222003	4.75327568097954	0.0537749992079155	0.423743181464492
ENSGMOG00000013715	-0.189538413324642	3.97249476924867	4.75024639445228	0.053838566522469	0.423743181464492
ENSGMOG00000006602	0.148374633860986	5.26887234907371	4.74975783122749	0.0538488273077358	0.423743181464492
ENSGMOG00000011433	0.380660974166992	1.29081368638933	4.74950109164562	0.0538542203059961	0.423743181464492
ENSGMOG00000008778	-0.151131297131003	10.425026599131	4.74816926956683	0.0538822068411044	0.423743181464492
ENSGMOG00000012323	0.239525278452686	4.39725728903475	4.74774702622102	0.0538910834778459	0.423743181464492
ENSGMOG00000002610	-0.152183212422377	6.8385964813382	4.74742896970373	0.0538977710280093	0.423743181464492
ENSGMOG00000010702	0.403323646446135	2.39325980588538	4.74353971715383	0.0539796301953681	0.423743181464492
ENSGMOG00000008033	0.195609722157366	5.86447510951927	4.74257969778471	0.0539998597558734	0.423743181464492
ENSGMOG00000018697	-0.428641037721511	0.529337856753798	4.74226101416949	0.0540065771287769	0.423743181464492
ENSGMOG00000013809	-0.154354899251939	5.04556440478463	4.74180163385893	0.0540162619854809	0.423743181464492
ENSGMOG00000002718	-0.216271578193315	4.60298489235523	4.74126232950957	0.0540276345613992	0.423743181464492
ENSGMOG00000001955	0.157938897018671	6.32509607779763	4.74105765365266	0.0540319514325986	0.423743181464492
ENSGMOG00000008866	0.446537878512503	0.4108821062041	4.74007388830769	0.0540527062008263	0.423743181464492
ENSGMOG00000006341	-0.315308005978443	1.468582816861	4.73879405449489	0.0540797218832346	0.423743181464492
ENSGMOG00000007270	-0.241017688491193	6.22951389672675	4.73810375205251	0.0540943001933215	0.423743181464492
ENSGMOG00000010932	0.200661448475805	4.18456009248561	4.73423450362808	0.0541761033271233	0.424002096431231
ENSGMOG00000017040	0.338501763661227	2.35414297731326	4.73208323983996	0.0542216508684552	0.424002096431231
ENSGMOG00000007768	-0.523253630243179	0.18211815707079	4.73146159563807	0.0542348213738704	0.424002096431231
ENSGMOG00000006936	-0.301776426608047	3.19254033177658	4.73143723553793	0.0542353375608267	0.424002096431231
ENSGMOG00000004485	-0.166793926689549	4.07427808222012	4.72772807858929	0.0543140046059215	0.424191050172861
ENSGMOG00000013960	0.277144004156817	1.99411178828638	4.72764529761627	0.0543157618976125	0.424191050172861
ENSGMOG00000004445	-0.198328950265302	4.15375810465879	4.72558081066759	0.0543596098824353	0.424191050172861
ENSGMOG00000011515	-0.267293358460326	2.24499176715807	4.72129988314182	0.0544506720453482	0.424191050172861
ENSGMOG00000001507	-0.217528298375832	2.93238390727496	4.72037837407336	0.0544702985493539	0.424191050172861
ENSGMOG00000007224	-0.411655759430754	1.01984617619641	4.71988148313332	0.0544808850534339	0.424191050172861
ENSGMOG00000018077	-0.311027019825103	3.30394734992163	4.71884704841613	0.0545029323097188	0.424191050172861
ENSGMOG00000009350	0.145166892986562	8.92470867196058	4.71810996101669	0.0545186487983118	0.424191050172861
ENSGMOG00000006555	0.137316708954571	6.97118954798177	4.71450445610285	0.05459560727055	0.424191050172861
ENSGMOG00000006040	-0.145886868094832	6.2201458448517	4.71307021198193	0.0546262579484221	0.424191050172861
ENSGMOG00000001271	-0.225411666906765	3.0014363682824	4.71288658057359	0.054630183792762	0.424191050172861
ENSGMOG00000017606	-0.158751960192452	4.69198098032484	4.71246945159723	0.0546391028565869	0.424191050172861
ENSGMOG00000017247	-0.522239918149202	0.152801195289252	4.71194043888686	0.0546504167980705	0.424191050172861
ENSGMOG00000012932	-0.199859209402789	3.42653007472433	4.71164139712509	0.0546568136490127	0.424191050172861
ENSGMOG00000008167	0.16928725571099	3.86912433808007	4.71057149826865	0.05467970757313	0.424191050172861
ENSGMOG00000003690	0.197360303208338	4.85256719681399	4.7100141432631	0.0546916386476534	0.424191050172861
ENSGMOG00000013757	-0.273545544386799	4.86814387674341	4.70451369103416	0.0548095565403704	0.42444806937202
ENSGMOG00000003277	0.166202025150323	4.5917397493826	4.70441950618262	0.0548115783835007	0.42444806937202
ENSGMOG00000014051	0.209581541144096	7.41115522251682	4.70274254656824	0.0548475926294217	0.42444806937202
ENSGMOG00000016449	-0.340123971550784	5.11852501802659	4.70166580804677	0.0548707319235441	0.42444806937202
ENSGMOG00000010694	0.271114290955072	2.39999530865748	4.70120750128496	0.0548805846575265	0.42444806937202
ENSGMOG00000006759	-0.177856438266236	4.72125781820962	4.70091267425003	0.054886924035055	0.42444806937202
ENSGMOG00000014772	-0.165882360286531	4.23095534225279	4.6980843815529	0.0549477838441982	0.424571213213149
ENSGMOG00000001169	-0.264390615480053	6.08124693315021	4.69766045887007	0.0549569130563054	0.424571213213149
ENSGMOG00000011532	-0.227791303258869	3.62904166208914	4.69550071884836	0.0550034522273755	0.424681405138221
ENSGMOG00000005863	-0.200668100568177	3.76180075357511	4.69448967923649	0.055025255281821	0.424681405138221
ENSGMOG00000016456	-0.352387180459456	1.08395049560889	4.68531531882799	0.0552235870467591	0.425584898807
ENSGMOG00000014358	-0.171224395881452	4.92182223858395	4.68398093019744	0.0552525071420495	0.425584898807
ENSGMOG00000009275	-0.254745208035953	4.81246064293162	4.68361430757958	0.0552604561870216	0.425584898807
ENSGMOG00000020481	-0.292071739280094	9.56112376135551	4.68276593047905	0.0552788559412185	0.425584898807
ENSGMOG00000007866	0.192626998498385	4.14749188167578	4.68257781273259	0.0552829368935355	0.425584898807
ENSGMOG00000007519	0.162269003098284	9.79386603260209	4.68156562712698	0.0553049012138728	0.425584898807
ENSGMOG00000003488	-0.29973318797022	2.7354495668144	4.67692136486153	0.0554058189838041	0.426152689990023
ENSGMOG00000014800	-0.33643003001645	1.13181474231351	4.67137867301331	0.0555265559938423	0.426872289984967
ENSGMOG00000002209	-0.41881430620938	1.2035024894974	4.67012102535014	0.0555539965088177	0.426874299984096
ENSGMOG00000011115	0.251844605841203	3.73047953955155	4.66212907267408	0.0557287628039668	0.428007798825967
ENSGMOG00000005960	-0.352676731926094	1.78546496941045	4.65762239768908	0.0558276121579752	0.428557417670165
ENSGMOG00000003761	-0.229071589713259	2.58551953095291	4.65505805331308	0.0558839547839146	0.428630259618997
ENSGMOG00000017043	0.151087513512873	6.6034409854901	4.6547065684362	0.0558916829046037	0.428630259618997
ENSGMOG00000009141	-0.20555740118595	3.08974062679793	4.65098327285805	0.055973628064051	0.428975540174435
ENSGMOG00000007241	0.357567411764011	2.44002402385421	4.65017975919399	0.0559913318067994	0.428975540174435
ENSGMOG00000007058	-0.235608925367933	4.87625318408391	4.64738973126665	0.0560528577717673	0.429036260574053
ENSGMOG00000010278	0.340153156094848	2.78145871238361	4.64734292491375	0.0560538906594904	0.429036260574053
ENSGMOG00000005277	-0.255866695893701	2.40705476558034	4.64526539369673	0.0560997596758363	0.429150025238085
ENSGMOG00000003554	0.204158379045623	6.94642163188322	4.64419538550428	0.0561234020017207	0.429150025238085
ENSGMOG00000010490	0.143993757685059	5.8269342021575	4.63816804908749	0.0562568081420281	0.429960792544376
ENSGMOG00000007392	-0.199104649734812	4.63159720771565	4.63588605628498	0.0563074185136863	0.430065607701756
ENSGMOG00000013276	0.259917975143165	5.37884536633744	4.63508098681511	0.0563252868357641	0.430065607701756
ENSGMOG00000019253	0.210479023808314	4.67440816463858	4.63216384090322	0.0563900906787985	0.430351197376681
ENSGMOG00000009459	-0.491563224246367	-0.11802863041354	4.62855352390105	0.0564704203236011	0.430739991992643
ENSGMOG00000011026	0.235289456366916	3.66040552032754	4.62680206274882	0.0565094411238844	0.430739991992643
ENSGMOG00000004493	-0.191231256758324	4.9328147392975	4.62617986487347	0.0565233110592664	0.430739991992643
ENSGMOG00000008134	0.169109580769934	6.62746409179868	4.6245600500593	0.0565594393740411	0.430806282642429
ENSGMOG00000017294	-0.159668423385338	5.08969729040062	4.61989956941288	0.0566635453167705	0.431274824302857
ENSGMOG00000002449	0.194718307935156	6.87982853739561	4.61934846592428	0.0566758714733921	0.431274824302857
ENSGMOG00000004660	-0.247505341838593	2.55556532790141	4.61408774185614	0.056793700828594	0.431962162331185
ENSGMOG00000000596	0.209039361212024	3.69342133956054	4.61105735748978	0.0568617120949175	0.432083084515839
ENSGMOG00000006867	-0.686254762661568	-0.262094227442152	4.61092784957321	0.0568646208897389	0.432083084515839
ENSGMOG00000004571	0.189040055089754	4.63175865679693	4.60927456164696	0.0569017704400218	0.43215628942504
ENSGMOG00000004442	-0.13942017645313	6.00831240183404	4.60787035066762	0.0569333466767158	0.432175076190011
ENSGMOG00000014583	-0.340142003311942	1.96455866967638	4.60671792422928	0.0569592772006446	0.432175076190011
ENSGMOG00000001695	0.135507741897338	8.35843183347336	4.59978637863424	0.0571155497178244	0.433018535614211
ENSGMOG00000004165	-0.319623572302616	2.52728099209315	4.59907582847921	0.0571315989717355	0.433018535614211
ENSGMOG00000006642	-0.265781255662048	2.14620480343047	4.5973829041697	0.0571698595733297	0.433018535614211
ENSGMOG00000017945	0.240464824399604	3.85995253368337	4.59690246138974	0.0571807234728049	0.433018535614211
ENSGMOG00000014477	-0.193619121024485	4.68966943212065	4.59377974892886	0.0572513970692517	0.433344791503454
ENSGMOG00000002786	-0.610859861241333	0.77546215688139	4.58880366509357	0.0573642388073605	0.433989756603278
ENSGMOG00000009941	-0.17191544485117	4.52270626297201	4.58702316162694	0.0574046814816259	0.434086628478776
ENSGMOG00000008445	0.138747899467914	7.60871760019466	4.584100472269	0.0574711441279612	0.434319689676034
ENSGMOG00000006095	-0.370438590288289	0.924940886796076	4.58323654073865	0.0574908082794139	0.434319689676034
ENSGMOG00000015356	-0.340668264578876	1.90532485762796	4.58177284186278	0.0575241427941544	0.434319948649991
ENSGMOG00000000342	-0.144412081068911	4.87579183728501	4.57937878184846	0.0575787168291546	0.434319948649991
ENSGMOG00000018931	-0.228893481265131	4.28633331149058	4.5792983655344	0.0575805510739892	0.434319948649991
ENSGMOG00000009992	-0.437278998388225	0.154581241209078	4.5773097321651	0.0576259334364207	0.434319948649991
ENSGMOG00000000664	0.180708513969535	7.57277868536198	4.57717068886225	0.0576291081743653	0.434319948649991
ENSGMOG00000016383	-0.157260954947053	4.8886655553093	4.57321071581954	0.0577196156646355	0.434768643950675
ENSGMOG00000001656	-0.290288243596754	2.14133853692471	4.57180909342286	0.0577516925059359	0.434768643950675
ENSGMOG00000015290	-0.294308083506308	8.03242985314989	4.57041530510097	0.0577836118363044	0.434768643950675
ENSGMOG00000020304	0.22350636272599	2.9972391644493	4.56884252670194	0.057819656341275	0.434768643950675
ENSGMOG00000018970	-0.15056669899325	5.58443452323352	4.56851991991486	0.0578270531779549	0.434768643950675
ENSGMOG00000004156	-0.176905435790771	3.76149849327585	4.56395997674081	0.0579317298651833	0.43534724845099
ENSGMOG00000010650	1.14736060030683	0.933688590261252	4.56088283875248	0.0580024996361302	0.435670616587786
ENSGMOG00000001124	0.30421740015667	3.10083466650287	4.55916696190654	0.0580420085986176	0.435758980425376
ENSGMOG00000001350	-0.166874024107684	4.53453047323182	4.55668111389527	0.0580993053725669	0.435980740650519
ENSGMOG00000011323	-0.2500013000364	3.68441186842793	4.55270536447729	0.0581910880717613	0.436460949978549
ENSGMOG00000005965	-0.257326908632486	2.06033470821912	4.54891960701479	0.0582786507653818	0.436482222862288
ENSGMOG00000016381	-0.381216128608593	8.50494063887646	4.54790000661579	0.0583022613583441	0.436482222862288
ENSGMOG00000004877	-0.216068546005913	2.67716177402611	4.54656013101675	0.0583333063934274	0.436482222862288
ENSGMOG00000002676	-0.162159154802342	4.64486315331184	4.54588076100468	0.0583490552374233	0.436482222862288
ENSGMOG00000000041	0.599134114794991	2.93763681116255	4.54503283360027	0.0583687188514882	0.436482222862288
ENSGMOG00000003829	-0.19624332969705	3.86526889757043	4.54502831293168	0.0583688237086171	0.436482222862288
ENSGMOG00000012313	-0.216234941175744	3.9928309676733	4.54226760876091	0.0584329017469941	0.436482222862288
ENSGMOG00000002694	-0.207869347716649	3.12958278569711	4.54215065393479	0.0584356182703764	0.436482222862288
ENSGMOG00000005253	-0.183983098796207	4.3618106800715	4.54178805321243	0.0584440414287147	0.436482222862288
ENSGMOG00000011047	0.132307259582567	7.02685344246753	4.53756101732202	0.0585423452688742	0.437008590681054
ENSGMOG00000012890	-0.426474678952417	2.27040225560525	4.53506492323852	0.0586004900472344	0.437160655144506
ENSGMOG00000003975	0.222859584842003	3.21178516086624	4.53405499115311	0.05862403593224	0.437160655144506
ENSGMOG00000001559	-0.452186385142325	0.753813557539316	4.53299550290438	0.0586487497164543	0.437160655144506
ENSGMOG00000008757	-0.168501181383904	5.04341258562374	4.53191135435122	0.0586740520211779	0.437160655144506
ENSGMOG00000005730	-0.517144575304615	0.239490064730888	4.53001764168585	0.058718280541018	0.437282747357624
ENSGMOG00000007459	0.16633957062819	5.12690190294694	4.52512211168941	0.0588328083903174	0.437833959315248
ENSGMOG00000011048	0.209882178411784	4.31780323271456	4.52241372497697	0.0588962876695018	0.437833959315248
ENSGMOG00000000040	-0.342237060904367	1.11500749439691	4.52219046390372	0.0589015242364623	0.437833959315248
ENSGMOG00000004086	0.151644906496826	5.64715327738195	4.52080997067343	0.0589339163175372	0.437833959315248
ENSGMOG00000011741	0.174770346843868	9.08978306201724	4.52029029684698	0.0589461157019732	0.437833959315248
ENSGMOG00000012934	0.36453428435347	1.6620246218487	4.51971781411781	0.0589595583822583	0.437833959315248
ENSGMOG00000018592	-0.278997959089816	2.04561500772959	4.51787913328015	0.0590027586921093	0.437947697551167
ENSGMOG00000018171	0.156890501069437	5.21952089688644	4.50861618331788	0.0592209884853897	0.439147186738388
ENSGMOG00000009052	-0.207101625583858	4.27288123148403	4.50645497170559	0.0592720484442032	0.439147186738388
ENSGMOG00000000910	-0.314495911395749	6.19154591169245	4.50639079341594	0.0592735655253032	0.439147186738388
ENSGMOG00000008636	0.16205102506393	4.50718266966549	4.50627924575467	0.0592762024630958	0.439147186738388
ENSGMOG00000004338	-0.450483122881645	0.750853196998334	4.49937434712397	0.0594397131053805	0.440150935423435
ENSGMOG00000006600	-0.531763555253207	1.61690004144787	4.49034320939062	0.0596544138943153	0.441532622348782
ENSGMOG00000005761	0.437146202762793	2.34781282718096	4.48762892927503	0.0597191283018331	0.441573678604354
ENSGMOG00000003927	0.172123564884834	4.43384556011818	4.48669107310536	0.0597415089712191	0.441573678604354
ENSGMOG00000008483	0.22902890975958	2.52256877055606	4.48649761934799	0.0597461267698616	0.441573678604354
ENSGMOG00000013759	0.165344154853025	7.72677060961832	4.48479952623445	0.0597866796456371	0.441573678604354
ENSGMOG00000001063	0.210084059310788	4.7831354669411	4.48399291491396	0.0598059545570172	0.441573678604354
ENSGMOG00000013815	0.251207499533812	3.70394101294944	4.48304354310048	0.0598286507111973	0.441573678604354
ENSGMOG00000009226	0.160191824599281	4.47648907078149	4.47894773934339	0.0599266888389699	0.441964327842588
ENSGMOG00000007488	0.254462934101786	3.28643980432649	4.47840787034261	0.05993962603991	0.441964327842588
ENSGMOG00000017610	-0.15121445373608	4.72874773005854	4.47566080557051	0.0600055089448451	0.441964327842588
ENSGMOG00000018920	-0.309035034195512	4.56063588412082	4.47062688707935	0.0601264693725822	0.441964327842588
ENSGMOG00000002553	-0.243351834735844	4.13881062693979	4.47042922064706	0.0601312252463433	0.441964327842588
ENSGMOG00000014720	0.241937184385866	2.72568102519034	4.46969382524102	0.060148923005191	0.441964327842588
ENSGMOG00000013543	-0.222996395411307	2.55592224927886	4.46792999191716	0.0601913969594879	0.441964327842588
ENSGMOG00000018079	0.221331794636327	2.80157918430363	4.46792033922416	0.0601916295027011	0.441964327842588
ENSGMOG00000013497	0.184042142691457	4.58906714247949	4.4672120558408	0.0602086957945072	0.441964327842588
ENSGMOG00000011303	-0.4774481648508	1.03626570729125	4.46688916135936	0.0602164780098388	0.441964327842588
ENSGMOG00000000583	-0.213890095134452	8.02476548068873	4.46635559098999	0.0602293405313991	0.441964327842588
ENSGMOG00000017821	0.20767849767401	4.1799822032253	4.46621980391083	0.0602326144252691	0.441964327842588
ENSGMOG00000004802	-0.487610024814184	-0.090626764358018	4.46560677661444	0.0602473975494066	0.441964327842588
ENSGMOG00000010319	-0.371577221573784	2.28584710990372	4.4567887217142	0.0604605403774182	0.443205580282121
ENSGMOG00000008288	-0.405869876929311	1.36596557354476	4.45627280311218	0.0604730395100334	0.443205580282121
ENSGMOG00000010850	-0.159223018046343	4.6003821622301	4.4510580342114	0.0605995564918389	0.443925668964936
ENSGMOG00000000899	-0.186791917626075	3.6077061600694	4.44838893236317	0.0606644386162011	0.444193786902589
ENSGMOG00000004804	-0.309596623161059	2.59816030454439	4.4455535533411	0.0607334565742945	0.44436215014182
ENSGMOG00000005898	0.695473921715594	0.432999059744494	4.44512004904188	0.0607440173407926	0.44436215014182
ENSGMOG00000018190	0.185777424735578	6.74215357581073	4.44008937961616	0.0608667372286506	0.4450525953972
ENSGMOG00000019562	-0.263777000120543	2.95257926223083	4.43842908004997	0.0609073062495041	0.445141997186929
ENSGMOG00000006362	0.148772746079138	4.73611565266109	4.43600046787254	0.0609667088942636	0.44522777796726
ENSGMOG00000019146	0.167321549948588	4.10663426808574	4.43563155389048	0.060975738597197	0.44522777796726
ENSGMOG00000006261	-0.178500084985342	4.45401526594647	4.43353681731863	0.06102704158887	0.445395313752227
ENSGMOG00000005872	-0.175004193641639	6.26727705271263	4.43068489260946	0.061096974780446	0.445698600047229
ENSGMOG00000010538	0.154202972630929	4.74336939260846	4.42795359059772	0.0611640428236915	0.445885448491295
ENSGMOG00000000671	-0.403079225369046	0.356260755519415	4.42733003323836	0.0611793672162703	0.445885448491295
ENSGMOG00000010459	-0.197342108249731	3.35018662891655	4.42353564721728	0.0612727192791507	0.446264386282914
ENSGMOG00000013184	-0.244026307259067	6.32466916583391	4.42290759338585	0.0612881880308318	0.446264386282914
ENSGMOG00000001213	0.18755880243483	6.08334668498026	4.41951488939388	0.0613718325231311	0.446666358483919
ENSGMOG00000003021	-0.233645889994893	2.37897093157011	4.41509589266162	0.0614809907472193	0.447110480083079
ENSGMOG00000012815	-0.184055013438399	3.43216455335632	4.41283758437995	0.0615368680431315	0.447110480083079
ENSGMOG00000011429	-0.44054807019996	0.894620052290269	4.41272674990795	0.0615396120317666	0.447110480083079
ENSGMOG00000006192	-0.19800546479431	4.27495303117573	4.41243948576401	0.0615467246873563	0.447110480083079
ENSGMOG00000008424	-0.542966061947222	0.11145768906916	4.41113203681505	0.0615791099179047	0.447138927586967
ENSGMOG00000012961	0.150499917320837	6.34966680262284	4.40965045452161	0.0616158338083821	0.44719883816749
ENSGMOG00000016110	-0.219716440462767	3.16410763409197	4.40738319369424	0.0616720845934162	0.447400351327572
ENSGMOG00000006944	0.214489733397933	4.44711602290725	4.4034579478174	0.0617696198983449	0.447794880041369
ENSGMOG00000000840	-0.19676874917494	5.96941661119961	4.40213101302771	0.0618026348807258	0.447794880041369
ENSGMOG00000002526	-0.37647852246209	2.38904786112916	4.40175469890509	0.0618120017782814	0.447794880041369
ENSGMOG00000001075	-0.411582184980288	0.659412136062009	4.39613552368882	0.0619520781920233	0.448602738627901
ENSGMOG00000008319	-0.264162717635685	3.15193106159451	4.39173381082845	0.062062079022318	0.449157171257088
ENSGMOG00000016111	-0.145250994496487	4.8567561771981	4.39078423310293	0.0620858410033833	0.449157171257088
ENSGMOG00000014779	0.248493082225702	7.04211379031109	4.38434321002698	0.062247316154461	0.449640604535056
ENSGMOG00000007208	-0.419719417386651	0.669839035482995	4.38431384162698	0.0622480536004818	0.449640604535056
ENSGMOG00000013972	0.158160529534729	5.67865977330588	4.38426541546664	0.0622492696139782	0.449640604535056
ENSGMOG00000010860	-0.184469242402047	4.20818971996292	4.38268395253023	0.0622889973293326	0.449640604535056
ENSGMOG00000002548	-0.241618840710063	2.56027454716134	4.38167690944179	0.0623143114286266	0.449640604535056
ENSGMOG00000019594	-0.402872643832566	0.385980396674112	4.38031992508707	0.0623484421051121	0.449640604535056
ENSGMOG00000008303	-0.179044658570207	3.83945301334614	4.37979283022437	0.0623617057406958	0.449640604535056
ENSGMOG00000000669	-0.368086139969928	2.34854806385447	4.37899878309591	0.0623816934472105	0.449640604535056
ENSGMOG00000009095	-0.285277818810964	2.18627801442673	4.3750369667713	0.0624815382684986	0.450153688094055
ENSGMOG00000003658	-0.251795355208854	3.0428512151526	4.3731301651742	0.0625296633671348	0.450293852748381
