genes	logFC	logCPM	F	PValue	FDR
ENSGMOG00000004772	0.440842941262676	3.20750981386195	16.2969735588234	0.00115003290848611	0.00686357488025845
ENSGMOG00000002121	-1.17493418825784	0.427017220628135	16.2823207839074	0.00115420179401515	0.00688593496209916
ENSGMOG00000001789	0.432974021133205	4.16086811524985	16.2691821564201	0.00115795457559133	0.006905797130584
ENSGMOG00000002812	0.502377007014876	3.62577944466484	16.2672136278724	0.0011585180458074	0.0069066313480401
ENSGMOG00000016829	0.305644029266833	6.43888616132143	16.2628615305005	0.00115976489943481	0.00691153753117125
ENSGMOG00000013198	-0.536172873675146	2.4219568079823	16.2607088083611	0.00116038221007385	0.00691268978270154
ENSGMOG00000002485	0.440815322766279	7.4362743164615	16.2565188773487	0.00116158478381123	0.00691599068165693
ENSGMOG00000014676	-0.433141496272501	4.80540757036614	16.2558230481235	0.0011617846352075	0.00691599068165693
ENSGMOG00000003370	-0.333507789207051	8.13929627583716	16.2420632732573	0.00116574470698367	0.00693571626904424
ENSGMOG00000016621	-0.797111143597245	3.6169914622678	16.2405341014545	0.00116618575511308	0.00693571626904424
ENSGMOG00000004006	-0.699790292048972	2.17109192356323	16.239880370378	0.00116637436428821	0.00693571626904424
ENSGMOG00000003275	0.419754272276145	4.18725883226229	16.2336417502738	0.00116817603479864	0.00694231166593741
ENSGMOG00000000993	-0.854307450847734	4.10048049810595	16.2330916116541	0.00116833506355917	0.00694231166593741
ENSGMOG00000011130	-0.751969703582267	1.6925838495395	16.228586617844	0.00116963825478743	0.00694752340411989
ENSGMOG00000019686	-1.05874536523135	1.48116293638295	16.2270079526123	0.00117009531932614	0.00694770727662519
ENSGMOG00000006839	0.847050023524959	2.89929618250887	16.221983034328	0.00117155152278815	0.0069538214703534
ENSGMOG00000001677	-0.40034349809073	4.8923531547982	16.2102867044781	0.00117494910467793	0.00697145020079101
ENSGMOG00000015852	0.664313669916077	2.93187469309682	16.1910507634726	0.0011805613279539	0.00700220169235664
ENSGMOG00000018626	-0.623201407785598	2.47563322446139	16.1753978800116	0.00118515078007715	0.0070268667160574
ENSGMOG00000012205	-0.864587989277387	6.21504524196586	16.1697140962632	0.0011868223181272	0.00703421951910722
ENSGMOG00000017337	-0.921288413763879	0.746513216241901	16.1522398242717	0.0011919782058554	0.00706221099072394
ENSGMOG00000011873	0.631553528709745	1.84145735242467	16.1502173698872	0.0011925765939267	0.00706318974354338
ENSGMOG00000001339	-0.645620618323858	3.64789919535312	16.1395598809343	0.00119573552489135	0.00707668546247831
ENSGMOG00000014470	-1.61609593801578	2.11305047877454	16.1389163159572	0.00119592658655938	0.00707668546247831
ENSGMOG00000006446	-0.440246124324668	5.62701910944375	16.1374075802683	0.0011963746370117	0.00707668546247831
ENSGMOG00000020114	1.78528992628685	1.05532359265224	16.1363018973806	0.00119670311434647	0.00707668546247831
ENSGMOG00000001148	-1.86278762758612	0.303128985679272	16.1352175256015	0.00119702536065717	0.00707668546247831
ENSGMOG00000012671	1.04774850661222	1.85864889378956	16.1272777514166	0.00119938787267327	0.0070880823718513
ENSGMOG00000016453	-0.805752759614472	2.69769819534674	16.1238937603839	0.00120039641200466	0.00709128112950013
ENSGMOG00000011533	0.414596723123299	6.84691252160153	16.1225439505645	0.00120079896955228	0.00709128112950013
ENSGMOG00000013279	-0.373560399221678	5.22439432994815	16.1092948218962	0.00120475849339965	0.00711208806476511
ENSGMOG00000014307	0.656858312830934	4.3191599602029	16.1050222516232	0.00120603853787351	0.00711706781036108
ENSGMOG00000011110	-0.334551444642166	8.58716523509275	16.0844790066893	0.00121221495156663	0.00715092792521485
ENSGMOG00000000042	0.394279846101169	5.36846053783269	16.0733293596958	0.00121558226859436	0.00716819851335663
ENSGMOG00000016337	1.36813889160041	0.531698342257294	16.0650889315022	0.0012180778391694	0.00718031784803218
ENSGMOG00000007826	0.392416111673655	5.67899057359201	16.0607681254301	0.00121938871215307	0.00718203640432088
ENSGMOG00000015123	0.872961396565163	1.41405720584492	16.0604542958882	0.00121948398648945	0.00718203640432088
ENSGMOG00000009981	-0.386043148923913	7.23271181949925	16.0597730950195	0.00121969081898586	0.00718203640432088
ENSGMOG00000018828	-0.369964327415687	5.50567771234855	16.0555035718794	0.00122098808440542	0.00718707968094957
ENSGMOG00000006551	-0.392429285879904	4.66713781230185	16.0538909047943	0.00122147849247523	0.00718737164193744
ENSGMOG00000000942	-0.436495485883051	5.19618029212634	16.0480830657479	0.00122324650791842	0.00719517832309157
ENSGMOG00000003975	-0.797815397886601	3.07189779174584	16.0427143761183	0.00122488343951701	0.00720220861208976
ENSGMOG00000014892	-0.591805705957265	4.18871239067916	16.0285778674866	0.00122920569589376	0.00722501761771726
ENSGMOG00000011588	-1.19229538819399	1.85849773324104	16.0236303260271	0.00123072252876274	0.0072313264257573
ENSGMOG00000018617	-1.1191423774012	3.24622518630788	16.0122180795467	0.00123422949569294	0.00724931985852787
ENSGMOG00000018462	0.419974254963592	6.30229806992423	16.0015222807392	0.00123752666970786	0.00726487425954533
ENSGMOG00000012560	-0.467560664670738	4.30078112987017	16.0007380298634	0.00123776882508537	0.00726487425954533
ENSGMOG00000002552	-0.376692569995534	4.38888605829445	15.9761213503532	0.00124539738391719	0.00730701847598767
ENSGMOG00000011404	-0.650658462708876	4.13588957828953	15.9702667712272	0.00124721958207792	0.00731507744092823
ENSGMOG00000018869	-0.919528987949813	1.95535313694031	15.9600902783419	0.00125039420240593	0.00733105985984489
ENSGMOG00000004833	0.394220166675195	10.3401962509041	15.9488400166057	0.00125391454413267	0.00734905702447276
ENSGMOG00000004702	-1.00394731030454	1.11994105221131	15.9442769305078	0.00125534561609042	0.00735480067206407
ENSGMOG00000016748	2.31366446542259	-0.911244020618533	15.9369297009601	0.00125765377320597	0.0073656770014811
ENSGMOG00000018009	0.927569176952008	1.74034944781685	15.9316517452799	0.00125931485444574	0.00737275716399918
ENSGMOG00000008873	-0.431534863491559	4.60803457800474	15.9074580613508	0.00126696126368763	0.00741277577886751
ENSGMOG00000016215	-0.436761506212366	3.63054017092669	15.9071481391486	0.00126705955815417	0.00741277577886751
ENSGMOG00000011842	-0.486060942138497	3.83851461829899	15.8968356726896	0.00127033521976416	0.00742927394485459
ENSGMOG00000005281	0.293272582937529	7.37675112392253	15.8895194973231	0.00127266500545334	0.00744023051771846
ENSGMOG00000010970	0.653489832984237	2.53889012040289	15.8798365286329	0.00127575599223093	0.00745324841129203
ENSGMOG00000019261	-0.383241983418893	6.39591568845421	15.8787864564991	0.00127609171047586	0.00745324841129203
ENSGMOG00000014256	0.649703643462867	2.86572126609284	15.8782505535551	0.00127626308275543	0.00745324841129203
ENSGMOG00000006422	0.455491573656293	5.03638624981423	15.8754858174489	0.00127714761441591	0.00745574359221319
ENSGMOG00000014270	0.502703105810599	4.89945992487099	15.8690565936692	0.00127920724864772	0.00746509455590588
ENSGMOG00000008160	-0.69878464744777	1.97550286106507	15.866388113694	0.00128006322420149	0.00746612262589791
ENSGMOG00000018978	-0.550010144173038	2.68294533335335	15.8654905705912	0.00128035127863406	0.00746612262589791
ENSGMOG00000014641	-0.561315989437982	2.94476933160045	15.8642263817336	0.00128075712877255	0.00746612262589791
ENSGMOG00000001600	-0.515935583440445	3.73064750264037	15.8539624421005	0.00128405767108823	0.00748268775092696
ENSGMOG00000015994	0.949402848219392	3.72417630829895	15.8375117369075	0.00128936796825975	0.00751094845390325
ENSGMOG00000006359	-0.509858318008133	3.74494367440253	15.8340501822142	0.00129048855377235	0.00751479138187789
ENSGMOG00000014594	0.34392262869325	5.21415213580136	15.8152246288151	0.00129660234322146	0.00754769768162296
ENSGMOG00000019122	-0.809312567657906	2.72788812976884	15.8043491092525	0.00130014936134653	0.00756564430291047
ENSGMOG00000011628	0.405571322018894	4.11641549668703	15.7913304306569	0.00130440995652687	0.00758772898364988
ENSGMOG00000017447	0.417842680891357	4.93432007551007	15.7866080968366	0.00130595936681596	0.00759403262337168
ENSGMOG00000001201	1.24506149788042	1.88205659744791	15.7826702877569	0.00130725298085609	0.00759884486732923
ENSGMOG00000005007	0.414506971582601	3.96342623251101	15.7796918800938	0.00130823239364844	0.007601827932444
ENSGMOG00000017864	-0.630343461864355	4.24278437026003	15.7657958979898	0.00131281301500275	0.00762572718547197
ENSGMOG00000002470	0.46633865906274	4.79099921580732	15.7548015494162	0.00131645014341238	0.00764413090752808
ENSGMOG00000003035	-0.494744784477624	4.09176687548086	15.7367859670782	0.00132243494830909	0.00767614874766099
ENSGMOG00000010723	0.830997627352864	1.5346923252916	15.7126763451114	0.00133049292016186	0.00772017333211357
ENSGMOG00000002877	-0.602444960078857	2.53041060170358	15.7095802594996	0.00133153176102828	0.0077234526373412
ENSGMOG00000016342	0.354998721671185	7.0215997599088	15.7013438102487	0.00133429988334468	0.00773675661377491
ENSGMOG00000019785	-0.799412566988801	2.13727619617415	15.6932432989024	0.00133702873644027	0.00774982351498709
ENSGMOG00000003145	-0.439946240116776	5.73156667167697	15.6878551548304	0.00133884739553826	0.00775546608672272
ENSGMOG00000001507	0.507786959712055	3.1571413864036	15.6875410179508	0.00133895351328577	0.00775546608672272
ENSGMOG00000006416	-0.556080764488883	2.83890946591004	15.6839736635122	0.00134015926653161	0.00775969348039701
ENSGMOG00000003982	-0.331403350932593	4.79670656664147	15.6799510789305	0.00134152037489322	0.00776481707938725
ENSGMOG00000015548	0.405104705879213	5.76549008875871	15.6760561294699	0.00134283980157407	0.00776969587106645
ENSGMOG00000002324	0.332428937965424	6.67426138780674	15.6730667896322	0.00134385345612454	0.00777280262579303
ENSGMOG00000002227	-0.387224517439207	4.61431810919352	15.6688802412622	0.00134527454224253	0.00777817437763926
ENSGMOG00000006846	-0.724734635861276	1.78746978820488	15.6675210631655	0.00134573627226742	0.00777817437763926
ENSGMOG00000015457	1.72815698846797	0.271337215514536	15.655044553521	0.0013499831739474	0.00779995593593632
ENSGMOG00000005075	-0.370701803978629	4.84754593377483	15.6522819247514	0.00135092562038567	0.00780263628777485
ENSGMOG00000009673	-0.633370030526633	1.7773400389302	15.6508493668854	0.00135141462093012	0.00780269666935753
ENSGMOG00000011603	0.449276597292707	4.74413690447822	15.6388542593094	0.00135551707365722	0.00782361270300212
ENSGMOG00000001140	-0.336264089802982	5.15445714841099	15.6347040033786	0.00135693981786475	0.0078290529831156
ENSGMOG00000012309	-0.408608053156832	6.85546446879855	15.6321473489161	0.00135781711103206	0.00783134347201195
ENSGMOG00000015927	-0.886583198154295	1.59459087721994	15.6280745144529	0.00135921600714046	0.0078366396734177
ENSGMOG00000003839	-0.614062404242999	2.26427626119469	15.6251086635006	0.00136023572427699	0.00783974672475654
ENSGMOG00000017309	-0.330202668243388	6.17347032633565	15.615687113905	0.00136348084134383	0.00785567318661174
ENSGMOG00000016537	-0.453647803783919	3.28763229025454	15.6060962482303	0.00136679336894404	0.00787197664451874
ENSGMOG00000008246	0.322908282984818	7.42164978590597	15.6033225399542	0.00136775307635227	0.00787472242582055
ENSGMOG00000017008	1.03926528606953	1.6482129337045	15.5869943963392	0.00137341827686894	0.00790454818367385
ENSGMOG00000007626	-0.453621750308315	10.3499608883057	15.5710217773286	0.00137898609012541	0.00793379258980059
ENSGMOG00000006802	-0.781203792937531	6.52515625240601	15.5668138967245	0.00138045718427058	0.00793945481112234
ENSGMOG00000012461	0.477286403273753	5.59165428701625	15.5571396500631	0.00138384615264864	0.00795613946365868
ENSGMOG00000001230	0.347539062507601	4.64403001692718	15.5539550291582	0.00138496383133072	0.0079597586428789
ENSGMOG00000013254	0.300726794700245	7.16995866469352	15.5501018934676	0.00138631751252205	0.00796473116337988
ENSGMOG00000017248	0.438118510241869	4.9830665340083	15.5479745164533	0.00138706554923068	0.00796622183170351
ENSGMOG00000005342	0.607348830232375	4.44948174954311	15.5287023999113	0.00139386314873359	0.00799991153688274
ENSGMOG00000020584	-0.931610987465971	3.02281957952693	15.5285619454218	0.00139391282896559	0.00799991153688274
ENSGMOG00000010233	0.435197112995891	3.71502103094037	15.5124019364736	0.00139964233076149	0.00802906419772015
ENSGMOG00000014294	-0.590365646659467	2.06237952056324	15.511459561766	0.00139997727777482	0.00802906419772015
ENSGMOG00000000331	-0.597317880008351	6.47630737231048	15.4880438308579	0.00140832939555005	0.00807412475191406
ENSGMOG00000011978	-0.589407724780614	2.45609887211842	15.4684921784394	0.00141534689342294	0.00811150477935359
ENSGMOG00000013105	-0.374089261919265	5.80302019242288	15.4602856921904	0.00141830427621916	0.00812559775957605
ENSGMOG00000004380	-0.335551013500977	7.94989726868668	15.4537174529652	0.00142067637145725	0.00813632885023198
ENSGMOG00000003291	0.576840916996076	2.94121017675494	15.4415900305393	0.00142506807170242	0.00815861478550138
ENSGMOG00000003888	-0.490898076398935	8.04450184179754	15.432824848677	0.00142825186661416	0.00817397216045764
ENSGMOG00000010727	0.410750959171642	3.86739783749382	15.3974740065306	0.00144117521555418	0.00824503925951262
ENSGMOG00000018999	-0.89038382987754	1.56109825249277	15.3953808817939	0.00144194458927337	0.0082465473616634
ENSGMOG00000014780	-0.498362086009543	2.7555984756043	15.3875823594041	0.00144481524279656	0.00826006750834428
ENSGMOG00000008904	0.54149632671284	4.48746859521643	15.3795027786442	0.00144779624692695	0.00827420883496104
ENSGMOG00000004210	0.824654608700443	1.34922529321003	15.3694767592124	0.00145150518031509	0.0082924989365934
ENSGMOG00000017358	0.82835157681452	2.27825793728331	15.3647295997217	0.00145326508882451	0.00829835527749122
ENSGMOG00000013236	-0.598304406808743	2.75451131918774	15.3639666725211	0.00145354815532137	0.00829835527749122
ENSGMOG00000010467	0.894304539785803	0.882179658101223	15.3569800145958	0.00145614332668416	0.00831026144262695
ENSGMOG00000005633	-1.59629381609707	-0.144263130546939	15.3538426644619	0.00145731040812897	0.0083140119679996
ENSGMOG00000003015	-0.401363998391787	4.5161772998971	15.3387045461868	0.00146295677503842	0.00834330542742269
ENSGMOG00000016367	-0.405475972141128	10.5837316956015	15.3354973715167	0.00146415622711712	0.00834722632277784
ENSGMOG00000003298	-0.631608432656148	2.54063931035554	15.3284620260252	0.00146679131766752	0.00835932626164591
ENSGMOG00000009087	0.349439343239496	6.18561875063056	15.3140023751493	0.00147222422358784	0.00838656132369154
ENSGMOG00000007342	-0.625310279126733	3.22599351268426	15.3130074241624	0.00147259890032069	0.00838656132369154
ENSGMOG00000020223	-1.04971830512993	2.34003242133424	15.3114422301802	0.00147318853870671	0.00838698991746262
ENSGMOG00000000730	0.462268828104635	4.19279856747252	15.3047996710652	0.00147569392229636	0.00839729661533212
ENSGMOG00000013987	-0.375502519099438	6.77870712169408	15.3039123733383	0.0014760289542804	0.00839729661533212
ENSGMOG00000004865	0.432557037054838	5.79300849207889	15.299892542244	0.00147754787949052	0.00840300599061489
ENSGMOG00000018264	0.410670343016464	4.42130371025724	15.2965809791223	0.00147880052242342	0.00840719753072313
ENSGMOG00000019703	-0.357024852342917	6.19460959145347	15.2930993745418	0.00148011879509901	0.00841175913352712
ENSGMOG00000005383	-0.57168981551543	2.86046210488449	15.289635743419	0.00148143159550828	0.00841628646855837
ENSGMOG00000012163	0.53218688035785	3.53097248038831	15.2852465067369	0.0014830971355674	0.00842281393083468
ENSGMOG00000001121	1.15554583566621	0.265724375782469	15.274635816988	0.00148713231837319	0.00844278985065283
ENSGMOG00000011544	1.69695871649478	-0.494565333705162	15.2706236866749	0.00148866137687001	0.00844852897663264
ENSGMOG00000015585	0.737385157371633	2.42671548150867	15.2662337057172	0.00149033649711558	0.00845509275764422
ENSGMOG00000007407	-0.327468341272877	6.07604829166027	15.2619773830529	0.00149196267399917	0.00846137439984574
ENSGMOG00000014529	-0.289038871978868	6.6669079177468	15.2592870819008	0.00149299158065321	0.00846426555026099
ENSGMOG00000016693	0.508098449837284	3.83196435600601	15.2450028237991	0.00149846820637843	0.00849236152415724
ENSGMOG00000002958	-0.468644333319807	3.88736890079679	15.2382118294372	0.00150107994544224	0.0085042072656135
ENSGMOG00000010824	1.2688868681039	1.41241385490186	15.2323211909383	0.00150334963329204	0.00851410759667478
ENSGMOG00000008655	0.626671343534844	3.65276648022561	15.2301622210207	0.00150418247577594	0.00851586641233568
ENSGMOG00000002063	0.341189613066203	5.42992317657432	15.216260525371	0.0015095578326641	0.00854198090342093
ENSGMOG00000001738	0.362595502622528	4.3275816800505	15.2147537286747	0.00151014178247064	0.00854198090342093
ENSGMOG00000016870	0.321228703601835	5.34724131304862	15.2141732389725	0.00151036681659384	0.00854198090342093
ENSGMOG00000001868	0.444006555803647	8.25978956011192	15.2085614324984	0.00151254428168444	0.0085507072305687
ENSGMOG00000011454	-0.642759519255147	2.33689151583474	15.2074946278062	0.00151295862374675	0.0085507072305687
ENSGMOG00000016368	-0.581691547429748	3.2733243890556	15.2039374261458	0.00151434116259342	0.00855555532088903
ENSGMOG00000001702	0.396920193733904	5.86741674080564	15.1893944255626	0.00152000847513502	0.00858459930276293
ENSGMOG00000002373	-0.553425922799888	3.43123431930096	15.1707660787879	0.00152730327646018	0.00862281160757727
ENSGMOG00000018929	-0.370878178943276	5.90351849708686	15.1597824017569	0.00153162320303675	0.00864420779699347
ENSGMOG00000007194	-0.584694984894025	5.35331870171708	15.155520010023	0.00153330338071769	0.00864925838201597
ENSGMOG00000013525	0.358592630706215	4.8959595819952	15.1548212494381	0.00153357902376008	0.00864925838201597
ENSGMOG00000017824	-0.630504344127671	5.30807835213077	15.1116669017944	0.00155071260657833	0.00874263152410015
ENSGMOG00000000286	1.01827038870435	1.50003563498675	15.1093804497992	0.00155162648412374	0.00874263152410015
ENSGMOG00000012684	0.363399151723747	5.02555526317237	15.1090881239206	0.00155174336895099	0.00874263152410015
ENSGMOG00000013804	0.599271499134965	2.86343829494613	15.1029681939895	0.00155419270075527	0.00875059688481779
ENSGMOG00000000605	1.09046489906118	1.82298050135078	15.1028737925108	0.00155423051692317	0.00875059688481779
ENSGMOG00000006594	0.450205519980872	3.58111131258436	15.09823225056	0.00155609116437266	0.00875804847604288
ENSGMOG00000002676	0.366615892435906	4.63141491215712	15.0927304802664	0.00155829994936716	0.00876745364887215
ENSGMOG00000012704	-1.49789741513276	0.42815712669108	15.0883927830754	0.00156004392347955	0.008774238072554
ENSGMOG00000013146	0.586793284283458	3.30083797812701	15.0729486701471	0.00156627138088059	0.00880622581560622
ENSGMOG00000013854	0.723517090876486	3.49464734317417	15.0657127353715	0.00156919886712485	0.00881964409805954
ENSGMOG00000012960	-0.335552532851525	5.96141120559494	15.0543586922324	0.00157380506004154	0.00884248501170825
ENSGMOG00000007176	-1.17890369446644	0.431216948599326	15.04077509288	0.00157933607939537	0.00887050457269772
ENSGMOG00000006257	0.491833965526443	5.84958161299919	15.0339506593358	0.00158212326246942	0.00888309910281127
ENSGMOG00000006776	-0.303061310245509	5.79308363340622	15.0246062714359	0.00158594875290688	0.00890151270779575
ENSGMOG00000011760	-0.489980096336581	4.27652456225704	15.0214199699994	0.00158725560699626	0.00890578206196628
ENSGMOG00000019315	0.459534866802038	5.88322174103553	15.0149073058089	0.00158993059300529	0.00891772215994196
ENSGMOG00000019162	-0.401656564357132	5.39142695133534	15.0133248405077	0.00159058134667936	0.00891830428390886
ENSGMOG00000000053	-0.32522589749334	4.94276316254655	15.0111976658549	0.00159145657982428	0.00892014421933136
ENSGMOG00000013046	0.438781293223242	6.80948221382417	15.0072903941869	0.00159306567487664	0.00892609478655109
ENSGMOG00000019217	0.544602799576695	3.42713473494136	15.0050698718408	0.00159398096067733	0.00892815512327166
ENSGMOG00000008635	0.417823737718355	5.33050362027863	14.9856581367056	0.00160200801318396	0.00896832454033371
ENSGMOG00000016416	-1.26960823866818	9.03188815242747	14.9850682921056	0.00160225264556836	0.00896832454033371
ENSGMOG00000016695	-0.78270154735812	2.83180908586493	14.9825455117842	0.00160329942659228	0.00897067957477986
ENSGMOG00000012771	-0.466281797553932	4.53419044619866	14.9814029999675	0.00160377374795972	0.00897067957477986
ENSGMOG00000013747	-0.520692107092167	3.94005897117134	14.9749443342555	0.00160645812487428	0.00898057205912173
ENSGMOG00000006248	0.394014843281384	4.69295755168607	14.9728752196408	0.00160731918493446	0.00898057205912173
ENSGMOG00000002395	2.84473379962718	-1.05850306848471	14.9722224087287	0.00160759096106702	0.00898057205912173
ENSGMOG00000018643	-0.290025909229218	6.3082911777983	14.9718513389275	0.00160774546707	0.00898057205912173
ENSGMOG00000015990	0.416547369971202	5.09752751279584	14.96569762351	0.00161031022751907	0.00899181789715702
ENSGMOG00000020247	-0.638530300196416	5.29618870048331	14.9616855459433	0.00161198491013083	0.00899808762741635
ENSGMOG00000001449	-0.638951869165466	4.52726584975942	14.9484577655354	0.00161752044444602	0.00902074961527168
ENSGMOG00000002830	0.35914305282937	5.70133449061183	14.9483185588063	0.00161757881484688	0.00902074961527168
ENSGMOG00000006580	0.511407837438779	4.58432108823019	14.9480188332168	0.00161770450015666	0.00902074961527168
ENSGMOG00000005286	0.327771034989027	7.8390295452773	14.9410558014107	0.00162062748543975	0.00903395936755389
ENSGMOG00000009211	-0.492124596943334	3.72464342859799	14.9343813708221	0.0016234349896081	0.00904651657742994
ENSGMOG00000015866	0.63139932516733	3.14683604715706	14.9204066972586	0.00162933126689985	0.00907238311514749
ENSGMOG00000019674	0.307209108231268	5.6544442577487	14.9202871104115	0.00162938182924837	0.00907238311514749
ENSGMOG00000005867	0.566384168994857	3.93271166287265	14.919370114344	0.00162976960270857	0.00907238311514749
ENSGMOG00000012780	-0.537043739638855	5.89326984611444	14.9181103019141	0.00163030251624546	0.00907238311514749
ENSGMOG00000015438	-0.427222105779449	5.64288068280576	14.9147501229017	0.00163172488100434	0.0090772003359863
ENSGMOG00000009388	-0.600257196532221	3.07833176920255	14.8796012485581	0.00164668877156879	0.00915731937940964
ENSGMOG00000004030	0.941916733671668	1.24741359917695	14.8756682975059	0.00164837288193679	0.00916355944083851
ENSGMOG00000010011	0.450814220840274	3.55662328389063	14.866551844284	0.00165228417400434	0.00918217227578075
ENSGMOG00000001712	-0.380596278270209	5.79045864797113	14.8603500541438	0.00165495103408523	0.00919385915187721
ENSGMOG00000013894	-1.06272084062437	1.2181604248752	14.849114796409	0.00165979490321792	0.0092176280303025
ENSGMOG00000003166	-0.311251718238408	9.05270083841141	14.8416380376504	0.00166302735004497	0.00923243477782883
ENSGMOG00000009393	2.87021505496228	1.79590415109406	14.837235966416	0.00166493387550836	0.00923987298848324
ENSGMOG00000018689	0.980476905324128	0.14882305284949	14.830402290081	0.00166789847610336	0.00925317613231208
ENSGMOG00000004773	-0.734406090508682	1.79762573046526	14.8288025062462	0.00166859336950237	0.00925388261555651
ENSGMOG00000018212	-0.481416799885892	4.66753573243119	14.823987976828	0.00167068664057471	0.00926234126983021
ENSGMOG00000011868	-0.429510867717742	3.87639083930102	14.8061034961037	0.00167848882971207	0.00930153407050643
ENSGMOG00000010243	-0.843879970391666	2.93744480381781	14.805170604503	0.00167889694998469	0.00930153407050643
ENSGMOG00000004461	0.654532140374689	3.27124878091342	14.7927376261689	0.00168434696166906	0.00932855883492324
ENSGMOG00000016599	1.89908834479296	-0.313308511400932	14.7875973191738	0.00168660613055147	0.00933789913706
ENSGMOG00000011763	0.381558464167081	7.10061019072573	14.7767874959703	0.00169136837039524	0.00936108665284941
ENSGMOG00000014043	-0.5757999010198	3.64959656945482	14.7749789632346	0.00169216661534381	0.00936232665869728
ENSGMOG00000011950	-0.387111943211649	6.49301549914142	14.7733300918224	0.00169289476487655	0.00936317813477343
ENSGMOG00000010185	0.302702755129075	7.20709400302427	14.7691492107647	0.00169474266856215	0.0093702201461193
ENSGMOG00000017452	1.03315150968298	1.10654291722912	14.7641744870269	0.0016969444477901	0.00937921329532797
ENSGMOG00000018375	0.371284467949972	5.3965155217852	14.7585593385221	0.00169943360540955	0.00938978818576848
ENSGMOG00000003881	-1.30648891451697	-0.252851143126436	14.7521100429253	0.00170229768792404	0.00940242676206013
ENSGMOG00000016773	0.452742922908877	4.80598964116925	14.7508024988833	0.00170287903089503	0.00940245262402419
ENSGMOG00000015265	0.505869926092842	7.01628083068908	14.721323834223	0.00171604589334556	0.00947194593466467
ENSGMOG00000015141	0.426178423452191	4.70530864932422	14.7176676903476	0.00171768703724712	0.00947779598724678
ENSGMOG00000011435	0.679721420839647	3.30812041922537	14.7073320989379	0.00172233612090068	0.00950023357621297
ENSGMOG00000002397	-0.282608709838979	7.06723363268309	14.7021460890942	0.00172467427595544	0.00950991344925719
ENSGMOG00000003895	0.356067900001182	5.70846001635489	14.6987596965805	0.00172620301769031	0.00951512515329292
ENSGMOG00000003563	-0.310907611431235	5.26019257376353	14.6947057172957	0.00172803517086258	0.00951878501587473
ENSGMOG00000007886	0.594906952389326	2.25435305023109	14.6946196280912	0.00172807410207578	0.00951878501587473
ENSGMOG00000012420	0.478325103537296	4.57069453800418	14.6934163243679	0.0017286183644284	0.00951878501587473
ENSGMOG00000019134	0.530662174996275	4.47442022985486	14.6903775575053	0.00172999369186342	0.00952314218292813
ENSGMOG00000016798	-0.473966373579139	3.39240605088543	14.6888388267763	0.00173069058925386	0.00952376309746343
ENSGMOG00000006082	-0.498545837739519	4.07501189327978	14.6640302495685	0.00174197092568457	0.00958260321973241
ENSGMOG00000020196	-0.965338094844923	2.53836527469953	14.6572251584484	0.00174507984511495	0.0095964677486001
ENSGMOG00000002319	-0.427709807709805	3.86703353010883	14.6483102646924	0.00174916223756647	0.00961269509198723
ENSGMOG00000011025	-0.370904933651575	5.88529789437417	14.6482064674324	0.00174920983366612	0.00961269509198723
ENSGMOG00000007172	0.728326984472991	3.10716582733165	14.6450880555178	0.00175064046831148	0.00961731564549147
ENSGMOG00000005706	0.363311398067201	4.79266557779881	14.6419691753092	0.00175207265631272	0.00962194161710301
ENSGMOG00000014965	-0.662618150052813	2.84753315048411	14.6302897537529	0.00175744775622693	0.00964724396110206
ENSGMOG00000000513	-0.287662021155731	7.14217834548811	14.6293884371697	0.00175786334305024	0.00964724396110206
ENSGMOG00000014701	0.385019125806849	5.07603084239823	14.6191211455524	0.00176260541492152	0.00967001389310071
ENSGMOG00000001052	-1.03657458735542	2.20636358640147	14.6131726509105	0.00176535949089182	0.00968186562360953
ENSGMOG00000000112	0.402501359850797	4.42304181664578	14.6085984236621	0.00176748064616796	0.00969023938660676
ENSGMOG00000018751	0.387121960616701	6.10429700024669	14.6017888084933	0.0017706437943537	0.00970401726545289
ENSGMOG00000011684	-0.353156991618942	6.75925664932318	14.6006272118394	0.00177118401606794	0.00970401726545289
ENSGMOG00000010261	0.405128320454232	4.0621522040188	14.5979923693066	0.00177241009647312	0.00970747283271555
ENSGMOG00000001233	1.23857200005243	0.197008150253929	14.5902763272474	0.00177600621595308	0.00972269676573436
ENSGMOG00000005407	-0.529694946796784	7.28851690266363	14.5894703770406	0.00177638231616821	0.00972269676573436
ENSGMOG00000012270	1.10270406878578	0.914142033598456	14.5824870774129	0.00177964492018067	0.0097372853770288
ENSGMOG00000019163	0.302054708520397	6.63941874338664	14.5601332458287	0.00179013482034717	0.00979139491639066
ENSGMOG00000007436	0.682006449529595	2.0397040820213	14.5481019468863	0.00179580996533403	0.00981914201367249
ENSGMOG00000014492	0.316818802859554	4.9993056781509	14.5441790309403	0.00179766484479165	0.00982598903597981
ENSGMOG00000007667	0.317694101274309	5.39029053094294	14.533085628027	0.0018029220286559	0.0098514221438453
ENSGMOG00000015149	0.445681327873539	3.39447726380498	14.5298642073427	0.00180445195850565	0.00985647878842029
ENSGMOG00000013574	-3.23169835439683	-0.98398908195665	14.5192163898716	0.00180951943660684	0.00987727809042456
ENSGMOG00000006492	-0.357645069082333	6.9868315824252	14.5190565621719	0.00180959562522299	0.00987727809042456
