genes	logFC.oilhigh	logFC.oillow	logCPM	F	PValue	FDR
ENSGMOG00000005514	2.15917417069005	1.17862796349175	7.66715532776777	467.552260936671	1.50640313805263e-12	6.00617523406774e-10
ENSGMOG00000004283	1.74093095207422	0.71103757891122	7.09483336653227	465.898846902026	1.53994862483133e-12	6.00617523406774e-10
ENSGMOG00000001198	2.52025760551453	1.14258321838414	6.3911895438604	457.298500223487	1.7290432825798e-12	6.58312645993658e-10
ENSGMOG00000002124	2.12124082632225	0.86518913673015	4.76568557484367	452.401500919684	1.84869319733945e-12	6.87498905085002e-10
ENSGMOG00000004563	3.43110487648847	1.59910487375763	3.32144201799181	448.61378651109	1.94784707532741e-12	7.07909604126377e-10
ENSGMOG00000008008	2.48803413293684	1.12815825323632	5.2369447439008	443.408789797953	2.09433001536289e-12	7.38444381439757e-10
ENSGMOG00000014137	2.17889773167376	0.752742459099565	5.7895741635688	442.398433914978	2.12422247177968e-12	7.38444381439757e-10
ENSGMOG00000003353	2.93878728134633	1.06190571256016	6.91997208037846	438.134909147216	2.25593236331234e-12	7.67544987696333e-10
ENSGMOG00000002255	2.05765988159911	0.710819131069181	5.17700785710612	435.169333114673	2.35313467925647e-12	7.83937013666464e-10
ENSGMOG00000019411	3.34490771084211	1.238099960704	5.57259890131724	431.23038137195	2.48984333463908e-12	8.12552750290073e-10
ENSGMOG00000009328	2.48035075855286	0.776162517319387	4.70985636243253	428.395942653958	2.59392360748627e-12	8.29588648146258e-10
ENSGMOG00000008938	2.45633561896737	1.46650881736063	9.31897005890422	420.392249356574	2.91615672999021e-12	9.14358083711245e-10
ENSGMOG00000002139	2.46260120735424	1.24380992482305	5.03065366323148	415.843657811749	3.11988370710476e-12	9.42829387323315e-10
ENSGMOG00000006004	2.26413527948396	1.2002481290977	4.92934909393482	415.736463702255	3.12488009055942e-12	9.42829387323315e-10
ENSGMOG00000018293	3.76150585903386	1.96017674019002	3.78224616570125	411.198782265282	3.34514296164736e-12	9.90595946290794e-10
ENSGMOG00000014601	2.07266134203373	1.17402406286293	7.34493845255743	407.642510401104	3.53039876673907e-12	1.02644739416226e-09
ENSGMOG00000013461	1.84097608894932	0.985705898032017	6.09689798797625	402.928024400487	3.7946236938021e-12	1.0733244691644e-09
ENSGMOG00000015968	2.67218246367759	1.41134791153043	5.93607842855773	402.395752754847	3.82587047353953e-12	1.0733244691644e-09
ENSGMOG00000001072	2.33168386144508	1.19197459501572	7.13275777558934	398.365692976111	4.07237506917557e-12	1.12278189191701e-09
ENSGMOG00000009590	2.22594700091074	1.31781658758353	10.6901399372116	393.182933884622	4.41693803630962e-12	1.197139934553e-09
ENSGMOG00000002560	1.80704137908326	0.830276886545753	6.09584641000465	386.690025385335	4.89737190226935e-12	1.30523123481982e-09
ENSGMOG00000010265	2.63288372652251	1.45876843140148	5.29704647564612	382.421265849964	5.24625963800813e-12	1.34648669341615e-09
ENSGMOG00000012577	1.97408606989916	0.774672268619298	6.03852213209744	381.429788462786	5.33136396773268e-12	1.34648669341615e-09
ENSGMOG00000007414	5.36342506702823	2.69491307153111	2.16751696345365	380.919532940717	5.37578511614879e-12	1.34648669341615e-09
ENSGMOG00000007890	2.15156641783833	0.84954893999341	4.25646637046465	380.768928860101	5.38897807383112e-12	1.34648669341615e-09
ENSGMOG00000010269	3.28701847103566	1.57331463966581	3.02188884965548	379.380152304043	5.51241978148348e-12	1.35614007270311e-09
