genes	logFC.uvyes.oilhigh	logFC.uvyes.oillow	logCPM	F	PValue	FDR
ENSGMOG00000009811	-0.240445055086322	0.0388407900179492	3.49218269170755	2.28250066967373	0.130009595628647	0.262207846981558
ENSGMOG00000008293	-0.144784685002668	-0.851469939326362	0.64045941219355	2.28236012641651	0.130024253529743	0.262207846981558
ENSGMOG00000017567	0.145615422773156	0.0696578013864627	7.44194427199769	2.28218404282428	0.130042620679817	0.26221262986522
ENSGMOG00000005138	0.198393800265098	0.136104400815975	6.55477339158758	2.28197890904215	0.130064021659396	0.262223528110008
ENSGMOG00000012312	-0.448400156719274	0.043860388445898	3.37262874662785	2.28154762821895	0.130109028596091	0.262282010056041
ENSGMOG00000006191	-0.184966795165822	-0.0853007392185367	6.25645206238458	2.28113185944287	0.130152433088176	0.262320462550894
ENSGMOG00000008133	0.278928803059492	0.0297297211729184	3.43516954519266	2.2810057883162	0.130165597547602	0.262320462550894
ENSGMOG00000019723	-0.713232543997429	-0.180799546461537	3.24415220461311	2.28090512951254	0.130176109488899	0.262320462550894
ENSGMOG00000014141	-0.431196198740303	0.34076664474637	0.78109930492059	2.28070933805821	0.13019655896191	0.262329423680259
ENSGMOG00000015612	-0.0542293509663815	0.232773444420099	2.99454243974866	2.2804428236519	0.130224400826769	0.262353275501196
ENSGMOG00000003841	-0.193598070170143	0.02339673909044	4.15028543274213	2.27990152728424	0.130280968548853	0.262434986166301
ENSGMOG00000017092	-0.664171027645419	-0.109574904018016	0.765945232630321	2.27933600635646	0.130340096922307	0.262500486904058
ENSGMOG00000005667	0.236893010562778	0.310846472763601	2.81501359188539	2.27895097277107	0.130380371349857	0.262500486904058
ENSGMOG00000004491	-0.229917701588873	0.0133337916006485	4.29612586284158	2.27894064539277	0.130381451781206	0.262500486904058
ENSGMOG00000010235	-0.398319646514918	0.00977651596563029	1.56027744606392	2.27892320795269	0.130383276076677	0.262500486904058
ENSGMOG00000019437	0.0148504106240111	-0.446160223843192	1.38603424035675	2.27875155608568	0.130401235711044	0.262500486904058
ENSGMOG00000016146	-0.198336418819885	-0.0504187186292009	6.7354718471557	2.27867197620788	0.130409562944345	0.262500486904058
ENSGMOG00000002694	-0.261363416513927	-0.231600211907456	3.09987954152623	2.27848747848003	0.130428871041391	0.26250711884365
ENSGMOG00000008799	-0.00113674978664283	-0.220199784148899	4.17145212386994	2.27791519326495	0.130488782114545	0.262578545156943
ENSGMOG00000019407	-0.388638824910975	-0.0140545147125082	1.78492861192516	2.27782330296527	0.130498404715509	0.262578545156943
ENSGMOG00000012350	-0.21322954799466	-0.106014532206786	5.69042434881332	2.27768954554793	0.130512412977416	0.262578545156943
ENSGMOG00000000839	0.22237309605276	-0.166620689716829	3.31627230823173	2.27607906993312	0.130681207120988	0.262885879044589
ENSGMOG00000003993	0.0573867489102537	-0.196903473395027	4.33008024582927	2.27590725132765	0.130699229725337	0.26288987397392
ENSGMOG00000020020	0.129517886830426	-0.362916135559818	1.90583549444109	2.27566591318049	0.130724549108542	0.262908542943973
ENSGMOG00000016673	-0.100109286673201	0.0637261278692547	6.84342851299146	2.27549607121978	0.130742370907901	0.262912130310748
ENSGMOG00000012713	-0.354721737063288	0.206042347788677	5.57603616866829	2.27451766070772	0.130845089590409	0.263086416491545
ENSGMOG00000011728	0.176300442882848	0.234202327295156	5.18354168975735	2.27408277995569	0.130890774362909	0.263145997563303
ENSGMOG00000016585	0.207496243484593	0.000247661693144837	7.02393268068011	2.27342561167664	0.130959844259496	0.263252572280309
ENSGMOG00000011173	-0.247945082748419	0.359941643474437	2.82303151437124	2.27239715203981	0.131068018803669	0.263437718519929
ENSGMOG00000009789	-0.0966913877552059	0.106261185764452	3.79204366711581	2.27218838993527	0.131089988723448	0.263449575229066
ENSGMOG00000013992	0.142688340157846	0.0161450994135983	7.26133505561977	2.27153403079469	0.131158879284899	0.263515513176899
ENSGMOG00000018878	0.193405769515972	0.561191191283224	5.43431944723109	2.27151846748216	0.131160518269995	0.263515513176899
ENSGMOG00000008464	-0.11843546844441	0.19016223432093	3.75559615370353	2.27141871848769	0.131171023456567	0.263515513176899
ENSGMOG00000018182	-0.334437255830806	-0.305669870504669	2.79050028903548	2.27097574966408	0.131217686521217	0.263573473123111
ENSGMOG00000007434	-0.573788086976545	0.34727720438113	0.193045213837184	2.27065938937231	0.131251023693963	0.263573473123111
ENSGMOG00000002455	0.492883147659749	0.0439103036961809	1.77828553172428	2.2705472465426	0.131262843248159	0.263573473123111
ENSGMOG00000009212	-0.127884843669715	0.0769461408237356	5.19699944214221	2.27053448797015	0.131264188042279	0.263573473123111
ENSGMOG00000003136	-0.257784687985448	-0.124167133959538	2.95532444058121	2.26929977277823	0.131394403206258	0.263802627282325
ENSGMOG00000010045	0.33803928199914	-0.154977340264656	7.15376019798702	2.26884393373409	0.131442512937395	0.263840011951652
ENSGMOG00000000755	0.233557618491519	0.0490397520573697	7.29055513625981	2.26874402441629	0.131453060079301	0.263840011951652
ENSGMOG00000000619	0.218322780033989	0.136405912130386	4.04166168077079	2.26866590354616	0.131461307730195	0.263840011951652
ENSGMOG00000012661	-0.0343122350788549	0.302961108101129	3.70688973829678	2.26796358488964	0.131535481136681	0.263941191206773
ENSGMOG00000016293	-0.274586009600116	-0.0249546399341308	4.09691703646799	2.26788367864222	0.131543923147644	0.263941191206773
ENSGMOG00000008713	-0.233151299475846	0.0260736551625347	4.0240658774757	2.26663526330433	0.131675894906498	0.264173656247978
ENSGMOG00000011125	0.275370039325015	0.163951982014627	3.33557470311864	2.26568219274308	0.131776744102661	0.264343632657234
ENSGMOG00000007232	0.194144558181893	-0.0167732140441576	4.58935716195573	2.26545249014531	0.131801062888802	0.264360066552813
ENSGMOG00000000462	-0.496509045202164	-0.0307448164314044	1.25180424499247	2.26510348427726	0.131838021919948	0.26439522292588
ENSGMOG00000004518	1.29046175492787	0.702230984885174	1.12373060067787	2.26498239455355	0.131850847765453	0.26439522292588
ENSGMOG00000000682	0.175376261011836	0.109565077169116	5.92399196824347	2.26450595531362	0.131901325719821	0.264464093997679
ENSGMOG00000001443	0.225052093607295	-0.365214261752094	1.27066433740818	2.26430744432935	0.13192236395167	0.264473928367338
ENSGMOG00000002453	0.131923224027347	-0.130607666274431	3.95161445120647	2.26403413602187	0.131951335301904	0.264493735040272
ENSGMOG00000009361	-0.453364265111148	-0.119127085566671	1.40467919608325	2.26390984455013	0.131964512834404	0.264493735040272
ENSGMOG00000011094	-0.1815494484309	-0.18482764171994	5.86312396384237	2.26364889643386	0.131992183614757	0.264516854033827
ENSGMOG00000018440	0.24979258943382	0.0500957225145891	9.31386640675715	2.26225469777415	0.132140132575461	0.264780979502449
ENSGMOG00000003254	-0.199606834702736	-0.186466165899515	3.79973529688171	2.26162155417305	0.132207380894087	0.264883353091759
ENSGMOG00000015664	-0.235504400755811	-0.235808272672676	3.92647303920873	2.26127363306689	0.132244350913186	0.264925045157015
ENSGMOG00000001559	-0.625895449001519	-0.203052746928351	0.983688950692933	2.26111081376935	0.132261655990067	0.264927337077856
ENSGMOG00000012497	-0.407404868614067	-0.0920036756279289	2.8740053441711	2.26095131429169	0.132278610656394	0.264928926632897
ENSGMOG00000014036	0.0384398435086808	-0.434942927401616	1.40474731482874	2.26072675979118	0.132302484701515	0.264944372307835
ENSGMOG00000006452	0.129515960082544	-0.140088032278046	3.56190533293506	2.26050755028921	0.132325795085848	0.264958685579858
ENSGMOG00000012077	0.345396418263404	0.0643017781659499	5.06810591815923	2.26004405700478	0.132375097198177	0.26502503277598
ENSGMOG00000007304	0.173816957002522	-0.0469679102683989	5.80841450690697	2.25981108846393	0.132399885914763	0.265042292074821
ENSGMOG00000008632	-0.381327454582046	-0.185785392320189	2.60236651044425	2.25958414617548	0.132424038361543	0.265058273609374
ENSGMOG00000011300	0.136400049881964	0.153821726424322	6.53900194610512	2.25922895651893	0.132461849399154	0.265101586766003
ENSGMOG00000004290	-0.626503718303059	-0.374579317408795	1.28790353790351	2.25853515149837	0.132535741600363	0.265217091315277
ENSGMOG00000004197	-0.0859362868184995	0.160719772644415	6.22170767974086	2.25834371303936	0.132556138378016	0.265225531115685
ENSGMOG00000011536	0.0728931181643595	0.196824109095647	5.39030458071277	2.25793271440159	0.132599939907549	0.265280792641499
ENSGMOG00000019285	-0.516625414232674	-0.300581097504516	1.78186912851886	2.25757097207528	0.132638505293645	0.265325566476964
ENSGMOG00000014411	0.344649280058888	0.226244838567683	2.93129735599484	2.25727675072583	0.13266988142678	0.265334575036955
ENSGMOG00000019243	-0.00748157552245376	0.213574197931653	4.66455606807565	2.2572251931172	0.132675380441525	0.265334575036955
ENSGMOG00000016029	-0.19710096717476	-0.0771306996284045	5.16665500947911	2.25673505813168	0.132727669714971	0.265405158403544
ENSGMOG00000018059	0.0132113015332306	0.210540766941642	6.23673008526468	2.25659088838793	0.132743054581264	0.265405158403544
ENSGMOG00000001756	-0.921560858046002	-0.58680197163214	-0.248394266055452	2.25595574490404	0.132810856534711	0.265508337947991
ENSGMOG00000018099	0.316634857025208	0.217541639251992	4.97263656380544	2.25556158066317	0.132852953103569	0.26556010977037
ENSGMOG00000009226	-0.167834304786828	-0.238432381752808	4.53896389549691	2.25518348892847	0.132893347029179	0.265608465965537
ENSGMOG00000006310	-0.193713426664904	0.0762752947645627	4.26074749616091	2.25456624011469	0.132959320861336	0.265690360626384
ENSGMOG00000017326	-0.404009129939225	-0.281889439255797	1.68413106488036	2.25449687681193	0.132966736935207	0.265690360626384
ENSGMOG00000012207	-0.144267356287105	-0.0939272191599083	7.87705545844058	2.25353158779137	0.133069989738193	0.265864270783449
ENSGMOG00000007504	0.211132266106707	0.0143521026921016	4.39242034752672	2.25308108758484	0.133118208206463	0.265908566965293
ENSGMOG00000012670	0.237920489091314	-0.0718503161758803	3.11746927319981	2.25295063916022	0.133132174130168	0.265908566965293
ENSGMOG00000003172	0.15984462463895	-0.0125608309632437	4.04895665532884	2.25286985863192	0.13314082337895	0.265908566965293
ENSGMOG00000010865	0.142623075308751	0.434599698673675	5.09072088469986	2.25178538034855	0.133256999819553	0.266086684818514
ENSGMOG00000000254	-0.160468354691926	0.0960849062223081	4.65375956555615	2.25173433676719	0.133262470710669	0.266086684818514
ENSGMOG00000004740	0.174199422297203	0.182246839273686	6.42295653334243	2.25133549222146	0.133305227753221	0.266139641768183
ENSGMOG00000009490	0.49254402273453	0.186090189991653	1.92226769490435	2.25052832005237	0.133391804964186	0.26628006073769
ENSGMOG00000015459	0.111668452612156	0.265579411357024	3.93636808440165	2.24991554853927	0.133457572382791	0.266366815349667
ENSGMOG00000017739	-0.220095894692196	-0.00687812587785237	7.55357379910993	2.24982063993315	0.133467761927784	0.266366815349667
ENSGMOG00000005885	-0.369909458545584	-0.0232578459848652	1.67077382660228	2.24952829726767	0.133499153737632	0.266397033137066
ENSGMOG00000017901	-0.0127020997673708	-0.327752599590092	2.09637468706873	2.24889902289305	0.133566753099292	0.266499486800961
ENSGMOG00000004400	0.164086645356176	0.0301559111116016	6.26149046502193	2.24838867574188	0.133621604641027	0.266576483495235
ENSGMOG00000019798	0.409349493560992	-0.0453474146597591	1.18004832784201	2.24815976876042	0.133646215415667	0.266593138149066
ENSGMOG00000006131	-0.226739346873492	0.0196484055049776	6.72175988109511	2.24770762233406	0.133694842383768	0.26665768964559
ENSGMOG00000009869	-0.202978714193243	-0.46649712593596	2.3393707794973	2.24729442234646	0.133739297926086	0.266664812254671
ENSGMOG00000013378	0.14156910316909	-0.024622067412573	6.0578879630247	2.24715110040657	0.133754721535889	0.266664812254671
ENSGMOG00000005768	-0.327492879229784	-0.0824874307518419	3.90177056556912	2.24709682227801	0.133760563198528	0.266664812254671
ENSGMOG00000011610	0.281188857152008	0.221208995673836	4.30116870494943	2.24706970830418	0.133763481435379	0.266664812254671
ENSGMOG00000004274	-0.242648602712829	-0.102624186613964	6.19172034481462	2.24674173359771	0.133798786455639	0.26670276098824
ENSGMOG00000012063	-0.195780895875473	-0.0325131357203164	6.26561642103659	2.24626945005335	0.133849643821895	0.26677169740697
ENSGMOG00000000690	0.396861331790983	-0.200701969234799	2.01219634653824	2.24540951027494	0.133942300567156	0.266923916022051
ENSGMOG00000003610	-0.64731313504252	-0.35405011425781	1.08893497414429	2.24505045103981	0.133981009493605	0.26695457052509
ENSGMOG00000000383	-0.11751047065537	-0.350698706169526	2.78413093014658	2.24496473272114	0.133990252319919	0.26695457052509
ENSGMOG00000020188	-0.4698711629986	-0.160463983798172	2.65593714539909	2.24453145464762	0.134036982597517	0.266991770355089
ENSGMOG00000010612	-0.425001882148155	0.232299682820608	6.13741138152868	2.24437549844329	0.134053807339207	0.266991770355089
ENSGMOG00000011855	0.194320379418624	0.0610311470642423	7.1246876163702	2.24433863522162	0.134057784529539	0.266991770355089
ENSGMOG00000015464	0.495599119877548	-0.125376689423918	0.44776966765322	2.24381452919273	0.134114344722054	0.267071969512711
ENSGMOG00000001985	0.0153921061702085	0.690169349865819	0.122131258848101	2.24176182700485	0.134336121855456	0.267459208658642
ENSGMOG00000004403	0.219906899892651	-0.0167261312682126	4.94406264956345	2.24161390627647	0.13435211913067	0.267459208658642
ENSGMOG00000000968	0.11002586361888	0.580554275671639	2.60572912587903	2.24156185142948	0.134357749240769	0.267459208658642
ENSGMOG00000002677	-0.167838273215494	0.0557499603036176	3.6277196317703	2.24014597487601	0.134510986887942	0.267731739686016
ENSGMOG00000001342	-0.233864930200888	0.013353036255037	8.71866038034612	2.23985456113821	0.134542550071654	0.267754252773427
ENSGMOG00000012789	0.103751683388544	-0.254506830819608	2.70618285545576	2.23973996233993	0.134554964579241	0.267754252773427
ENSGMOG00000016017	0.241524725524786	-0.0681624839321996	6.9978832993565	2.23948549308597	0.134582535816178	0.267755602261962
ENSGMOG00000018226	0.265004872679617	0.129540238701868	4.03155799265194	2.23943220925907	0.134588309805317	0.267755602261962
ENSGMOG00000005277	-0.413511716610444	-0.280797230500829	2.55020136117999	2.2392764588828	0.134605188939092	0.267756687571718
ENSGMOG00000015404	-0.160576812152791	0.0619768592156697	4.51827258925938	2.23899739388686	0.134635437913545	0.26776404772569
ENSGMOG00000011877	-0.215059993040331	-0.21062733629257	3.31723866772546	2.23894094923462	0.134641557091616	0.26776404772569
ENSGMOG00000017838	-0.119530075294763	-0.167208396623741	7.5544108548175	2.23872511659163	0.134664958401659	0.267778100810092
ENSGMOG00000009296	-0.0977398062587559	0.0767668873121192	7.75467690236309	2.23753557226526	0.134794013742235	0.26800221555809
ENSGMOG00000007971	0.60387828109767	0.0597894637294637	0.401801684136248	2.23714398225457	0.134836527872254	0.268054232526057
ENSGMOG00000009429	0.140243431231767	0.317512469531706	4.8306224382729	2.23614641916727	0.134944898416717	0.268237143172699
ENSGMOG00000004276	-0.161573291017859	-0.151020026565422	6.9398894777545	2.2357591770869	0.134986992569128	0.268288284333864
ENSGMOG00000013258	-0.465336372104989	0.0522465011947231	0.599400138993665	2.23557975805198	0.13500650078504	0.268294528714893
ENSGMOG00000014541	-0.650344474358063	-0.249704634041351	0.0261326932208033	2.23538581303521	0.135027591923328	0.268303916896863
ENSGMOG00000000971	-0.149957774681426	0.140395021405365	3.92442111348435	2.23498038064129	0.135071693691429	0.268359020080427
ENSGMOG00000017679	-0.337636732709777	-0.20553054035227	2.83697330074429	2.23470943971808	0.135101174761667	0.268385065180321
ENSGMOG00000003594	0.523362564656963	-0.00844844603355789	1.67405702564106	2.23246585686235	0.135345573068866	0.268837995797639
ENSGMOG00000014580	-0.344797511369153	-0.148148181129261	2.457623778355	2.23151145864077	0.135449686208751	0.269012200874733
ENSGMOG00000005521	0.20636579381886	0.0215043843850488	11.0959898127158	2.2307099531597	0.13553718918444	0.269153378837132
ENSGMOG00000012616	-0.150085777834804	-0.0240233103361704	6.29228083594528	2.23026225477814	0.135586093145257	0.269217880926622
ENSGMOG00000016316	0.0716237192317676	0.748451597456459	1.12428649568853	2.2291801353854	0.135704378321204	0.269420113094284
ENSGMOG00000011735	-0.500213319432517	-0.089724076637878	5.28345051770075	2.22816822112651	0.13581509292106	0.26960726789234
ENSGMOG00000017393	0.100978936692308	-0.536569363203666	0.382941374278295	2.22776367164864	0.135859383105562	0.269638915716968
ENSGMOG00000009289	0.174486167829231	-0.355264715550486	3.73334670953015	2.22772212637439	0.135863932399326	0.269638915716968
ENSGMOG00000019181	-0.602602432911607	-0.535652177078616	0.508167074040185	2.22705884493788	0.135936585957629	0.269750448323861
ENSGMOG00000019373	0.310560511745137	-0.0931789060346054	2.34021384613532	2.22480962171172	0.136183278800716	0.270207272982345
ENSGMOG00000008504	-0.0361561502444455	-0.239448027450962	4.74761233232173	2.22413293927406	0.136257593780671	0.270322005911477
ENSGMOG00000003574	-0.400173662372535	-0.176900515107929	3.47251923992801	2.22360616619815	0.136315476441008	0.270385966175599
ENSGMOG00000008715	-0.314235544153306	-0.0930459591632734	5.29572288334815	2.22353934003351	0.136322821353097	0.270385966175599
ENSGMOG00000017951	-0.187847218275166	-0.00390216208949258	5.04525625390105	2.22266745496007	0.13641869106741	0.270543382853624
ENSGMOG00000009838	0.283738381601997	-0.119980670637997	2.10781265998116	2.22153253683199	0.136543594991478	0.270758334667389
ENSGMOG00000006083	-0.116993618013552	0.598883562453745	0.558676220777948	2.22051902420698	0.136655244695157	0.270946955283952
ENSGMOG00000006102	-0.579201052712478	0.0328088826611548	0.630049737506313	2.21834089536273	0.13689553231346	0.271364087873926
ENSGMOG00000018032	0.129661345054477	0.0218923118479084	7.02275618355673	2.21827250604766	0.136903084487791	0.271364087873926
ENSGMOG00000004896	-0.173054678260923	0.122388165291823	6.97876631269196	2.21805254055739	0.13692737822171	0.271364087873926
ENSGMOG00000001436	-0.392061289583826	-0.0761106578312526	8.33393306042068	2.21793880394535	0.136939941551934	0.271364087873926
ENSGMOG00000018632	0.0845805389506432	0.246647861828086	4.76695173128352	2.21786224786897	0.136948398644604	0.271364087873926
ENSGMOG00000004812	-0.287784807040543	-0.158530187177834	3.14994737097326	2.21696727734766	0.137047308311216	0.271527257087958
ENSGMOG00000008953	-0.148699362532988	-0.0974786289603589	6.10507787990399	2.21612177782761	0.137140823297576	0.271679699857059
ENSGMOG00000007872	0.16688895036969	-0.0294228731725311	4.24166100941215	2.21589851357168	0.137165528846569	0.271695808890986
ENSGMOG00000009292	-0.378975778055454	-0.584070918269913	1.66740351119592	2.21525020470028	0.137237296125334	0.271805122071114
ENSGMOG00000005072	0.265099409926811	-0.367558606656258	0.554760447723052	2.21497978897897	0.137267243227591	0.27183159195819
ENSGMOG00000007933	-0.177404842084575	-0.00716591561087459	5.2934992219513	2.21355912572744	0.137424693119868	0.272110519907476
ENSGMOG00000002884	-0.210467231866347	-0.0321738873213704	4.4733003287833	2.21324927305334	0.13745906018473	0.272145697295686
ENSGMOG00000000158	0.208724519974677	0.000553404314926011	5.6113159519072	2.21285705404232	0.137502576504482	0.272191478379552
ENSGMOG00000019554	-0.307381970641417	-0.0163499963497776	6.3442492195516	2.21274157072203	0.137515392175895	0.272191478379552
ENSGMOG00000018141	0.435057213642005	0.149824352042541	3.32129890958084	2.21165741890886	0.137635769635401	0.272396857615976
ENSGMOG00000004814	0.00621877767749218	0.231807531604964	3.31929592413427	2.21093007260203	0.13771659507811	0.272500816466826
ENSGMOG00000016173	0.172966708607311	0.123473677204686	8.11137956208124	2.21088555622838	0.137721543611764	0.272500816466826
ENSGMOG00000019692	0.119290613945964	-0.276342693172342	1.76563689895126	2.20907005213242	0.137923526831051	0.272867532626288
ENSGMOG00000015290	-0.337586218030098	0.058164766184795	8.01339080479915	2.20875057257338	0.137959104359737	0.272904983440228
ENSGMOG00000016088	0.126132800270938	-0.0638803483346315	4.48532437271261	2.20860076648979	0.137975790400821	0.272905059367841
ENSGMOG00000010257	-0.490170304961427	-0.247737427435312	1.37751377499372	2.20800046859677	0.138042676580863	0.273004415151415
ENSGMOG00000003378	-0.691071591484913	-0.308498829047268	0.439967352829147	2.20784051913089	0.138060504475121	0.273006737015761
ENSGMOG00000001996	-0.148356601854558	0.0771316821903806	4.47632655754442	2.20749082907332	0.138099489655421	0.27305089059478
ENSGMOG00000008660	-0.447063438905439	0.0505761468679185	1.96888221645759	2.20716663032019	0.138135643835725	0.27308359499602
ENSGMOG00000016257	-0.39926374111768	-0.150360897960682	1.23290314946102	2.20704377268069	0.138149347483804	0.27308359499602
ENSGMOG00000000159	0.00282002318691578	0.314496426777551	2.60412242199687	2.20669506714704	0.138188250608597	0.273127561155864
ENSGMOG00000006814	-0.133253658650188	-0.154028231950762	5.66761679712304	2.20622651137069	0.138240543869758	0.27319797898215
ENSGMOG00000013452	-0.224477677902077	-0.0584364675896029	5.71085957003121	2.20578194418605	0.138290180152	0.273263129608453
ENSGMOG00000015617	-0.0849572596299658	0.118361069721603	6.61129135723154	2.2052129471788	0.13835373793842	0.27335577028137
ENSGMOG00000010515	-0.558551712241239	-0.271042950911481	0.844698217305388	2.20458665163306	0.13842373347748	0.273461106639712
ENSGMOG00000006362	0.188036660525919	0.189641916919177	4.76083682778383	2.20327416547382	0.138570545811619	0.273663101372886
ENSGMOG00000013626	-0.126040589809069	0.0547995565485944	5.62338909970948	2.20323252604341	0.138575206346053	0.273663101372886
ENSGMOG00000002414	0.317182971528968	0.345042097665685	7.48326763575888	2.20318099052965	0.138580974749913	0.273663101372886
ENSGMOG00000013858	-0.0809958161809391	0.0850019673482617	4.93373979891326	2.20307573293766	0.138592757127902	0.273663101372886
ENSGMOG00000015381	-0.349922828858124	-0.225472174854658	5.05116902570046	2.20271759747397	0.138632854592275	0.273664545134785
ENSGMOG00000008658	-0.207973020205243	-0.0936106799105601	4.00320399716658	2.20267199969292	0.138637960720947	0.273664545134785
ENSGMOG00000008494	-0.249616760667857	-0.215697563725938	4.78681013614214	2.20249348328325	0.138657953342596	0.273664545134785
ENSGMOG00000004457	0.300650248966181	-0.336760525074029	0.615992055063331	2.20247285074373	0.138660264252396	0.273664545134785
ENSGMOG00000010108	0.287655598498283	0.0973368021409079	3.83777425002909	2.20073431481963	0.1388551391698	0.274016166655896
ENSGMOG00000020283	0.320241824302011	0.237613226778164	3.20747068051763	2.2003965117971	0.138893039182741	0.274057967178945
ENSGMOG00000001024	-0.251617237326615	-0.130125668335154	7.54881457309306	2.19912634935151	0.139035648434131	0.274306340688495
ENSGMOG00000003315	0.158673863692808	-0.0237547874546722	5.1981458499971	2.1988863502514	0.139062612886793	0.274308282868677
ENSGMOG00000010036	-0.179960479633398	-0.0375958682855414	5.89911559730081	2.19881972542857	0.139070099366899	0.274308282868677
ENSGMOG00000003996	-0.486164757902186	0.046530916225446	3.96115608325661	2.19798011489079	0.13916448278282	0.274461425199563
ENSGMOG00000002901	-0.811874835676346	-1.04583019370681	-0.829164441972587	2.19678842713388	0.1392985662566	0.274692818073432
ENSGMOG00000015060	0.332514727756044	-0.500760187609211	1.57462449831757	2.19636794677823	0.139345911020128	0.274709369825391
ENSGMOG00000004164	-0.013913302614822	-0.265340066857802	4.71546444656488	2.19635530323278	0.139347334919625	0.274709369825391
ENSGMOG00000017933	0.837583183282783	0.994356162438586	2.796245078518	2.19590157890308	0.139398443430149	0.274709369825391
ENSGMOG00000016036	-0.155927253848987	-0.239571791918079	5.70046499505516	2.19590039965932	0.139398576289829	0.274709369825391
ENSGMOG00000018525	-0.230793015784878	0.0657467203205783	2.68051104578609	2.19582231557707	0.139407373957267	0.274709369825391
ENSGMOG00000013748	0.130230988974698	0.480538571952225	5.22744354705347	2.1958211427367	0.139407506104888	0.274709369825391
ENSGMOG00000016863	-0.329166316818397	-0.027288801490666	4.23285895149096	2.19566433075881	0.13942517585469	0.274711166801194
ENSGMOG00000018773	-0.275098863833115	0.0403318933184839	4.57194748468892	2.19506786227084	0.139492409269582	0.274810607517877
ENSGMOG00000014715	0.189060956606861	0.21226803415784	6.79812758850109	2.1948485596273	0.139517137906574	0.274826296767901
ENSGMOG00000011332	0.121964795819401	0.49713820920475	4.6663949636517	2.19462571221026	0.139542271229368	0.274842779317918
ENSGMOG00000006961	-0.0965467063457934	-0.276868675142711	3.07173098379477	2.19411881828052	0.139599458757622	0.274922384360126
ENSGMOG00000015838	0.360550612142316	-0.373197409581786	3.4770332123634	2.1933888474058	0.139681859351435	0.27505161805983
ENSGMOG00000005332	-0.209242021846688	-0.0486764543796455	6.27784181363327	2.19252341196341	0.139779621291978	0.275096057186144
ENSGMOG00000000652	-0.135256776147024	-0.00550440895428161	5.35727624582591	2.19245447807755	0.139787411510509	0.275096057186144
ENSGMOG00000018422	0.163725093894553	-0.0273330940378805	4.95752729093839	2.19241858455919	0.139791468027529	0.275096057186144
ENSGMOG00000009526	-0.363199606063532	-0.203322348933713	2.60640961374464	2.19236758121845	0.139797232410133	0.275096057186144
ENSGMOG00000019427	-0.111181898124011	0.0260204914256063	10.8766557494231	2.19236532855074	0.13979748701205	0.275096057186144
ENSGMOG00000011969	0.209248605012083	0.0665335482157228	4.86568508682138	2.19229783852154	0.139805115135592	0.275096057186144
ENSGMOG00000000244	-0.0436242374251386	-0.203533280229914	4.56685001667986	2.19207629741999	0.139830158267366	0.27511231210717
ENSGMOG00000006735	-0.25976978709821	-0.147853088012544	4.85613124385558	2.19144676999756	0.139901347538843	0.275219343598254
ENSGMOG00000000581	-0.199258764123897	-0.107645840216634	4.78698131772564	2.19066289448967	0.139990047200575	0.275360792387692
ENSGMOG00000012749	0.139399527615753	0.573262208934453	4.22878837117568	2.18949083509664	0.140122788188003	0.275588826246664
ENSGMOG00000018089	-0.230208564800826	-0.105518190331402	7.53153600803261	2.18932775481406	0.140141268812358	0.275592108882076
ENSGMOG00000003621	-0.248841879294265	-0.038178121758606	3.19190374445311	2.18858901438347	0.140225018373253	0.275723728702499
ENSGMOG00000007653	0.197523718295698	0.0349339741305011	4.7714560548283	2.18841569580387	0.140244675193249	0.275729306841321
ENSGMOG00000002953	-0.240754902240069	-0.199027916434232	3.50501029288287	2.18816138384265	0.140273523354841	0.275752952195216
ENSGMOG00000007793	0.0592676057091766	-0.251781534226486	2.53948551375948	2.18721378544834	0.140381073147863	0.275891150038544
ENSGMOG00000003931	0.139705231195468	-0.0310349059418476	5.53556734129915	2.18719923006104	0.140382725856362	0.275891150038544
ENSGMOG00000003177	0.133433774966717	-0.0582731723722945	5.30354298296571	2.18709718720523	0.140394313037366	0.275891150038544
ENSGMOG00000001735	0.884211129188724	0.333552731154557	-0.47422641861651	2.18694143020669	0.140412001615691	0.275892837406931
ENSGMOG00000015042	-0.485723266780793	-0.531225192997033	1.28993535011435	2.18664269445694	0.140445934518397	0.275926438705666
ENSGMOG00000001802	0.446908153276417	0.342385739345108	2.55145952070886	2.18620952637861	0.14049515350952	0.275990060093657
ENSGMOG00000019423	-0.23313493383581	-0.0813922075928492	3.77166244575901	2.18544647040729	0.140581902711905	0.276127382117932
ENSGMOG00000010224	0.096582345072262	0.244753813550184	6.13813690329422	2.18458029347488	0.140680447312814	0.276287836683714
ENSGMOG00000017196	0.0231798365546536	-0.126219951048549	6.45575718544548	2.18403357254859	0.140742686934557	0.276323711168511
ENSGMOG00000018031	-0.269811356802435	-0.0569515270001313	5.49960064332788	2.18395447739626	0.140751693784671	0.276323711168511
ENSGMOG00000003209	-0.554387000879414	-0.114468091999521	1.31437114156486	2.18388505827351	0.140759599316678	0.276323711168511
ENSGMOG00000001131	-0.463676840400996	-0.39645019520026	1.10986412142213	2.18382763853994	0.140766138715808	0.276323711168511
ENSGMOG00000017987	-0.291612355849212	-0.159332152072487	6.03257502118828	2.18309734227522	0.140849339823687	0.276453930523191
ENSGMOG00000008909	0.155962643387502	0.232666449311987	4.92523069220139	2.18224294585697	0.140946748573544	0.276562768488296
