genes	logFC.uvyes.oilhigh	logFC.uvyes.oillow	logCPM	F	PValue	FDR
ENSGMOG00000007843	-0.651206871081101	-0.266536570521566	3.3921542188736	5.07299209857389	0.0175121583699749	0.0607056062928734
ENSGMOG00000019497	-0.816136438784021	-0.455544199245635	2.38788156266128	5.06815942426678	0.0175669179270904	0.0608825550906538
ENSGMOG00000005617	-0.792087847316697	-0.238632561095887	0.860772149253548	5.06738800610919	0.0175756764975201	0.060893450846996
ENSGMOG00000018319	0.268519658531492	0.0817178000046079	7.51060349950363	5.06722824858428	0.0175774909661432	0.060893450846996
ENSGMOG00000008440	0.923986885343322	0.239427804774828	0.89986023718676	5.06679639364856	0.0175823968584691	0.0608975769492676
ENSGMOG00000014434	0.259571277737776	0.730360093752136	2.09699872928509	5.06558247871677	0.0175961951172396	0.0609283607776199
ENSGMOG00000007892	0.267586940590307	-0.147709760801092	3.8474734982275	5.06517811650994	0.017600794062183	0.0609283607776199
ENSGMOG00000019443	-1.32830207510173	-0.72243086447592	-0.447811512839355	5.06489939217753	0.0176039648615011	0.0609283607776199
ENSGMOG00000005023	-0.243784366265562	-0.216586016657563	5.39527148417518	5.06470719285364	0.0176061517113149	0.0609283607776199
ENSGMOG00000001916	-0.125532111356978	0.21201552444706	4.88498024134617	5.06413747533483	0.017612635743523	0.0609379353616656
ENSGMOG00000011355	-0.310826176728019	0.375292074988146	1.77236588250211	5.05988354725881	0.0176611339970856	0.0610786441865787
ENSGMOG00000007610	0.317597351991068	0.230894593900222	6.76467308664039	5.05979608917227	0.0176621326418665	0.0610786441865787
ENSGMOG00000019586	-0.451803666976798	-0.159117535130813	5.03246175297549	5.05959036871986	0.0176644819184145	0.0610786441865787
ENSGMOG00000004184	-0.404327123135087	-0.156503350203497	5.01793413666891	5.05864655961785	0.0176752644234135	0.0611030387374563
ENSGMOG00000006402	-0.0189583817869311	0.535551688226518	2.05699114438359	5.05759756034006	0.0176872572271038	0.0611270118552236
ENSGMOG00000013446	0.351037305834058	0.10484681316331	6.59439745145615	5.05733779435677	0.0176902284239403	0.0611270118552236
ENSGMOG00000015302	0.414336734650354	0.385604455133055	4.20752085191236	5.05706181561259	0.0176933856678482	0.0611270118552236
ENSGMOG00000005747	0.425244982333834	0.0908665094755675	5.37897550068788	5.05624264371611	0.0177027608118259	0.0611465145360855
ENSGMOG00000011405	-1.39774884721527	-0.871226532012311	-0.164032638831777	5.0546462807375	0.0177210464628491	0.0611967800011555
ENSGMOG00000011203	-1.15536419495595	-0.0266002329001909	0.00594475277693463	5.05419566489951	0.0177262118602996	0.0612017251528837
ENSGMOG00000001588	-0.94117449838745	-0.630015468749532	0.576761922994502	5.05313487818927	0.0177383782179648	0.0612291687933492
ENSGMOG00000004580	-1.06603174782923	-0.840548225384455	0.0117013447984901	5.05285143189228	0.0177416306819013	0.0612291687933492
ENSGMOG00000002224	-0.60528110085979	0.353661817879944	0.969465297670191	5.051198491409	0.017760610861747	0.0612817709654008
ENSGMOG00000019964	0.151557856836388	-0.565844427007581	0.678382725613071	5.04813121721164	0.0177958910189825	0.0613862400014753
ENSGMOG00000002044	-0.75417698661383	-0.0844356047583942	1.97864182594643	5.04790305848752	0.0177985184294442	0.0613862400014753
ENSGMOG00000007531	-0.125437129426354	0.134803295963859	5.6945261138857	5.04759019797271	0.0178021219402802	0.0613862400014753
ENSGMOG00000000946	0.184897262292108	-0.417146504267406	2.68935270820522	5.04723515627289	0.017806212271046	0.061387431705417
ENSGMOG00000007586	0.771075189349174	0.358428926241332	3.57881936168888	5.04518676740707	0.0178298315007419	0.0614446115589772
ENSGMOG00000008187	0.514540032051549	0.249838728241028	4.15795519292798	5.04514664655074	0.0178302944662999	0.0614446115589772
ENSGMOG00000001208	0.713250633548632	0.385119448284011	1.7996667150054	5.04211187456612	0.0178653521723154	0.0615524838505184
ENSGMOG00000015488	0.443232339524964	0.0129956280108866	5.91847601118475	5.04066914355578	0.017882045391076	0.0615970519218132
ENSGMOG00000001875	0.597874199909177	0.231345873927356	2.10316254772148	5.03988041828538	0.0178911786978346	0.0616104808198696
ENSGMOG00000017245	-0.501299828388447	-0.039449163229158	1.32770128989652	5.03968343191949	0.0178934605736228	0.0616104808198696
ENSGMOG00000011092	-0.45159702720248	-0.267554884200614	4.59708170205947	5.03875068084091	0.017904269874161	0.0616280150828481
ENSGMOG00000017438	0.499243317622409	0.0727876379784944	2.40553872015361	5.03859524625778	0.0179060718501559	0.0616280150828481
ENSGMOG00000019175	0.256034174323051	0.17430548798079	5.67195028414088	5.03797034601935	0.0179133184388565	0.0616400145189284
ENSGMOG00000010936	0.191380821675144	-0.0639085033666808	6.02452949819622	5.03623986536877	0.0179334027372856	0.06169617441182
ENSGMOG00000002883	-0.381685649794788	-0.0611770709696276	5.08509589873669	5.0356194656299	0.0179406092937948	0.0617080168177042
ENSGMOG00000017048	0.636909837851145	0.218222778124949	1.46325162282406	5.03281043415293	0.0179732791541264	0.0618074187483938
ENSGMOG00000002337	0.184287487806759	-0.174208689952395	3.95815134049772	5.03177514124542	0.017985336534864	0.0618265340929982
ENSGMOG00000008778	-0.219955416075863	0.0211630894039172	10.6323950000028	5.0316855095044	0.0179863808387427	0.0618265340929982
ENSGMOG00000001587	-0.316115751129139	0.165972008786826	6.44249510445076	5.03029800580573	0.0180025552867546	0.061869159080874
ENSGMOG00000006074	-0.991922426927128	-0.883970557071508	1.19078427132275	5.02954660187659	0.0180113213011265	0.0618863110646336
ENSGMOG00000011792	0.334038703823793	0.152043559893387	6.99398328441445	5.02656856973968	0.0180461101119667	0.0619928506004757
ENSGMOG00000016879	0.375528360752546	-0.304044025296031	2.04610012005242	5.02590510567187	0.018053870711808	0.0620065163584055
ENSGMOG00000009441	0.429477270369628	0.18581849518687	3.58109704254026	5.02311862228252	0.018086504867733	0.0620927455127026
ENSGMOG00000011263	0.336103229243429	0.148475887789007	4.41604887130462	5.02275994515911	0.0180907102939962	0.0620927455127026
ENSGMOG00000000630	0.458391236139307	-0.906120031086298	0.400784015972366	5.02252131841074	0.0180935087509091	0.0620927455127026
ENSGMOG00000008775	0.264943818059646	0.178227655014366	8.06968022365802	5.02246849399369	0.0180941283056293	0.0620927455127026
ENSGMOG00000019127	-0.402351374874651	0.278234901451093	4.58824108446012	5.01983036977263	0.0181250996449832	0.0621860105651339
ENSGMOG00000011141	0.214222264862625	-0.0395940658548704	4.49786369023804	5.0173313425182	0.0181544921838601	0.0622738209604558
ENSGMOG00000016786	0.425569132166196	0.290017134535376	4.25543925232201	5.01332394318306	0.0182017358953773	0.062411093560803
ENSGMOG00000000354	0.197106497728105	-0.120080031446918	4.6387120408287	5.01329096917568	0.0182021251945464	0.062411093560803
ENSGMOG00000018753	0.158252393766351	-0.147448036950797	5.60344884801895	5.01265723772965	0.0182096089753616	0.0624236971838359
ENSGMOG00000015879	0.598158903450806	0.339424227181608	3.29828296120058	5.01025300431172	0.0182380317615601	0.0624995309776288
ENSGMOG00000001000	-0.0855906994378738	-0.456687890847881	2.63000503614758	5.01014112515108	0.0182393555906165	0.0624995309776288
ENSGMOG00000010228	0.237734524336071	-0.203419122339865	3.65843397781107	5.0075897846561	0.0182695736763313	0.062589993997095
ENSGMOG00000019565	-0.0962735752172526	-2.14025845204872	-0.530281323437687	5.00672882665261	0.0182797833809883	0.0626117660870472
ENSGMOG00000010127	1.47330519996774	0.744389748896502	0.11318098538091	5.0064098455393	0.0182835676361066	0.0626117660870472
ENSGMOG00000015304	-1.16237332239291	-0.399276704395943	-0.127183428328417	5.00340366695885	0.0183192743207414	0.0627209406724966
ENSGMOG00000009997	0.815251696163016	0.542409898003577	3.30157235303291	4.99856014129491	0.0183769672345805	0.062905329688135
ENSGMOG00000018787	-0.643948663084058	0.347093403335694	0.302233533277156	4.99753575014611	0.0183891948882352	0.0629340442177119
ENSGMOG00000003090	-0.351873741757629	0.0312492143497681	3.83762230078174	4.99507308037027	0.0184186274710046	0.0630216155567061
ENSGMOG00000010613	0.33846789661341	0.0667135329446302	5.47741560528546	4.99287190470103	0.018444978991807	0.0630986103114968
ENSGMOG00000014984	-0.15383623893581	0.200031111089146	7.88493172908307	4.99159037388859	0.0184603401621799	0.0631363331474394
ENSGMOG00000007517	1.13969555352413	-0.163009921593792	0.800235061984298	4.99113534424591	0.018465797820674	0.0631363331474394
ENSGMOG00000020608	-0.521780496378224	0.044770415906389	1.55153561038891	4.99098842287173	0.0184675603880908	0.0631363331474394
ENSGMOG00000014808	-0.438711019531601	-0.179288104877352	3.10589542152734	4.99056906258304	0.0184725923410963	0.0631403682751442
ENSGMOG00000008329	-0.397200294069937	0.096589338131987	3.63695047522454	4.98424490413901	0.0185486611567534	0.0633871591291763
ENSGMOG00000012788	0.0332588411184955	-0.324722202830072	4.19451032077176	4.98363750450122	0.0185559853858198	0.0633989721612639
ENSGMOG00000001656	-0.886747791803442	-0.094099987051331	2.03100760172187	4.98303561209531	0.0185632463681063	0.06340469117006
ENSGMOG00000014778	0.229462194761103	0.189718907657703	7.12145513563575	4.98285756649853	0.0185653948402543	0.06340469117006
ENSGMOG00000015071	-0.243708892753079	-0.0266215574532861	8.71233564794753	4.98218083700948	0.0185735634337617	0.0634193762486266
ENSGMOG00000003370	-0.289167252763763	-0.0778219855214546	8.16768707485101	4.98110614869741	0.0185865438510384	0.0634504817472037
ENSGMOG00000004478	0.288479291745115	0.343617856623148	5.33624373954388	4.98031407168009	0.0185961172362096	0.0634699458365989
ENSGMOG00000016186	-0.844145296577502	-0.592200560123421	2.40132242487827	4.97921194793441	0.0186094470718532	0.063502220201684
ENSGMOG00000005776	-0.416812672891867	0.452882643771732	5.87289947271801	4.97795475730334	0.0186246653202466	0.0635409237450162
ENSGMOG00000011669	0.0550345458818801	-0.347530388328213	3.33340802364851	4.97705851310936	0.0186355227440984	0.0635647366508542
ENSGMOG00000015199	-0.812104526794419	-0.388971899879624	1.19341399149469	4.97427846019343	0.0186692459457223	0.0636665173264458
ENSGMOG00000009058	-0.28542153509645	-0.325809799462412	6.718533301866	4.97224851052958	0.0186939127960904	0.0637373778008131
ENSGMOG00000006425	-0.7771837668085	-0.446515484377708	2.00695249050217	4.96984374798877	0.018723180911523	0.0638137569204671
ENSGMOG00000008947	-0.390560860447703	0.142937209061272	1.60023172341768	4.96976830275643	0.0187240999687334	0.0638137569204671
ENSGMOG00000004324	-0.883862343061852	-0.145438819067472	1.14969369290664	4.96846863264833	0.0187399401141979	0.0638544664917994
ENSGMOG00000013229	0.321554442079246	0.115311908083697	5.98335550831786	4.96697100657511	0.0187582113270122	0.0639034410398403
ENSGMOG00000013385	0.244677170487095	0.169106466444127	7.4078566216855	4.96643337724695	0.0187647752817958	0.0639125205058132
ENSGMOG00000004307	-0.552180583926998	-0.458806120324918	3.18821555896625	4.96523544867266	0.0187794100323352	0.0639490794890052
ENSGMOG00000015477	0.473983709665779	0.548514625003152	3.47080885412153	4.96363791809553	0.0187989462887581	0.064002310801996
ENSGMOG00000016838	-0.319125028679439	0.131491744037302	3.56796625177336	4.96233435359282	0.0188149043096179	0.0640433401884482
ENSGMOG00000001767	0.336396306060856	0.0216005153218615	3.07684410279009	4.95526341941273	0.0189017274713649	0.0643255176329842
ENSGMOG00000007599	-0.865709115604494	-1.06912243231035	0.0811146467902441	4.95371918260453	0.0189207479794305	0.0643768828615201
ENSGMOG00000019583	-0.864603877606134	-0.256620808930285	2.18471543763435	4.95278442208496	0.0189322718153673	0.0644027250195719
ENSGMOG00000009736	-0.688841976411228	-0.794757752988954	0.279985410608857	4.95115335409651	0.0189523984396597	0.0644578148591994
ENSGMOG00000005878	-0.347467232068981	-0.430422353898283	4.05046354102875	4.94820418294293	0.0189888500637288	0.064568392261918
ENSGMOG00000017555	-0.280887586007423	-0.145695868236626	5.29449652283479	4.94733605354772	0.0189995948986563	0.0645915303139097
ENSGMOG00000017822	-0.325604849589079	-0.0198856069926103	4.5074604035679	4.94566053305934	0.019020351864902	0.0646486892227531
ENSGMOG00000013783	-0.234513676171082	0.041378468343211	5.91711284983684	4.94393836286994	0.0190417129346749	0.0647078773088982
ENSGMOG00000008303	-0.312879924642135	-0.399145498727162	3.80432300896842	4.94016151639344	0.0190886524734762	0.0648539440409732
ENSGMOG00000008812	0.872172563668716	0.195769796653348	3.05659027633726	4.93694110596415	0.0191287777766429	0.0649765372889912
ENSGMOG00000014600	0.325154221962715	0.254777820458152	5.95494503677165	4.93662967540207	0.0191326630570341	0.0649765372889912
ENSGMOG00000003130	0.144029615262809	0.571001102404078	7.42088293965322	4.93594096127804	0.0191412582783541	0.0649922632471124
ENSGMOG00000007088	-0.62183533355504	-0.381636520720927	3.8864805968934	4.93521690939309	0.0191502991322623	0.0650094954804672
ENSGMOG00000017413	0.37457274590178	-0.230366082909542	1.13571021972092	4.9320745811809	0.0191895905920918	0.0651293910095571
ENSGMOG00000010222	0.760568794597086	0.633866969202386	2.87298724044539	4.93166591047825	0.0191947071437544	0.0651332714153521
ENSGMOG00000000181	0.262116189973128	-0.0299976137923276	5.54906991664946	4.93115691921161	0.0192010818214515	0.0651414185221552
ENSGMOG00000019088	-0.396286428679906	-0.161213867704192	4.44175999674694	4.93025430989002	0.0192123919958734	0.0651663029150326
ENSGMOG00000012683	0.274159583993013	0.0471243204664051	4.70122739710244	4.92857035473587	0.0192335125873682	0.0652244459753262
ENSGMOG00000003201	0.477311590175402	-0.0362875908265017	2.42247583251174	4.92770034224246	0.0192444345827353	0.0652479867869245
ENSGMOG00000001376	0.20720420374998	-0.3346152555818	2.20395243876182	4.92634769358746	0.0192614291650622	0.065288069983428
ENSGMOG00000010597	0.417198586011089	0.232740857251175	5.95912366439088	4.92612551434804	0.0192642221990997	0.065288069983428
ENSGMOG00000010958	-0.263591542716714	0.142810371577857	3.72551242790002	4.9243994924917	0.019285935457499	0.0653390073060937
ENSGMOG00000003105	-0.685082080799616	-0.433351938251331	1.78515566448769	4.92423578191693	0.0192879963350008	0.0653390073060937
ENSGMOG00000000364	-0.483602988959765	-0.227028243053155	3.35174813879393	4.92398058493476	0.0192912093797044	0.0653390073060937
ENSGMOG00000010053	-0.402650023059711	-0.195485522038455	5.81909475477632	4.9207462034874	0.0193319831288034	0.0654524569203752
ENSGMOG00000019344	0.276101531489713	-0.129469936993193	3.27758993301103	4.92069015289049	0.0193326905635611	0.0654524569203752
ENSGMOG00000019726	-0.40343703240091	-0.0204600527600592	2.71936900042982	4.92007872146879	0.0193404095230672	0.0654650698558003
ENSGMOG00000006967	-0.528838116878537	0.767459112602449	-0.58763703208748	4.91970582729722	0.0193451187674911	0.0654674921460532
ENSGMOG00000010601	0.301270203479672	0.0937366961742634	5.8292504310037	4.91919706624821	0.0193515459110179	0.0654701478179898
ENSGMOG00000003971	-0.290495005016904	-0.135720613363971	5.21629996369447	4.91901147425415	0.0193538910709436	0.0654701478179898
ENSGMOG00000015742	1.09539681866977	0.260310352392591	0.0998349454602266	4.91534722786573	0.0194002574200119	0.0656134557223552
ENSGMOG00000013455	-0.650075086690891	-0.0476453773840815	7.93263054187725	4.91422621181715	0.0194144670210809	0.0656457077000825
ENSGMOG00000005880	0.357183925321364	0.0927474388560701	3.98207861455058	4.9138551995441	0.0194191723804857	0.0656457077000825
ENSGMOG00000008334	0.453151476470305	0.0519713942461352	4.20835997357813	4.91364750533661	0.0194218070118587	0.0656457077000825
ENSGMOG00000019105	0.499371447023623	0.659829028540518	2.10168561926977	4.91186226365179	0.0194444694041996	0.0657087583885888
ENSGMOG00000015222	-0.225279183270385	-0.253160286449077	5.82384743306832	4.91127323381023	0.0194519531528656	0.0657205004193992
ENSGMOG00000009678	0.414886392187745	-0.00441781217511176	2.18193893277699	4.91045631760714	0.0194623375290479	0.0657420356714779
ENSGMOG00000002496	0.196992826074033	-0.208744226166477	4.13098881358488	4.90352105644407	0.0195507441904595	0.06602706005649
ENSGMOG00000019022	-1.40105666576201	-0.309558991345686	-0.448344533183841	4.90186650414122	0.0195719011401041	0.0660848970936616
ENSGMOG00000016332	-0.294131973642046	0.088765708229768	7.32098603267965	4.90154366013434	0.0195760323406822	0.066085234382373
ENSGMOG00000016333	0.432425279534205	0.0554430665092284	6.22754966761098	4.90073096322555	0.0195864361117523	0.0661067422647632
ENSGMOG00000005838	-1.06814703328538	-0.613576030868658	0.911221750804149	4.89975759335357	0.019598904808009	0.0661352092461282
ENSGMOG00000019931	0.407342842694396	-0.200697846571823	1.37868892367891	4.89731542534267	0.0196302272835421	0.0662207243001576
ENSGMOG00000020345	0.547180836650875	0.214772683021771	2.13214264254132	4.89697817007799	0.0196345571702398	0.0662207243001576
ENSGMOG00000001878	-0.662409643156011	0.123897564736091	5.44277557532044	4.89672100487517	0.0196378595235013	0.0662207243001576
ENSGMOG00000011695	-0.22612105576958	-0.097698720158328	8.9337291013413	4.89652280156307	0.0196404051453283	0.0662207243001576
ENSGMOG00000018272	0.306803889485428	0.0979667585841035	5.31630013394319	4.89517523810231	0.0196577222571914	0.0662654824104746
ENSGMOG00000003858	0.288720262676745	0.0444271297867142	3.99388175131271	4.8914129867211	0.0197061593801867	0.0664063014496895
ENSGMOG00000008110	0.509763383550954	-0.249542007464609	1.26549892088303	4.89130138968628	0.0197075981548673	0.0664063014496895
ENSGMOG00000007969	2.95885544627662	2.37809601325358	-0.951290669341895	4.89092706311187	0.0197124250435512	0.0664089156882316
ENSGMOG00000008893	-0.523969264924976	0.143273857051601	3.84115789348786	4.88976830889666	0.0197273753226181	0.0664322291402489
ENSGMOG00000014146	-0.794157577710978	-0.225866433791048	1.89746208987413	4.88976250626859	0.0197274502198946	0.0664322291402489
ENSGMOG00000009034	-0.239057809807764	0.0852035888031828	3.65276714883264	4.8889072559327	0.0197384927885841	0.0664557634592853
ENSGMOG00000016952	-0.310947038242401	-0.122958778730444	4.02559344482547	4.88392976881386	0.0198028957180297	0.0666589054426407
ENSGMOG00000010687	0.361404026714416	0.444245775896441	4.42009227648037	4.88343372223802	0.0198093267351082	0.066666863717641
ENSGMOG00000007542	0.144499423338191	-0.176199563451195	6.00012921977302	4.88237519704457	0.0198230577697589	0.0666993813669248
ENSGMOG00000002498	0.324912046750176	0.246507675139935	4.60589406464459	4.88203983945533	0.0198274101791979	0.0667003355361362
ENSGMOG00000020549	0.662157518642256	-0.0342855365364738	0.41024241392356	4.88115715788536	0.0198388710477829	0.0667221614096209
ENSGMOG00000012491	-0.633322293850751	-0.0533522501554132	2.21211592376308	4.88091331112657	0.0198420384842251	0.0667221614096209
ENSGMOG00000011879	-1.12531136880196	-0.70452554592491	-0.273410852838657	4.87738072527157	0.0198879877639265	0.0668629580422574
ENSGMOG00000013316	0.221720573204231	-0.178711165200354	4.90779059136809	4.87537270294377	0.019914159192543	0.0669346200089736
ENSGMOG00000012029	-0.303018363900925	-0.202289450022823	6.88386481506083	4.87511893066814	0.0199174694323048	0.0669346200089736
ENSGMOG00000016547	-0.273325485990977	-0.0828698408519788	5.84158087856441	4.87473614896933	0.0199224636418467	0.0669376811807322
ENSGMOG00000014394	0.428925379224846	0.0401321947357878	2.93651801833346	4.87243855102267	0.0199524699191108	0.0670125292500828
ENSGMOG00000014294	-0.545368972087316	-0.248544033317986	2.0689710441712	4.87240440792492	0.0199529162001863	0.0670125292500828
ENSGMOG00000006344	0.205697268933652	0.0946332346051567	7.10886899957995	4.87161972521843	0.0199631757594699	0.0670332528113459
ENSGMOG00000013577	0.408609382881014	-0.124188454012985	1.96433795340489	4.87006891241021	0.019983469503405	0.067070959008655
ENSGMOG00000010684	-0.495174421483073	-0.392173852767606	2.3968551438401	4.86982564711123	0.0199866549165216	0.067070959008655
ENSGMOG00000002298	-0.399669863740838	-0.0566349694250769	5.72327987729983	4.86982378052396	0.0199866793605368	0.067070959008655
ENSGMOG00000006991	0.097610648227318	-0.830406343895592	1.28030390650909	4.86933916948118	0.0199930267368923	0.0670785278955946
ENSGMOG00000012454	-0.400620973657977	-0.00188849678885191	4.9233714811611	4.86575602117558	0.0200400277487808	0.0672224626326505
ENSGMOG00000009029	0.230802847551761	0.198468860184389	7.95692986643183	4.86445869808685	0.0200570752237889	0.0672658825989302
ENSGMOG00000005961	-0.330257073208051	-0.0181782925998932	6.52293218238554	4.86370724217803	0.0200669570797951	0.0672852582141709
ENSGMOG00000016544	2.40086201334946	1.35634924010669	-0.684575536132389	4.86183225804979	0.0200916371787125	0.0673542348201704
ENSGMOG00000013961	-0.969774428948356	-0.344426063546191	1.0168862264149	4.86084838931415	0.0201046011298768	0.067383914602754
ENSGMOG00000000212	-0.461879202783132	-0.103583271918532	3.21114676237776	4.85984627793563	0.0201178149841599	0.0673862256348677
ENSGMOG00000014698	0.348468954052522	0.224926738144807	4.99980008469296	4.85982663465595	0.0201180740968616	0.0673862256348677
ENSGMOG00000013290	-0.103168788427295	-0.306596256305707	4.65574092525177	4.85976273559829	0.0201189170090542	0.0673862256348677
ENSGMOG00000008158	-0.846519668231763	-0.108066540985535	0.421787442416354	4.8595492588693	0.0201217333302432	0.0673862256348677
ENSGMOG00000020419	0.377080086083164	-0.641186502968192	2.54677328235249	4.85665873186837	0.020159910039744	0.0675002870264548
ENSGMOG00000001407	-0.232900682074399	-0.00501324275769833	6.65662736469854	4.8537017827031	0.0201990470867646	0.0676175166210603
ENSGMOG00000018304	-0.709767855295032	-0.684836201890582	1.0278131145335	4.85334001992184	0.020203841017616	0.0676197561865618
ENSGMOG00000006491	0.592332440835421	0.360257416886898	3.47910938605577	4.85026805395311	0.0202446002853461	0.0677423417998934
ENSGMOG00000005865	-0.0967697293055602	-0.260843483669779	6.99402286953563	4.84975385684023	0.0202514316211642	0.0677513711358661
ENSGMOG00000020381	-0.942371393351418	-0.152839006237787	1.03282495531247	4.84846219198418	0.0202686032292003	0.0677949832149114
ENSGMOG00000004110	-0.82900405818308	-0.341068119756187	1.59024027595378	4.84760172493649	0.0202800513751248	0.0678194374117545
ENSGMOG00000002389	1.01934829162316	0.0428138121727955	0.0474253816701439	4.84727662166885	0.0202843785997688	0.0678200730952498
ENSGMOG00000007844	-0.305529405298509	-0.0211768848527706	3.92061056562232	4.84627518631785	0.020297714443669	0.0678508223644098
ENSGMOG00000008276	0.453108158134208	0.116439602368628	5.06625601024858	4.84061415865063	0.0203732837406679	0.068089549512899
ENSGMOG00000002280	0.470120495989538	0.195527963660848	4.93927443696842	4.83881227032153	0.0203974025896005	0.0681562618531026
ENSGMOG00000004439	-0.246063163096715	-0.0886002364419767	6.86425237619066	4.83833910294349	0.020403741329283	0.0681579136575957
ENSGMOG00000017280	-0.312510202757101	-0.104224892045267	4.01742753480159	4.83804519143907	0.020407679784462	0.0681579136575957
ENSGMOG00000002365	-0.400890396186645	0.43304997194514	0.476553180214844	4.83784445485397	0.0204103701668479	0.0681579136575957
ENSGMOG00000018888	0.194886439147498	-0.0128081486192839	6.57416664919728	4.83736705184129	0.0204167701641353	0.0681653998575703
ENSGMOG00000019288	-0.347676433919757	-0.0977771322772851	4.01044446694716	4.83690549432673	0.0204229598531653	0.0681721809963225
ENSGMOG00000005652	-0.503597215436243	-0.177775922167842	4.18313465881022	4.83466122664537	0.0204530861187349	0.0682489855995142
ENSGMOG00000019307	1.0942619262519	0.67620092772643	0.224323420229775	4.83457120927126	0.0204542955072539	0.0682489855995142
ENSGMOG00000005607	0.341627622963646	0.14007847469087	5.53059519874216	4.83254516344175	0.0204815365205263	0.0683259723608032
ENSGMOG00000006082	-0.454330244019183	-0.181004659376262	4.07538232687285	4.82837451304718	0.0205377392574274	0.0684995238345896
ENSGMOG00000007012	-0.267297953833495	-0.0272384234291626	5.41157382212517	4.82723630997684	0.0205531070904275	0.068536835747229
ENSGMOG00000007855	0.362292621712973	0.432846327574874	3.36110016970109	4.8246028812914	0.0205887120847877	0.0686260942441917
ENSGMOG00000007258	0.352407318231935	0.283672457385747	4.71712476504219	4.824443006043	0.0205908758607135	0.0686260942441917
ENSGMOG00000003079	0.316724480794785	0.334735020962117	4.41411317243417	4.82432794956423	0.0205924332085145	0.0686260942441917
ENSGMOG00000020551	0.423057302167397	-0.590951068900862	2.79164232248044	4.82332355205075	0.0206060337823435	0.0686574617467391
ENSGMOG00000008580	0.381222412754117	0.158603380936918	5.75468051535016	4.82207081976736	0.0206230110148853	0.0687000649394461
ENSGMOG00000014158	-0.708799669195099	-0.605781066944303	1.31433862275453	4.81832248946395	0.0206739016360496	0.0688556012839824
ENSGMOG00000019533	-0.608321425633332	-0.0604025530457374	2.8397696650613	4.81787896576784	0.0206799325039294	0.0688616968386988
ENSGMOG00000019678	0.383852345130167	0.498936508163661	3.35724723932349	4.81700240758918	0.0206918573456269	0.0688874121581766
ENSGMOG00000013830	0.0284000655756051	-0.346342726150874	3.35879290757616	4.81584367456303	0.0207076326352734	0.0689075532161802
ENSGMOG00000013622	-1.45787208999007	-0.556205150213455	0.570054519561137	4.81560152575143	0.0207109309947102	0.0689075532161802
ENSGMOG00000006003	-0.682881647403246	-0.760318410636204	0.954665493159644	4.81540478435559	0.0207136112789062	0.0689075532161802
ENSGMOG00000015020	-0.662462586544726	0.040571681865176	0.8469120937197	4.81532333153745	0.020714721054678	0.0689075532161802
ENSGMOG00000010535	0.0585625135056852	-0.199784544977373	5.6112760605098	4.81014076237368	0.0207854679994531	0.0691288652698386
ENSGMOG00000010587	0.326063509174051	0.214065179211428	4.61146820722253	4.809425360764	0.0207952549167332	0.069147386176472
ENSGMOG00000013402	0.16709835875605	-0.0679691311743609	5.43896279238052	4.8071041029762	0.0208270456273498	0.0692375039841029
ENSGMOG00000001018	0.419606871851278	0.0812623368990071	4.16933123601644	4.80661080592089	0.0208338084969912	0.0692375039841029
ENSGMOG00000017350	-0.301371764360819	0.473605660119837	2.2456560368577	4.80652190232175	0.0208350275821131	0.0692375039841029
ENSGMOG00000005694	2.11935303200955	1.00207013211833	0.3192991987181	4.80592824250518	0.0208431701321903	0.0692505245190506
ENSGMOG00000002353	0.591315839271273	0.560752786681609	3.19024342884648	4.80486949843524	0.0208577004620911	0.0692808318174992
ENSGMOG00000007271	0.314456782432419	0.0493240563031865	4.67902262697056	4.80464779430801	0.0208607445770253	0.0692808318174992
ENSGMOG00000012586	-0.566434113367895	-0.174259604634244	4.89206045826391	4.80432102635751	0.0208652321713632	0.0692816996121446
ENSGMOG00000019217	0.58951640827391	0.341441036584515	3.45843954424278	4.80208198154521	0.020896010382837	0.0693698457281991
ENSGMOG00000008529	-0.443307980506682	0.205616955934393	2.98837010690993	4.80135295410574	0.0209060425459965	0.0693890980879774
ENSGMOG00000006631	-0.664683472057997	-0.0926719206081669	1.37935819323653	4.799679778819	0.0209290873352652	0.0694460132448528
ENSGMOG00000003015	-0.356645198378232	-0.190129339760746	4.5393837642092	4.79925306963432	0.0209349689416851	0.0694460132448528
ENSGMOG00000008430	-0.62195227128795	0.57520354878165	4.66980215335611	4.79918558349915	0.0209358993141013	0.0694460132448528
ENSGMOG00000018974	0.811516395952916	0.7966825542151	0.944800193100155	4.79711751901553	0.0209644321388143	0.0695265903401947
ENSGMOG00000008517	-0.188367101506976	0.299942543601355	2.58382529090993	4.79437991332891	0.021002268832093	0.0696379840138553
ENSGMOG00000009613	0.259854985018026	0.130395510708537	5.1872894894979	4.79370680546038	0.0210115835015356	0.0696547802508943
ENSGMOG00000002930	-0.312145873127563	-0.0478811034220228	7.63256046419632	4.79172333252331	0.0210390580264244	0.0697317586387334
ENSGMOG00000011520	-0.40615011270845	0.0543746890320262	6.10552739040629	4.79049196442135	0.0210561346271258	0.0697742500389071
ENSGMOG00000010361	-0.551541889891421	0.0619038813388477	3.21802586524582	4.78782642724316	0.0210931529014627	0.0698827921410022
ENSGMOG00000011586	0.497922357830723	0.216934853234377	3.98278748527629	4.78491497109258	0.0211336688542937	0.070000391727645
