genes	logFC.oilhigh	logFC.oillow	logCPM	F	PValue	FDR
ENSGMOG00000020277	-0.918136485243235	-0.514241371487178	4.25701391022792	82.0720024516543	4.87150654891969e-08	1.17243347912433e-05
ENSGMOG00000010267	0.865996952369128	0.478962376929814	5.84702417075568	81.3966016042776	5.11699594025034e-08	1.21340528730201e-05
ENSGMOG00000012707	1.08784466995014	0.920162027716708	4.75574219125919	80.7882355371075	5.35043023291764e-08	1.25037228269271e-05
ENSGMOG00000014060	2.17603442620557	0.994560583662623	1.47361315765721	79.8555031991415	5.73265671616701e-08	1.32055842211704e-05
ENSGMOG00000017345	0.910800643271204	0.564377395038859	4.84685010055366	79.4866466324736	5.89245414482482e-08	1.33825102937043e-05
ENSGMOG00000003354	1.80092271122833	0.961289915441775	3.42287885899543	78.8953461860362	6.15948805527498e-08	1.37630266519814e-05
ENSGMOG00000003812	0.927488586495091	0.653963746703053	4.63962522449033	78.7426461125196	6.23070353857144e-08	1.37630266519814e-05
ENSGMOG00000016313	1.51466226210352	1.13731433838364	9.53823156470722	78.1034811510073	6.53931049178509e-08	1.42495110378425e-05
ENSGMOG00000015700	1.49950300119725	1.14537033079876	4.14004178676775	77.682369614041	6.75229324105186e-08	1.45174304682615e-05
ENSGMOG00000014902	1.18558737640644	0.694531317827633	4.37797212123334	77.1955391442373	7.00857973432467e-08	1.48701773968402e-05
ENSGMOG00000001700	1.53625606374028	0.709575301068775	2.7067824802057	76.9089545260823	7.16470189542479e-08	1.49426054807157e-05
ENSGMOG00000017213	1.7482945357323	1.34330329959807	2.25281322798799	76.7947200725005	7.22805102322991e-08	1.49426054807157e-05
ENSGMOG00000015312	1.51515011694092	1.0498721194536	2.80554789393379	76.4792336115596	7.40639585543098e-08	1.51174852112436e-05
ENSGMOG00000014372	1.82183342992127	0.874077147490114	4.25362367564301	75.463892680309	8.01587296809058e-08	1.61569939513076e-05
ENSGMOG00000016449	1.5567949076977	1.17234766705911	6.35340868456754	74.3636949513397	8.7427711650606e-08	1.70889655612062e-05
ENSGMOG00000016942	0.928660712340732	0.672311576761273	7.88700094036275	74.3463485818516	8.75482737946657e-08	1.70889655612062e-05
ENSGMOG00000008616	1.41906137668091	1.10840927102068	3.05178022726806	74.2870588781746	8.79618072297744e-08	1.70889655612062e-05
ENSGMOG00000002424	1.1848666885084	0.812169811086154	6.06381633610586	74.1271096983912	8.90887287981101e-08	1.71018541889229e-05
ENSGMOG00000018494	1.37277448936762	0.93540773332403	2.75118987182518	73.9183674607736	9.05846147767073e-08	1.71844342738165e-05
ENSGMOG00000001721	0.904552484512489	0.381637255970799	3.61951013422396	73.735317880977	9.19203150192673e-08	1.72277953118238e-05
ENSGMOG00000005695	-2.15563805780567	-1.6426366202115	2.66892270849295	73.5613102693357	9.32111842253056e-08	1.72277953118238e-05
ENSGMOG00000013494	1.21150594661043	0.530459270353886	3.32434343421249	73.4539138755414	9.4018355810263e-08	1.72277953118238e-05
ENSGMOG00000019532	1.37208861864344	0.759400765104156	3.66321473303757	72.7286640630285	9.96856778747709e-08	1.80610287160751e-05
ENSGMOG00000017945	-0.900182729271183	-0.652150076605619	3.2985756709494	71.0999877141418	1.13914114331044e-07	2.01266000366651e-05
ENSGMOG00000012687	0.849621247049447	2.53927901895349	4.6013357345352	71.0692548392964	1.14204341187811e-07	2.01266000366651e-05
ENSGMOG00000014044	0.794750821462222	0.294343660146852	4.9606247430481	71.0032205126381	1.14830834317717e-07	2.01266000366651e-05
ENSGMOG00000008529	-1.21646789724488	-1.15161630454943	3.05222466523703	70.6955040601144	1.17803152956655e-07	2.04255466820007e-05
ENSGMOG00000006775	-2.38384784874214	-1.92935356745993	0.4830534899513	70.4643443399251	1.20094553164268e-07	2.06013262741897e-05
ENSGMOG00000007683	1.21279298550225	0.861357100654636	2.90402004093289	70.3056277361727	1.21697691827141e-07	2.06565819022385e-05
ENSGMOG00000008187	-1.22492188660758	-0.657197045664432	4.11161627301296	69.044272323878	1.35356380339763e-07	2.27356420101946e-05
ENSGMOG00000007792	2.14800988518795	1.32497797422997	2.16776211775582	68.6473153047037	1.40015756260374e-07	2.32758151515313e-05
ENSGMOG00000008048	0.751968588447018	0.403369770380134	5.67239095342066	68.4346876311196	1.42587647115824e-07	2.34614878545169e-05
