ID	sample_7	sample_8	sample_9
ENSGMOG00000000382	196	450	165
ENSGMOG00000000383	435	960	311
ENSGMOG00000000384	189	382	147
ENSGMOG00000000385	200	555	144
ENSGMOG00000000386	51	115	43
ENSGMOG00000000387	55	82	39
ENSGMOG00000000388	10	14	0
ENSGMOG00000000389	2092	5108	1683
ENSGMOG00000000390	51	106	111
ENSGMOG00000000391	4550	9903	3439
ENSGMOG00000000392	3176	6963	2442
ENSGMOG00000000393	19	85	28
ENSGMOG00000000394	1258	2677	1030
ENSGMOG00000000395	1871	4622	1681
ENSGMOG00000000396	225	454	194
ENSGMOG00000000397	1494	3362	969
ENSGMOG00000000398	3	7	3
ENSGMOG00000000399	157	373	146
ENSGMOG00000000400	3281	7466	2414
ENSGMOG00000000401	110	389	97
ENSGMOG00000000402	2641	5003	1631
ENSGMOG00000000403	0	3	1
ENSGMOG00000000404	241	425	127
ENSGMOG00000000405	2186	4418	1833
ENSGMOG00000000406	3527	7325	2375
ENSGMOG00000000407	14931	29886	10386
ENSGMOG00000000408	789	1727	661
ENSGMOG00000000409	28	75	32
ENSGMOG00000000410	49	135	28
ENSGMOG00000000411	5	24	3
ENSGMOG00000000412	645	1100	516
ENSGMOG00000000413	1802	4172	1174
ENSGMOG00000000414	1721	3534	1358
ENSGMOG00000000415	16	55	26
ENSGMOG00000000416	8977	18388	6247
ENSGMOG00000000417	702	1316	518
ENSGMOG00000000418	16	33	3
ENSGMOG00000000419	20	20	13
ENSGMOG00000000420	374	1494	314
ENSGMOG00000000421	5206	9985	3292
ENSGMOG00000000422	2617	4879	1849
ENSGMOG00000000423	3	6	3
ENSGMOG00000000424	1544	3170	1250
ENSGMOG00000000425	44	116	47
ENSGMOG00000000426	159	310	135
ENSGMOG00000000427	2127	4473	1612
ENSGMOG00000000428	4	16	7
ENSGMOG00000000429	2176	5124	1907
ENSGMOG00000000430	97	198	71
ENSGMOG00000000431	0	5	0
ENSGMOG00000000432	429	721	257
ENSGMOG00000000433	136	327	108
ENSGMOG00000000434	5727	11219	4740
ENSGMOG00000000435	37	66	20
ENSGMOG00000000436	1284	3874	866
ENSGMOG00000000437	3968	8679	3543
ENSGMOG00000000438	508	1144	386
ENSGMOG00000000439	2156	4121	1440
ENSGMOG00000000440	1236	2960	951
ENSGMOG00000000441	29	34	27
ENSGMOG00000000442	11	25	9
ENSGMOG00000000443	139	277	87
ENSGMOG00000000444	558	1094	526
ENSGMOG00000000445	125	374	113
ENSGMOG00000000446	4375	9674	3421
ENSGMOG00000000447	6	9	2
ENSGMOG00000000448	26	91	13
ENSGMOG00000000449	1180	2338	928
ENSGMOG00000000450	3	7	4
ENSGMOG00000000451	178	311	159
ENSGMOG00000000452	1414	2986	994
ENSGMOG00000000453	210	529	182
ENSGMOG00000000454	25	30	16
ENSGMOG00000000455	667	646	440
ENSGMOG00000000456	42	80	37
ENSGMOG00000000457	413	777	348
ENSGMOG00000000458	3643	7725	2487
ENSGMOG00000000459	1941	5278	1469
ENSGMOG00000000460	1561	3226	1060
ENSGMOG00000000461	1	2	1
ENSGMOG00000000462	97	282	131
ENSGMOG00000000463	616	1258	492
ENSGMOG00000000464	272	705	250
ENSGMOG00000000465	2093	4428	1564
ENSGMOG00000000466	0	1	0
ENSGMOG00000000467	2343	5249	1868
ENSGMOG00000000468	0	2	1
ENSGMOG00000000469	202	427	157
ENSGMOG00000000470	403	760	349
ENSGMOG00000000471	2	6	1
ENSGMOG00000000472	34	82	32
ENSGMOG00000000473	1597	3019	1346
ENSGMOG00000000474	463	866	346
ENSGMOG00000000475	811	1731	729
ENSGMOG00000000476	5406	11283	4357
ENSGMOG00000000477	387	883	308
ENSGMOG00000000478	30	72	18
ENSGMOG00000000479	629	1197	463
ENSGMOG00000000480	474	854	270
ENSGMOG00000000481	513	1137	413
ENSGMOG00000000482	766	1600	618
ENSGMOG00000000483	10698	22552	7465
ENSGMOG00000000484	158	339	96
ENSGMOG00000000485	195	443	189
ENSGMOG00000000486	135	462	104
ENSGMOG00000000487	505	1070	454
ENSGMOG00000000488	1582	3220	1076
ENSGMOG00000000489	28	34	5
ENSGMOG00000000490	0	0	0
ENSGMOG00000000491	12	22	20
ENSGMOG00000000492	1547	3197	1271
ENSGMOG00000000493	0	2	2
ENSGMOG00000000494	173	369	119
ENSGMOG00000000495	1834	4028	1351
ENSGMOG00000000496	14	9	6
ENSGMOG00000000497	31	65	30
ENSGMOG00000000498	68	176	33
ENSGMOG00000000499	9	12	3
ENSGMOG00000000500	1199	2762	1050
ENSGMOG00000000501	18447	36583	15081
ENSGMOG00000000502	32	61	28
ENSGMOG00000000503	6	17	2
ENSGMOG00000000504	0	3	9
ENSGMOG00000000505	895	1998	689
ENSGMOG00000000506	5188	9875	4263
ENSGMOG00000000507	27	74	27
ENSGMOG00000000508	6479	14346	5178
ENSGMOG00000000509	13	10	4
ENSGMOG00000000510	3304	6890	2589
ENSGMOG00000000511	6648	13496	4977
ENSGMOG00000000512	1304	2771	1112
ENSGMOG00000000513	7120	16303	5516
ENSGMOG00000000514	664	1510	497
ENSGMOG00000000515	694	1535	567
ENSGMOG00000000516	189	446	171
ENSGMOG00000000517	570	1313	491
ENSGMOG00000000518	322	689	273
ENSGMOG00000000519	1552	3637	1161
ENSGMOG00000000520	1344	3111	857
ENSGMOG00000000521	2709	6016	1937
ENSGMOG00000000522	182	385	143
ENSGMOG00000000523	654	1419	612
ENSGMOG00000000524	1982	4348	1637
ENSGMOG00000000525	4994	11171	3468
ENSGMOG00000000526	13549	29400	10148
ENSGMOG00000000527	151	139	67
ENSGMOG00000000528	1216	2468	959
ENSGMOG00000000529	27	101	27
ENSGMOG00000000530	419	1076	282
ENSGMOG00000000531	449	923	371
ENSGMOG00000000532	3294	6981	2707
ENSGMOG00000000533	9	15	5
ENSGMOG00000000534	6009	12550	4787
ENSGMOG00000000535	2951	6451	2558
ENSGMOG00000000536	1022	2418	709
ENSGMOG00000000537	1	5	0
ENSGMOG00000000538	4707	10031	3585
ENSGMOG00000000539	1868	3863	1437
ENSGMOG00000000540	5315	10832	4394
ENSGMOG00000000541	6680	15076	4529
ENSGMOG00000000542	818	1623	673
ENSGMOG00000000543	57	133	42
ENSGMOG00000000544	313	575	263
ENSGMOG00000000545	1455	2981	1120
ENSGMOG00000000546	45	111	46
ENSGMOG00000000547	5	16	4
ENSGMOG00000000548	61525	131654	41295
ENSGMOG00000000549	6532	15550	4591
ENSGMOG00000000550	110	218	74
ENSGMOG00000000551	550	1182	378
ENSGMOG00000000552	1172	2552	941
ENSGMOG00000000553	622	1252	551
ENSGMOG00000000554	2053	4679	1573
ENSGMOG00000000555	9782	23006	5616
ENSGMOG00000000556	175	392	148
ENSGMOG00000000557	1300	2743	1009
ENSGMOG00000000558	1	2	2
ENSGMOG00000000559	12326	26783	8682
ENSGMOG00000000560	3096	6448	2349
ENSGMOG00000000561	17572	41073	14398
ENSGMOG00000000562	0	0	0
ENSGMOG00000000563	9456	19333	7887
ENSGMOG00000000564	1104	2378	863
ENSGMOG00000000565	569	1211	405
ENSGMOG00000000566	864	1854	509
ENSGMOG00000000567	47	114	49
ENSGMOG00000000568	70	135	43
ENSGMOG00000000569	6183	12612	3980
ENSGMOG00000000570	178	326	137
ENSGMOG00000000571	1369	3030	1170
ENSGMOG00000000572	1004	2528	882
ENSGMOG00000000573	296	561	148
ENSGMOG00000000574	29	39	19
ENSGMOG00000000575	661	1257	544
ENSGMOG00000000576	377	909	317
ENSGMOG00000000577	1014	1974	778
ENSGMOG00000000578	1808	4391	1362
ENSGMOG00000000579	5	15	6
ENSGMOG00000000580	970	2005	678
ENSGMOG00000000581	1362	2938	1045
ENSGMOG00000000582	10	6	3
ENSGMOG00000000583	10047	25718	8967
ENSGMOG00000000584	1360	2724	901
ENSGMOG00000000585	106	328	77
ENSGMOG00000000586	33	126	28
ENSGMOG00000000587	4841	10681	3607
ENSGMOG00000000588	0	6	2
ENSGMOG00000000589	3174	6493	2464
ENSGMOG00000000590	2	5	3
ENSGMOG00000000591	997	2302	689
ENSGMOG00000000592	288	652	197
ENSGMOG00000000593	53	73	22
ENSGMOG00000000594	21	81	34
ENSGMOG00000000595	5958	13690	4666
ENSGMOG00000000596	591	1250	450
ENSGMOG00000000597	2367	5666	1790
ENSGMOG00000000598	1183	2577	758
ENSGMOG00000000599	45	115	55
ENSGMOG00000000600	4407	8763	3800
ENSGMOG00000000601	23	26	16
ENSGMOG00000000602	633	1309	468
ENSGMOG00000000603	2335	4878	1799
ENSGMOG00000000604	12	10	2
ENSGMOG00000000605	155	325	127
ENSGMOG00000000606	1057	2277	757
ENSGMOG00000000607	2	46	11
ENSGMOG00000000608	11498	23218	8533
ENSGMOG00000000609	4559	9802	3344
ENSGMOG00000000610	654	1665	523
ENSGMOG00000000611	0	7	1
ENSGMOG00000000612	5251	10406	3911
ENSGMOG00000000613	25	50	8
ENSGMOG00000000614	2016	4251	1533
ENSGMOG00000000615	3811	8511	2714
ENSGMOG00000000616	40	105	47
ENSGMOG00000000617	1481	3202	1066
ENSGMOG00000000618	14	42	9
ENSGMOG00000000619	742	1582	553
ENSGMOG00000000620	20	71	26
ENSGMOG00000000621	96	244	95
ENSGMOG00000000622	410	920	328
ENSGMOG00000000623	10539	22866	7673
ENSGMOG00000000624	7997	17225	5639
ENSGMOG00000000625	175	289	171
ENSGMOG00000000626	2401	5041	1840
ENSGMOG00000000627	1010	2397	734
ENSGMOG00000000628	98	269	97
ENSGMOG00000000629	6	12	2
ENSGMOG00000000630	50	125	44
ENSGMOG00000000631	507	1170	361
ENSGMOG00000000632	195	545	172
ENSGMOG00000000633	31	75	34
ENSGMOG00000000634	32	56	22
ENSGMOG00000000635	763	1883	615
ENSGMOG00000000636	0	1	0
ENSGMOG00000000637	7940	15868	5548
ENSGMOG00000000638	401	964	305
ENSGMOG00000000639	97	263	73
ENSGMOG00000000640	0	0	0
ENSGMOG00000000641	423	786	341
ENSGMOG00000000642	1650	3959	1187
ENSGMOG00000000643	517	1204	385
ENSGMOG00000000644	4493	10216	2776
ENSGMOG00000000645	8	20	4
ENSGMOG00000000646	285	676	191
ENSGMOG00000000647	269	535	170
ENSGMOG00000000648	1392	2548	1057
ENSGMOG00000000649	1340	3280	1092
ENSGMOG00000000650	455	975	354
ENSGMOG00000000651	5	8	3
ENSGMOG00000000652	2070	4217	1654
ENSGMOG00000000653	525	1152	446
ENSGMOG00000000654	230	461	205
ENSGMOG00000000655	0	1	0
ENSGMOG00000000656	684	1448	510
ENSGMOG00000000657	5	4	14
ENSGMOG00000000658	1402	2542	1072
ENSGMOG00000000659	1404	2867	1011
ENSGMOG00000000660	1859	3823	1365
ENSGMOG00000000661	83	477	77
ENSGMOG00000000662	421	911	415
ENSGMOG00000000663	1725	3888	1398
ENSGMOG00000000664	8441	17746	6042
ENSGMOG00000000665	31	73	25
ENSGMOG00000000666	2214	4614	1925
ENSGMOG00000000667	9	11	2
ENSGMOG00000000668	12	32	10
ENSGMOG00000000669	192	397	152
ENSGMOG00000000670	4476	9153	3023
ENSGMOG00000000671	56	82	35
ENSGMOG00000000672	172	248	92
ENSGMOG00000000673	1190	2672	1002
ENSGMOG00000000674	26	50	53
ENSGMOG00000000675	8094	16048	5092
ENSGMOG00000000676	90	154	85
ENSGMOG00000000677	12	35	7
ENSGMOG00000000678	140	335	95
ENSGMOG00000000679	18	33	13
ENSGMOG00000000680	173	387	118
ENSGMOG00000000681	285	501	194
ENSGMOG00000000682	2910	5999	2292
ENSGMOG00000000683	37	64	32
ENSGMOG00000000684	137	268	135
ENSGMOG00000000685	722	1811	624
ENSGMOG00000000686	1	10	1
ENSGMOG00000000687	345	819	219
ENSGMOG00000000688	5730	13390	4514
ENSGMOG00000000689	423	913	303
ENSGMOG00000000690	231	333	135
ENSGMOG00000000691	520	1124	395
ENSGMOG00000000692	47	94	35
ENSGMOG00000000693	512	1235	418
ENSGMOG00000000694	228	602	213
ENSGMOG00000000695	318	640	287
ENSGMOG00000000696	0	1	0
ENSGMOG00000000697	14	25	12
ENSGMOG00000000698	2	5	0
ENSGMOG00000000699	1350	3142	979
ENSGMOG00000000700	1	3	0
ENSGMOG00000000701	820	1559	549
ENSGMOG00000000702	88	236	85
ENSGMOG00000000703	33	55	22
ENSGMOG00000000704	34	56	16
ENSGMOG00000000705	5467	11608	3987
ENSGMOG00000000706	1923	4529	1534
ENSGMOG00000000707	129	361	119
ENSGMOG00000000708	49	107	47
ENSGMOG00000000709	18	40	27
ENSGMOG00000000710	2000	4413	1502
ENSGMOG00000000711	135	319	101
ENSGMOG00000000712	89	190	78
ENSGMOG00000000713	859	1700	559
ENSGMOG00000000714	0	5	0
ENSGMOG00000000715	1139	2516	971
ENSGMOG00000000716	130	203	80
ENSGMOG00000000717	1100	2033	890
ENSGMOG00000000718	11678	23014	8437
ENSGMOG00000000719	2678	5771	2215
ENSGMOG00000000720	2	16	7
ENSGMOG00000000721	109	285	70
ENSGMOG00000000722	194	357	159
ENSGMOG00000000723	82	179	51
ENSGMOG00000000724	2518	5310	1779
ENSGMOG00000000725	890	1964	757
ENSGMOG00000000726	37	150	36
