ID	sample_4	sample_5	sample_6
ENSGMOG00000000509	10	13	5
ENSGMOG00000000510	3517	6520	2642
ENSGMOG00000000511	7467	17254	6557
ENSGMOG00000000512	1363	3054	1265
ENSGMOG00000000513	7258	16048	6271
ENSGMOG00000000514	731	1954	722
ENSGMOG00000000515	747	1425	492
ENSGMOG00000000516	176	545	198
ENSGMOG00000000517	736	1496	465
ENSGMOG00000000518	363	649	221
ENSGMOG00000000519	1607	3337	1283
ENSGMOG00000000520	1729	3410	1404
ENSGMOG00000000521	2860	7280	2759
ENSGMOG00000000522	211	427	161
ENSGMOG00000000523	818	1767	611
ENSGMOG00000000524	1705	3427	1352
ENSGMOG00000000525	4292	11388	4284
ENSGMOG00000000526	13772	32182	12103
ENSGMOG00000000527	107	273	106
ENSGMOG00000000528	1265	2823	1147
ENSGMOG00000000529	16	55	22
ENSGMOG00000000530	402	1118	451
ENSGMOG00000000531	557	976	383
ENSGMOG00000000532	3424	6075	2571
ENSGMOG00000000533	6	10	1
ENSGMOG00000000534	6331	15012	5496
ENSGMOG00000000535	3579	7177	2643
ENSGMOG00000000536	1001	2291	892
ENSGMOG00000000537	0	2	0
ENSGMOG00000000538	4863	10689	4118
ENSGMOG00000000539	2181	3896	1627
ENSGMOG00000000540	5864	11355	4640
ENSGMOG00000000541	6149	16198	6050
ENSGMOG00000000542	976	1865	733
ENSGMOG00000000543	20	40	10
ENSGMOG00000000544	356	719	266
ENSGMOG00000000545	1817	3699	1439
ENSGMOG00000000546	26	56	23
ENSGMOG00000000547	6	13	10
ENSGMOG00000000548	57561	161213	57626
ENSGMOG00000000549	6435	15626	6042
ENSGMOG00000000550	80	198	64
ENSGMOG00000000551	600	1219	437
ENSGMOG00000000552	1188	3018	1119
ENSGMOG00000000553	711	1343	490
ENSGMOG00000000554	1935	4299	1547
ENSGMOG00000000555	9748	19914	9377
ENSGMOG00000000556	223	518	257
ENSGMOG00000000557	1524	3031	1185
ENSGMOG00000000558	0	5	1
ENSGMOG00000000559	11321	23315	8778
ENSGMOG00000000560	3368	6966	2999
ENSGMOG00000000561	22714	30195	13062
ENSGMOG00000000562	0	0	0
ENSGMOG00000000563	12168	22940	9283
ENSGMOG00000000564	1115	2259	878
ENSGMOG00000000565	397	1005	357
ENSGMOG00000000566	699	1638	599
ENSGMOG00000000567	59	59	56
ENSGMOG00000000568	68	105	30
ENSGMOG00000000569	6612	18854	6711
ENSGMOG00000000570	236	342	172
ENSGMOG00000000571	1678	2799	1047
ENSGMOG00000000572	949	2577	962
ENSGMOG00000000573	186	415	134
ENSGMOG00000000574	47	108	34
ENSGMOG00000000575	625	1383	559
ENSGMOG00000000576	279	554	242
ENSGMOG00000000577	932	2237	799
ENSGMOG00000000578	1369	3774	1372
ENSGMOG00000000579	1	9	2
ENSGMOG00000000580	715	1725	731
ENSGMOG00000000581	1454	3057	1188
ENSGMOG00000000582	5	12	4
ENSGMOG00000000583	13437	25051	9159
ENSGMOG00000000584	1340	2618	1140
ENSGMOG00000000585	114	143	63
ENSGMOG00000000586	20	49	25
ENSGMOG00000000587	5073	11715	4333
ENSGMOG00000000588	8	4	10
ENSGMOG00000000589	2842	5898	2027
ENSGMOG00000000590	4	3	1
ENSGMOG00000000591	911	2018	786
ENSGMOG00000000592	232	687	234
ENSGMOG00000000593	36	48	35
ENSGMOG00000000594	27	33	13
ENSGMOG00000000595	5630	13567	5133
ENSGMOG00000000596	636	1532	600
ENSGMOG00000000597	1888	4525	1645
ENSGMOG00000000598	1183	2401	950
ENSGMOG00000000599	22	47	18
ENSGMOG00000000600	5107	10511	3718
ENSGMOG00000000601	28	64	9
ENSGMOG00000000602	639	1459	545
ENSGMOG00000000603	2265	5305	1909
ENSGMOG00000000604	4	19	0
ENSGMOG00000000605	143	195	95
ENSGMOG00000000606	683	1540	661
ENSGMOG00000000607	8	18	2
ENSGMOG00000000608	11940	26794	10103
ENSGMOG00000000609	4678	11320	4183
ENSGMOG00000000610	616	1394	474
ENSGMOG00000000611	1	6	6
ENSGMOG00000000612	5301	13670	5028
ENSGMOG00000000613	13	15	12
ENSGMOG00000000614	1429	2476	1135
ENSGMOG00000000615	3302	5621	2132
ENSGMOG00000000616	44	105	51
ENSGMOG00000000617	1218	3008	1064
ENSGMOG00000000618	11	35	15
ENSGMOG00000000619	857	1782	672
ENSGMOG00000000620	40	100	25
ENSGMOG00000000621	92	157	58
ENSGMOG00000000622	494	1020	412
ENSGMOG00000000623	10292	26485	10232
ENSGMOG00000000624	7049	17945	6837
ENSGMOG00000000625	245	328	192
ENSGMOG00000000626	1876	3663	1522
ENSGMOG00000000627	713	2312	729
ENSGMOG00000000628	133	240	117
ENSGMOG00000000629	3	3	0
ENSGMOG00000000630	94	82	47
ENSGMOG00000000631	495	1124	441
ENSGMOG00000000632	247	378	128
ENSGMOG00000000633	29	41	24
ENSGMOG00000000634	15	46	14
ENSGMOG00000000635	659	1807	579
ENSGMOG00000000636	0	2	0
ENSGMOG00000000637	8845	23281	8469
ENSGMOG00000000638	477	1067	429
ENSGMOG00000000639	92	293	71
ENSGMOG00000000640	0	0	0
ENSGMOG00000000641	375	1001	353
ENSGMOG00000000642	1654	3805	1452
ENSGMOG00000000643	463	1029	311
ENSGMOG00000000644	4390	11280	4015
ENSGMOG00000000645	2	10	24
ENSGMOG00000000646	282	802	252
ENSGMOG00000000647	235	620	227
ENSGMOG00000000648	1444	3454	1218
ENSGMOG00000000649	1128	2196	734
ENSGMOG00000000650	323	711	302
ENSGMOG00000000651	3	8	5
ENSGMOG00000000652	2136	4565	1815
ENSGMOG00000000653	592	889	464
ENSGMOG00000000654	260	554	172
ENSGMOG00000000655	0	0	0
ENSGMOG00000000656	667	1384	576
ENSGMOG00000000657	19	29	14
ENSGMOG00000000658	1281	2656	872
ENSGMOG00000000659	1817	4399	1515
ENSGMOG00000000660	1733	3976	1610
ENSGMOG00000000661	100	174	101
ENSGMOG00000000662	510	805	369
ENSGMOG00000000663	1695	3609	1397
ENSGMOG00000000664	9046	23008	8750
ENSGMOG00000000665	11	40	32
ENSGMOG00000000666	2870	5231	2334
ENSGMOG00000000667	5	15	0
ENSGMOG00000000668	28	76	18
ENSGMOG00000000669	273	351	196
ENSGMOG00000000670	2797	7218	2585
ENSGMOG00000000671	46	120	49
ENSGMOG00000000672	134	315	129
ENSGMOG00000000673	1158	2285	896
ENSGMOG00000000674	33	54	28
ENSGMOG00000000675	8432	23579	8832
ENSGMOG00000000676	69	180	60
ENSGMOG00000000677	18	19	9
ENSGMOG00000000678	80	201	96
ENSGMOG00000000679	14	19	3
ENSGMOG00000000680	160	384	120
ENSGMOG00000000681	228	634	233
ENSGMOG00000000682	3188	6269	2379
ENSGMOG00000000683	18	57	13
ENSGMOG00000000684	198	342	103
ENSGMOG00000000685	604	1226	460
ENSGMOG00000000686	0	2	0
ENSGMOG00000000687	954	1977	910
ENSGMOG00000000688	5125	10303	3947
ENSGMOG00000000689	373	674	291
ENSGMOG00000000690	171	498	167
ENSGMOG00000000691	289	623	245
ENSGMOG00000000692	54	118	26
ENSGMOG00000000693	572	1323	497
ENSGMOG00000000694	198	445	177
ENSGMOG00000000695	219	432	187
ENSGMOG00000000696	0	0	3
ENSGMOG00000000697	19	28	13
ENSGMOG00000000698	3	8	0
ENSGMOG00000000699	1217	2884	1015
ENSGMOG00000000700	3	10	1
ENSGMOG00000000701	565	1172	460
ENSGMOG00000000702	124	265	107
ENSGMOG00000000703	73	131	70
ENSGMOG00000000704	18	39	9
ENSGMOG00000000705	5361	12127	4537
ENSGMOG00000000706	1649	4249	1476
ENSGMOG00000000707	122	237	96
ENSGMOG00000000708	69	121	49
ENSGMOG00000000709	23	31	15
ENSGMOG00000000710	1770	3272	1206
ENSGMOG00000000711	186	367	148
ENSGMOG00000000712	95	170	60
ENSGMOG00000000713	738	1571	625
ENSGMOG00000000714	3	1	0
ENSGMOG00000000715	1188	2129	877
ENSGMOG00000000716	69	178	71
ENSGMOG00000000717	1231	2540	899
ENSGMOG00000000718	13837	33932	12574
ENSGMOG00000000719	2598	4991	1951
ENSGMOG00000000720	9	22	17
ENSGMOG00000000721	133	190	75
ENSGMOG00000000722	115	227	108
ENSGMOG00000000723	55	121	47
ENSGMOG00000000724	2228	6303	2377
ENSGMOG00000000725	766	1797	653
ENSGMOG00000000726	63	134	49
