ID	sample_1	sample_2	sample_3
ENSGMOG00000000466	1	0	2
ENSGMOG00000000467	2622	2895	4768
ENSGMOG00000000468	1	1	2
ENSGMOG00000000469	199	325	376
ENSGMOG00000000470	330	454	659
ENSGMOG00000000471	0	1	4
ENSGMOG00000000472	24	35	21
ENSGMOG00000000473	1719	1541	2859
ENSGMOG00000000474	462	479	655
ENSGMOG00000000475	869	734	1456
ENSGMOG00000000476	4911	5269	8983
ENSGMOG00000000477	279	381	472
ENSGMOG00000000478	111	99	150
ENSGMOG00000000479	537	618	948
ENSGMOG00000000480	410	468	651
ENSGMOG00000000481	471	565	734
ENSGMOG00000000482	540	607	816
ENSGMOG00000000483	9057	11932	14822
ENSGMOG00000000484	141	162	214
ENSGMOG00000000485	75	112	134
ENSGMOG00000000486	126	212	167
ENSGMOG00000000487	405	352	636
ENSGMOG00000000488	1491	1717	2253
ENSGMOG00000000489	22	16	25
ENSGMOG00000000490	0	0	0
ENSGMOG00000000491	21	23	29
ENSGMOG00000000492	1456	1626	2574
ENSGMOG00000000493	0	0	3
ENSGMOG00000000494	193	211	282
ENSGMOG00000000495	1678	2246	2825
ENSGMOG00000000496	2	4	15
ENSGMOG00000000497	26	47	60
ENSGMOG00000000498	31	58	47
ENSGMOG00000000499	8	5	13
ENSGMOG00000000500	997	1281	1699
ENSGMOG00000000501	18249	17637	29932
ENSGMOG00000000502	28	25	50
ENSGMOG00000000503	8	5	10
ENSGMOG00000000504	3	2	14
ENSGMOG00000000505	903	986	1333
ENSGMOG00000000506	5357	5387	8573
ENSGMOG00000000507	6	19	14
ENSGMOG00000000508	6328	6564	10661
ENSGMOG00000000509	10	6	9
ENSGMOG00000000510	3169	3594	5409
ENSGMOG00000000511	6490	7740	11091
ENSGMOG00000000512	1253	1491	1865
ENSGMOG00000000513	6366	7242	10280
ENSGMOG00000000514	551	826	957
ENSGMOG00000000515	672	587	1077
ENSGMOG00000000516	189	257	290
ENSGMOG00000000517	660	568	1017
ENSGMOG00000000518	256	253	485
ENSGMOG00000000519	1330	1659	2364
ENSGMOG00000000520	1353	1623	2173
ENSGMOG00000000521	2554	3316	4304
ENSGMOG00000000522	244	213	379
ENSGMOG00000000523	808	713	1245
ENSGMOG00000000524	1786	2022	3206
ENSGMOG00000000525	3987	5803	6801
ENSGMOG00000000526	12579	15276	20667
ENSGMOG00000000527	132	126	184
ENSGMOG00000000528	1114	1331	2079
ENSGMOG00000000529	18	17	64
ENSGMOG00000000530	426	535	662
ENSGMOG00000000531	399	425	681
ENSGMOG00000000532	2844	3211	4919
ENSGMOG00000000533	3	2	7
ENSGMOG00000000534	5564	7545	8507
ENSGMOG00000000535	3419	3344	5464
ENSGMOG00000000536	1052	1259	1792
ENSGMOG00000000537	1	3	0
ENSGMOG00000000538	4365	5425	6868
ENSGMOG00000000539	1746	2114	3326
ENSGMOG00000000540	5435	5518	9474
ENSGMOG00000000541	5536	7803	9505
ENSGMOG00000000542	919	841	1413
ENSGMOG00000000543	15	11	58
ENSGMOG00000000544	285	341	486
ENSGMOG00000000545	1513	1563	2491
ENSGMOG00000000546	45	35	59
ENSGMOG00000000547	14	10	17
ENSGMOG00000000548	53557	75539	84814
ENSGMOG00000000549	5906	7422	9707
ENSGMOG00000000550	63	74	117
ENSGMOG00000000551	427	626	817
ENSGMOG00000000552	1015	1464	1697
ENSGMOG00000000553	546	677	893
ENSGMOG00000000554	1662	1788	2813
ENSGMOG00000000555	8390	14475	18985
ENSGMOG00000000556	205	209	368
ENSGMOG00000000557	1250	1449	2145
ENSGMOG00000000558	2	6	3
ENSGMOG00000000559	10757	13426	20956
ENSGMOG00000000560	2848	3563	4916
ENSGMOG00000000561	18956	20041	36928
ENSGMOG00000000562	0	0	0
ENSGMOG00000000563	10778	9772	17057
ENSGMOG00000000564	950	1019	1653
ENSGMOG00000000565	393	513	789
ENSGMOG00000000566	721	908	1205
ENSGMOG00000000567	62	64	80
ENSGMOG00000000568	25	51	57
ENSGMOG00000000569	5858	8151	9759
ENSGMOG00000000570	190	188	306
ENSGMOG00000000571	1392	1455	2344
ENSGMOG00000000572	951	1217	1482
ENSGMOG00000000573	180	165	262
ENSGMOG00000000574	29	50	66
ENSGMOG00000000575	519	594	1015
ENSGMOG00000000576	239	269	323
ENSGMOG00000000577	838	972	1490
ENSGMOG00000000578	1566	1931	2627
ENSGMOG00000000579	4	2	1
ENSGMOG00000000580	655	810	1131
ENSGMOG00000000581	1394	1373	2127
ENSGMOG00000000582	7	2	16
ENSGMOG00000000583	12534	12765	23721
ENSGMOG00000000584	1288	1914	2651
ENSGMOG00000000585	96	99	147
ENSGMOG00000000586	17	31	41
ENSGMOG00000000587	4932	5375	7484
ENSGMOG00000000588	2	8	6
ENSGMOG00000000589	2862	2648	4530
ENSGMOG00000000590	1	3	5
ENSGMOG00000000591	860	1095	1337
ENSGMOG00000000592	251	304	394
ENSGMOG00000000593	25	39	61
ENSGMOG00000000594	20	8	36
ENSGMOG00000000595	5896	7341	9402
ENSGMOG00000000596	509	673	874
ENSGMOG00000000597	2092	1882	2840
ENSGMOG00000000598	1057	1162	1738
ENSGMOG00000000599	21	26	53
ENSGMOG00000000600	5008	4708	7959
ENSGMOG00000000601	20	19	52
ENSGMOG00000000602	650	660	910
ENSGMOG00000000603	2229	2401	3366
ENSGMOG00000000604	6	13	6
ENSGMOG00000000605	112	98	252
ENSGMOG00000000606	850	868	1350
